,Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
16877,"We had a pandemic plan and we’ve followed it. We didn’t have to scramble; we were able to be methodical in ramping things up. It hasn’t hit us hard yet, but it will.",165,2020-04-04 16:01:11,Twitter for iPhone,26,4,tatereeves,1.246467863768109e+18,259341329.0,259341329.0,False,,en,April,Q2
40850,"Take public health experts’ advice seriously. Let’s wash our hands, physically distance &amp; stay home when necessary. We are interdependent, locally &amp; globally, and the choices we make now will affect every one of our families. We will get through this well, if we do it together.",286,2020-03-14 20:19:09,Twitter for iPhone,99,17,joshmatlow,1.2389226384599e+18,,15844405.0,False,,en,March,Q1
13062,"Congratulations, Michael, for being our Nevada Hero of the Day!",87,2020-04-28 00:48:55,Twitter for iPhone,679,58,GovSisolak,1.2549355929676554e+18,,1.080586433088258e+18,False,https://t.co/MdVswJ4dX7,en,April,Q2
24658,"Reaching this agreement with Connecticut banks &amp; credit unions means those struggling to make mortgage payments will have one less thing to worry about during this crisis. I thank these institutions for working with us to provide some financial relief.

🔗",306,2020-03-31 20:59:52,Twitter Web App,142,65,govnedlamont,1.2450934784361636e+18,,1.0762939037232332e+18,False,https://t.co/p4QegWwUIT,en,March,Q1
37828,"Today, Portuguese Canadians are celebrating Portugal Day during Portuguese Heritage Month. On behalf of Canada's Conservatives, I extend my best wishing to everyone celebrating. Parabens!",211,2020-06-10 20:56:33,TweetDeck,63,15,andrewscheer,1.2708221813296865e+18,,256360738.0,False,https://t.co/WCtmjB8p5r,en,June,Q2
42156,"COVID-19 is having an immense economic impact on Caribbean countries, including Saint Vincent and the Grenadines. @ComradeRalph and I spoke on the phone today about that and the need for global action to help the most vulnerable. Click here for more:",274,2020-06-17 1:33,Twitter for iPhone,512,87,JustinTrudeau,1.27e+18,,,False,https://t.co/QQX32iB4gW,en,June,Q2
34178,"NYS will provide $25 million for food banks and providers most impacted by COVID-19.

We are also calling on philanthropies that would like to help the state’s food banks to email COVIDPhilanthropies@exec.ny.gov.",212,2020-04-27 18:01:36,Twitter Web App,8825,1762,NYGovCuomo,1.2548330865646428e+18,,232268199.0,False,,en,April,Q2
6874,"I want to thank the more than 3,300 healthcare professionals – physicians, nurses, CNAs – who have signed up to join our state’s response to Coronavirus through . We're so grateful to you for rising to our call.",234,2020-04-17 20:52:33,Twitter for iPhone,111,15,GovRaimondo,1.2512522301890888e+18,,240778059.0,False,https://t.co/mGqyIS9C62,en,April,Q2
7458,"Touring Philadelphia with community business owners. 

Shortly, I will speak about protests across Pennsylvania and condemn racism, oppression, and injustice.",182,2020-06-01 21:14:36,Twitter Web App,450,45,GovernorTomWolf,1.2675652340987494e+18,,2978837542.0,False,https://t.co/ytAjiZiiVY,en,June,Q2
4387,"Grocery &amp; food supply workers are critical to our COVID-19 response. To all of you working long &amp; stressful hours, thank you for your hard work. Keeping food &amp; other essentials accessible is critical &amp; your tenacity is appreciated. With your help, we will get through this #vtpoli",320,2020-03-20 18:37:10,Twitter Web App,236,70,GovPhilScott,1.241071300623417e+18,,545107258.0,False,https://t.co/sAxdAjJGU2,en,March,Q1
37521,"Today we confirmed a presumptive case of Coronavirus (COVID-19). Working closely with our Provincial partners, Toronto Public Health is actively working to respond. Because of our strong public health systems and response, the risk to the public due to this case remains low.",299,2020-02-23 22:57:49,Twitter for iPhone,24,11,joe_cressy,1.2317148082502246e+18,,416025003.0,False,https://t.co/wCDqM5Cg3J,en,February,Q1
15667,I want to assure Missourians that there IS light at the end of the tunnel. We are putting recovery plans in place and are preparing to get Missourians back to work as quickly as possible.,211,2020-04-20 20:28:09,Twitter Web App,139,31,GovParsonMO,1.252333254302208e+18,,1.0036723207818076e+18,False,https://t.co/k1r3V6Dagg,en,April,Q2
42150,"They also used the Canada Emergency Business Account so they could buy personal protective equipment, plexiglass screens, and hand-washing stations to keep people safe as they reopen. Learn how these supports could help your own business and apply today:",278,2020-06-18 1:00,Twitter for iPhone,545,59,JustinTrudeau,1.27e+18,,,False,https://t.co/94P0RxqsQ8,en,June,Q2
31783,"America has always been challenged to live up to its promises, and rightly so. Today we celebrate Juneteenth and the triumph of Black Americans who fought for freedom — and we recommit to the pursuit of true equality.",217,2020-06-19 13:34:00,Twitter for iPhone,274,54,NYCMayor,1.273972302322045e+18,,19834403.0,False,,en,June,Q2
42136,"When it comes to our shared journey of reconciliation, we know we have much more work to do. We know we must continue to advance reconciliation and right past wrongs - and we will do that necessary work together, in partnership with Indigenous peoples.",276,2020-06-21 13:04,Twitter for iPhone,817,160,JustinTrudeau,1.27e+18,,,False,https://t.co/xtNT3p0RJb,en,June,Q2
28368,"I’m proud to sign #HB2910. This legislation:

✏️Provides clarity on testing requirements
✏️Gives direction on make-up days
✏️Requires schools to continue to provide learning opportunities
✏️Ensures teachers &amp; staff see no disruption in pay as a result of #COVID19. 
✏️And more 1/",283,2020-03-27 18:19:18,Twitter Web App,265,71,dougducey,1.2436035173417083e+18,,20217019.0,False,,en,March,Q1
26184,"&gt; Total tests administered: 24,341

More information on Phase 2 of my #ReopenAlaskaResponsibly Plan will be coming soon. For the latest information on COVID-19 in Alaska, go here: 

#akgov",214,2020-05-07 20:11:45,Twitter for iPhone,3,2,GovDunleavy,1.2584897204992082e+18,1.0606554701787872e+18,1.0606554701787872e+18,False,https://t.co/E4CduB0M5T,en,May,Q2
32468,"The reason we’ll beat back this disease is because YOU are practicing social distancing. DON’T stop now.

It's going to be beautiful today, but DON’T underestimate our enemy. We cannot let it reassert itself. 

Stay inside and stay safe.",237,2020-04-19 17:12:43,Twitter for iPhone,911,148,NYCMayor,1.2519216835329556e+18,,19834403.0,False,,en,April,Q2
22961,Proud of our @GA_DOI Commissioner John King for longstanding commitment to public service. Please join us in praying for General King and his team during their deployment. #gapol,203,2020-06-03 13:54:16,Twitter Web App,137,25,BrianKempGA,1.268179193831002e+18,,47437206.0,False,https://t.co/4LTuHirPLh,en,June,Q2
10237,🔴LIVE NOW: Gov. Cooper Coronavirus Task Force Update - 3/14/2020,88,2020-03-14 20:30:09,Twitter Media Studio,127,120,NC_Governor,1.2389254064990044e+18,,8.137922504970281e+17,False,https://t.co/UYSsP43LFm,en,March,Q1
13092,"Thank you, @andersoncooper, for allowing me to assure Nevadans — and tourists worldwide — that Nevada is taking deliberate, responsible steps toward reopening. I am grateful to Nevadans who are staying home &amp; I look forward to getting back to business as soon as it’s safe.",301,2020-04-23 01:16:25,Twitter for iPhone,3048,410,GovSisolak,1.2531305757092372e+18,,1.080586433088258e+18,False,https://t.co/k4gIxeN15b,en,April,Q2
37344,Social distancing is a critical part of the way we will slow the spread of COVID-19 together. But what exactly is social distancing? Learn more here:,173,2020-03-19 14:28:22,Twitter Web App,1,0,joe_cressy,1.2406462978724495e+18,416025003.0,416025003.0,False,https://t.co/1FIpEFwt1t,en,March,Q1
30753,"Today, we are introducing the Paycheck Security Act to guarantee the wages and benefits of millions of workers during this devastating pandemic. 

I want to thank @SenSchumer and @RonWyden for their support of this critical legislation.",284,2020-05-21 18:31:57,Twitter Web App,1836,434,SenSanders,1.263538035162878e+18,,29442313.0,False,https://t.co/J53NhPRUap,en,May,Q2
26531,"400,000+ unemployment claims have been filed w/ @al_labor. These are innocent people whose lives have been turned upside down &amp; it’s not their fault. We hear your voices, your frustrations, your fears. Today’s order will hopefully begin providing some hope again. #TogetherAL 4/9",283,2020-05-08 16:05:13,Twitter for iPhone,21,5,GovernorKayIvey,1.2587900654232207e+18,19668491.0,19668491.0,False,,en,May,Q2
44469,Great!,6,2020-04-30 12:30,Twitter for iPhone,58889,13573,realDonaldTrump,1.26e+18,,,False,https://t.co/Q4AOdpuBva,en,April,Q2
38502,"The government must take steps to help the millions of Canadians who lost their benefits

Families are no longer able to afford the medication they need

We must help families pay for their medication as a first step to a universal pharmacare where everyone is covered",292,2020-04-22 20:04:16,Twitter Web App,241,63,theJagmeetSingh,1.253052019608359e+18,,253340075.0,False,https://t.co/fcgrutVo0U,en,April,Q2
17538,"We must take bold action to save the lives of Minnesotans. As a former Command Sergeant Major in the Army National Guard, I believe in having a plan – which is why I’m directing Minnesotans to stay at home and limit their movements to essential services. #StayHomeMN",290,2020-03-25 19:28:53,Twitter Web App,5300,2187,GovTimWalz,1.2428962548390175e+18,,1.0646035409565656e+18,False,https://t.co/W2TAejwnBs,en,March,Q1
11857,New Hampshire is in a unique position among our fellow Northeastern states. Here's my response on how we're looking at a regional approach to reopening the economy:,188,2020-04-17 17:47:40,Twitter for iPhone,178,29,GovChrisSununu,1.2512057047378616e+18,,8.162821207672914e+17,False,https://t.co/idUSlrkXzA,en,April,Q2
5754,"NEW #COVID19 Bulletin - 

➡️Executive Order No. 22
➡️@LaunchTN",87,2020-03-30 22:12:55,Twitter Web App,83,44,GovBillLee,1.244749471914832e+18,,1.084924525232513e+18,False,https://t.co/R7BN4Rr9YB,en,March,Q1
31292,"My colleagues and I are tired of endless wars. That is why we introduced the No War Against Iran Act. We must learn from our mistakes, not repeat them.",175,2020-01-09 23:54:02,Twitter Media Studio,10593,2719,SenSanders,1.2154215053261947e+18,,29442313.0,False,https://t.co/S6d7CILsMj,en,January,Q1
3548,"It means making it easier to vote, not harder.

It means a creating new commission to study slavery in Virginia and the subsequent racial and economic discrimination.

We are working on all of these things together––but we have to work even harder.",248,2020-06-03 00:20:52,Twitter Web App,266,29,GovernorVA,1.2679744978958868e+18,104198706.0,104198706.0,False,,en,June,Q2
20731,"To help our smallest businesses all across the state get back on their feet as we begin to recover from this pandemic, the Business Interruption Grants program will offer at least $270 million in grants to small businesses who have suffered losses due to the covid-19 pandemic.",277,2020-06-17 20:16:01,Twitter Web App,43,7,GovPritzker,1.2733486954933944e+18,1.0848175233784544e+18,1.0848175233784544e+18,False,,en,June,Q2
29484,We need to drop the Medicare eligibility age to 0 right now.,84,2020-04-03 17:57:15,Twitter for iPhone,53692,8849,aoc,1.246134686092538e+18,,138203134.0,False,https://t.co/BJtm2k7aCY,en,April,Q2
8054,"Frances and I just returned from an amazing trip to Israel. Check out some of the highlights. ⤵️
 
1: Visiting @yadvashem.
2: Planting a tree at the 9/11 Living Memorial Plaza for the victims of the Pittsburgh synagogue shooting.
3: Touring @Google’s Tel Aviv offices.",292,2020-01-18 13:49:25,Twitter Web App,88,10,GovernorTomWolf,1.2185308385074094e+18,,2978837542.0,False,https://t.co/IckiGwUFmK,en,January,Q1
42944,True with number 1 being more important!,40,2020-03-10 13:46,Twitter for iPhone,39562,9752,realDonaldTrump,1.24e+18,,,False,https://t.co/OwJf9vAdHQ,en,March,Q1
15131,"And again, the more testing we do, the more positive cases there will be, but this does NOT mean there has been a surge or that our health care system is overwhelmed.

Our hospitals are still in good shape, and we continue to monitor this on a daily basis.",256,2020-05-26 20:13:47,Twitter Web App,13,1,GovParsonMO,1.2653755997172244e+18,1.0036723207818076e+18,1.0036723207818076e+18,False,,en,May,Q2
108,"June 26th. Save the date.

#DCStatehood",87,2020-06-17 21:43:23,Twitter Web App,423,123,MayorBowser,1.273370682441818e+18,,976542720.0,False,https://t.co/BJhLbJpsdN,en,June,Q2
31768,Join us at City Hall.,45,2020-06-23 14:05:38,Periscope,92,53,NYCMayor,1.2754298141747978e+18,,19834403.0,False,https://t.co/0UyfhvfTfO,en,June,Q2
3183,"Today at 1:30 PM, I am holding a press conference to address our continued response to COVID-19 in Washington.
 
Watch live here:",153,2020-03-13 19:29:03,Twitter Web App,519,160,GovInslee,1.23854764348518e+18,,1077214808.0,False,https://t.co/yG8IB6dlk8,en,March,Q1
6437,"❌ Human trafficking is REAL in SD. ❌
 
I am proud of the progress we made in 2019 to fight human trafficking, but more needs to be done… I am COMMITTED to seeing that through.

🎥From the MMIW ride in June, 2019.  #HumanTraffickingAwarenessMonth",268,2020-01-08 18:25:46,Twitter Web App,39,10,govkristinoem,1.2149765024266732e+18,,235251868.0,False,https://t.co/sfDBW6TDMH,en,January,Q1
16710,Please join me in praying for the family of Simpson County Deputy Sheriff James Blair who just lost his life in the line of duty.,153,2020-06-13 13:46:25,Twitter for iPhone,1320,212,tatereeves,1.2718010994613084e+18,,259341329.0,False,https://t.co/1hUKI20USz,en,June,Q2
32069,"The antibody test helps you understand if you’ve previously been exposed. In the coming weeks we will test 140,000 first responders and health care workers and an additional 140,000 every-day New Yorkers.",204,2020-05-18 17:06:11,Twitter for iPhone,6,2,NYCMayor,1.2624292863944745e+18,19834403.0,19834403.0,False,,en,May,Q2
32215,"This virus exploits our weaknesses. We cannot allow it to resurface. Let’s handle this restart correctly. 

Take a step, get it right and move forward together, and remember that keyword: moderation.",199,2020-05-06 18:19:16,Twitter for iPhone,48,4,NYCMayor,1.2580990248901263e+18,19834403.0,19834403.0,False,,en,May,Q2
27544,"ENABLING LOCALIZED MITIGATION EFFORTS:

@AZDHS today released updated guidance allowing local governments to implement mask and face covering policies, allowing local authorities to tailor mitigation efforts specific to the local public health need. 4/",252,2020-06-17 22:42:39,Twitter Web App,92,27,dougducey,1.2733855976802757e+18,20217019.0,20217019.0,False,,en,June,Q2
20314,"Students are the future of our state and teachers are the heart of our schools. While #COVID19 is impacting every classroom, our teachers, administrators, school board members and school staff are going to extraordinary levels to deliver quality learning to students all 1/2",274,2020-04-02 20:01:12,Twitter Web App,16,7,GovHolcomb,1.2458034890470564e+18,4919082864.0,4919082864.0,False,,en,April,Q2
23957,"Today, CT begins Phase 2 of our state’s reopening. Although 95% of our economy is now open, it’s important we safely support many of our favorite businesses. I visited @JEdwardsWinery in North Stonington to hear how they’ve fared during the pandemic and plan to open up.",294,2020-06-17 19:33:28,Twitter for iPhone,63,5,govnedlamont,1.2733379874269102e+18,,1.0762939037232332e+18,False,https://t.co/psoEHIVmbE,en,June,Q2
32975,"We’re in the middle of a national emergency as we confront a global pandemic, and the United States military is STILL engaged in building Trump’s useless border walls. Take them off that and put them on the coronavirus crisis for God's sake.",265,2020-03-16 15:21:14,Twitter for iPhone,1066,260,NYCMayor,1.2395724401262346e+18,,19834403.0,False,https://t.co/dMUxZ0ID7M,en,March,Q1
27702,@TollesonESD @quintinboyce @RSDNo66 @FlagstaffUSD1 #ReturnStronger 3/3,70,2020-05-27 00:18:57,Twitter Web App,7,1,dougducey,1.2654373013849948e+18,20217019.0,20217019.0,False,,en,May,Q2
8813,"OKLAHOMA PROUD! 

We salute the healthcare workers, first responders and all of the Oklahomans serving on the frontlines of #COVID19. Thank you @usairforce for honoring these selfless heroes with a flyover today! 🇺🇸✈️

#VanceProud #AirForceSalutes #MobilitysHometown",290,2020-05-01 18:00:17,Twitter for iPhone,181,33,GovStitt,1.2562823076626678e+18,,8.652108776786862e+17,False,https://t.co/aSeMkPbKPg,en,May,Q2
12774,"Finally, we visited the @LVMPD 9-1-1 call center, to thank the men and women working inside. Last year, the call centers reported answering more than 3 million calls.",190,2020-05-25 18:12:07,Twitter for iPhone,217,19,GovSisolak,1.2649825963850383e+18,,1.080586433088258e+18,False,https://t.co/wnHAHfstFy,en,May,Q2
41103,@Mohsen_Seddigh I’ll check with my staff about your email. You will most certainly get a response.,98,2020-02-18 23:52:05,Twitter for iPhone,1,0,joshmatlow,1.2299165276018196e+18,9.631482988771328e+17,15844405.0,False,,en,February,Q1
31390,"Last year I led a historic business development mission to Israel where Florida strengthened our partnership between @SpaceFlorida and the Israel Innovation Authority.
 
A year later, I’m pleased to help announce the 7th round winners of innovation partner funding.",265,2020-06-11 15:12:57,Twitter Web App,898,179,GovRonDeSantis,1.271098101223379e+18,,1058807868.0,False,,en,June,Q2
20128,"While the coronavirus pandemic keeps us physically apart, nothing can keep us from assembling in spirit and in remembrance of the Holocaust. #YomHaShoah",176,2020-04-22 00:29:16,Twitter for iPhone,113,11,GovHolcomb,1.252756319225987e+18,,4919082864.0,False,https://t.co/K7zX6xnEpJ,en,April,Q2
34405,Will be appearing on @MSNBC now. Tune in.,41,2020-04-06 21:21:59,Twitter Web App,4012,390,NYGovCuomo,1.2472733710852792e+18,,232268199.0,False,,en,April,Q2
17533,I want to thank all of the health care providers who are working around the clock to keep Minnesotans safe and healthy and prepare us for the weeks ahead. #StayHomeMN,190,2020-03-26 15:21:17,Twitter Web App,842,140,GovTimWalz,1.2431963294484275e+18,1.0646035409565656e+18,1.0646035409565656e+18,False,https://t.co/KKt3jsOQkw,en,March,Q1
6433,"@realDonaldTrump @WhiteHouse As Governor, I am committed to protecting our people and our state from federal government intrusion. I’m so thankful for President Trump’s leadership on these very necessary reforms.

@realDonaldTrump @WhiteHouse",242,2020-01-09 19:25:01,Twitter Web App,650,226,govkristinoem,1.2153538048430285e+18,235251868.0,235251868.0,False,,en,January,Q1
20398,"In 15 minutes, I'll hold a press conference to provide updates in the fight against #COVID19. Watch live at 2:30 p.m. ET.

Watch live: 
Facebook Live:",197,2020-03-24 18:15:05,Hootsuite Inc.,112,37,GovHolcomb,1.2425152921458033e+18,,4919082864.0,False,https://t.co/l4sYPoZFuK,en,March,Q1
40339,@sarayongg @JohnTory @fordnation I agree with you. Please feel welcome to email me at councillor_matlow@toronto.ca,114,2020-04-29 21:45:34,Twitter for iPad,1,0,joshmatlow,1.255614226082734e+18,75470341.0,15844405.0,False,,en,April,Q2
883,LIVE: Providing an update on coronavirus (COVID-19) in the District. For a stream with captions visit . To learn more visit .,195,2020-03-24 15:08:17,Periscope,89,105,MayorBowser,1.2424682850245878e+18,,976542720.0,False,https://t.co/44CwI7bWqr,en,March,Q1
3733,"Just a few weeks ago, we passed one of the most forward-looking budgets in Virginia's history that included new investments in important priorities like our environment, early childhood education, and free community college for Virginians pursuing careers in high-demand fields.",278,2020-04-21 19:53:09,Twitter Web App,733,81,GovernorVA,1.2526868316630917e+18,,104198706.0,False,,en,April,Q2
43762,,0,2020-01-16 0:51,Twitter for iPhone,91085,23790,realDonaldTrump,1.22e+18,,,False,https://t.co/RcUcLBl9tT,en,January,Q1
25962,"LIVE: Gov. Hutchinson, Sec. Smith To Provide Coronavirus Update to Media in West Memphis (03.17.20)",123,2020-03-17 15:30:02,Twitter Web App,43,21,AsaHutchinson,1.2399370441530655e+18,,269992801.0,False,https://t.co/7rCmpD1So5,en,March,Q1
28227,"Aioli Burger in Phoenix and The Pizza Patio in Flagstaff are donating meals to doctors, nurses and other hospital staff, as they work around the clock to care for others. @aioliburgers @thepizzapatio 4/",202,2020-04-06 14:02:43,Twitter Web App,84,9,dougducey,1.2471628266841702e+18,20217019.0,20217019.0,False,,en,April,Q2
11530,"BREAKING: Our Stay at Home 2.0 Order will expire at 11:59 PM on Monday, June 15. 

We will also remove the cap on scheduled gatherings of 10 or less.",149,2020-06-11 19:21:08,Twitter for iPhone,2161,403,GovChrisSununu,1.271160558948057e+18,,8.162821207672914e+17,False,,en,June,Q2
8768,"Proud of the staff &amp; volunteers working at @okstate and in labs across our state to ramp up #COVID19 testing. 

Your dedication is helping us slow the virus and stay on track to test 90,000 Oklahomans by the end of this month.
#OklaProud",265,2020-05-12 21:01:31,Twitter Web App,37,7,GovStitt,1.260314184363004e+18,,8.652108776786862e+17,False,https://t.co/Tr3dEjTc6R,en,May,Q2
28803,Arizona and Mexico continue to strengthen ties. It was an honor to meet with Mexico’s Undersecretary for North America and USMCA lead negotiator @JesusSeade and Consul General of Mexico in Phoenix @jorgem_yescas to discuss growing trade and the recently ratified #USMCA.,294,2020-02-20 23:32:19,Twitter for iPhone,88,28,dougducey,1.230636328699564e+18,,20217019.0,False,https://t.co/p8D8kUMhqk,en,February,Q1
26464,"As we go about our daily routines, please remember to take precautions to #StoptheSpread of #COVID19 &amp; stay informed.  #TogetherAL #SaferAtHome",170,2020-06-03 16:29:00,TweetDeck,27,11,GovernorKayIvey,1.2682181344120914e+18,,19668491.0,False,https://t.co/iRG8xaGXeD,en,June,Q2
31138,"My friend @MarkRuffalo is right. Fracking poisons our water and causes climate change.

I am proud to introduce the first nationwide fracking ban with @AOC, @SenJeffMerkley and @RepDarrenSoto.

Our job: End the greed of the fracking industry and rapidly move to renewable energy.",303,2020-02-12 22:08:31,Twitter Media Studio,21705,4639,SenSanders,1.2277161356820193e+18,,29442313.0,False,https://t.co/e6kxK1r2qn,en,February,Q1
36660,"Full details here. Please note that these will be in place from Saturday, May 23 at 6 am to Sunday, May 24 at 11 pm.",140,2020-05-20 18:56:23,Twitter Web App,13,0,joe_cressy,1.263181794645627e+18,416025003.0,416025003.0,False,https://t.co/4hWyrcr7zl,en,May,Q2
5148,Temporarily waiving certain testing requirements for Advance Practice Registered Nurses to ensure our frontline health care workers are able to serve Texans throughout the #COVID19 response.,240,2020-04-22 20:04:46,Twitter for iPhone,223,83,govabbott,1.2530521465531023e+18,,19291441.0,False,https://t.co/Ch1eI3PjTm,en,April,Q2
33697,"I will issue an Executive Order that mandates that local police depts develop reform plans with community input in order to be eligible for state funding.

They must adopt plans by April 1 or they won't get state funding.

We must restore trust.",245,2020-06-12 16:29:58,Twitter Web App,25445,3591,NYGovCuomo,1.2714798702839726e+18,,232268199.0,False,,en,June,Q2
20534,"Those who run senior centers and congregate meal services should consider suspending congregate meals services and arrange for home delivery.

Encourage businesses to utilize telework policies, if available. 6/8",211,2020-03-12 20:27:02,Twitter Web App,24,10,GovHolcomb,1.2381998470455214e+18,4919082864.0,4919082864.0,False,,en,March,Q1
1297,"Know your #BlackHistoryDC: Carter G. Woodson created Negro History Week as a way to encourage African Americans to be more interested in their history. Woodson then founded the Association for the Study of African American History on Ninth St NW, which was also his home.",295,2020-02-12 02:00:53,Twitter for Advertisers,30,12,MayorBowser,1.227412224769233e+18,,976542720.0,False,https://t.co/qFMqGLSIzx,en,February,Q1
18938,"Our state employees work every day building our roads and bridges, make sure our children have the support and protection they need, and helped craft this very budget.
 
This proposal provides state employees a much-deserved raise.",231,2020-01-29 00:42:54,Twitter Web App,44,13,GovAndyBeshear,1.2223191705425592e+18,1.1925498228652974e+18,1.1925498228652974e+18,False,,en,January,Q1
30212,"As the #COVID19 outbreak continues, donations are needed to maintain sufficient blood supply. 

Blood centers are taking necessary precautions to ensure your safety. 

If you are healthy, consider donating blood to ensure availability for those in need.",279,2020-04-09 16:02:27,TweetDeck,386,101,LindseyGrahamSC,1.2482801193089556e+18,,432895323.0,False,https://t.co/q7xjmZmrxv,en,April,Q2
27541,"ENHANCED GUIDANCE:

We need businesses to continue to protect customers and employees. Enhanced guidance from @AZDHS will require physically distancing, face covers whenever possible, symptom checks for employees and increased cleaning and disinfecting. 7/",256,2020-06-17 22:44:57,Twitter Web App,77,12,dougducey,1.273386176703914e+18,20217019.0,20217019.0,False,,en,June,Q2
18586,Governor said he would take further action to crack down if necessary to fight #COVID19,135,2020-04-06 00:28:51,Twitter Web App,505,96,GovAndyBeshear,1.2469580077135176e+18,,1.1925498228652974e+18,False,https://t.co/8w8dbJ59KO,en,April,Q2
19036,"Thank you to the the @SpiritAero workers, who in partnership w/ @vyaire_medical, have worked tirelessly to produce ventilators for COVID-19 patients.",173,2020-06-18 20:32:57,Twitter Web App,105,18,GovLauraKelly,1.273715344172032e+18,,1.0400588939075132e+18,False,https://t.co/uTeQJ59bpQ,en,June,Q2
42463,Great book. Get it and support Charlie!,39,2020-04-18 3:38,Twitter for iPhone,46633,10985,realDonaldTrump,1.25e+18,,,False,https://t.co/fG7YXOCk9R,en,April,Q2
16962,I’ll be going live on Facebook at 10:00 AM to talk about our plans for schools in response to the COVID-19 outbreak.,116,2020-03-19 12:24:55,Twitter for iPhone,132,69,tatereeves,1.2406152311701957e+18,,259341329.0,False,,en,March,Q1
4737,We are diligently following the Utah Leads Together plan. It is directed by medical science and data. It contains a color code —,152,2020-04-28 19:47:28,Twitter Web App,26,5,GovHerbert,1.255222117592957e+18,,60688326.0,False,https://t.co/nkwchndWmg,en,April,Q2
44461,“The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!,118,2020-05-01 0:54,Twitter for iPhone,155765,37939,realDonaldTrump,1.26e+18,,,False,,en,May,Q2
29873,Trump’s “imminent threat” is the new “WMD”: there’s no evidence given for either.,81,2020-01-10 22:39:50,Twitter for iPhone,103984,17013,aoc,1.2157652184097546e+18,,138203134.0,False,,en,January,Q1
