Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,isRT,tco,Language,Month
"We’re working with the provinces and territories to ramp up capacity and expand testing by procuring things like reagents and swabs. Because by taking these steps across the country, we’ll be able to identify and isolate new cases even faster.",243,2020-05-22 21:59:42,Twitter for iPhone,438,56,JustinTrudeau,1263952705913081856,False,,en,May
"In order for our economy to reopen, we need to be able to quickly detect and control any future outbreaks through testing, contact tracing, and data collection. That’s why our government is ready to support, facilitate, and fund this important work across the country.",268,2020-05-22 21:59:42,Twitter for iPhone,5673,772,JustinTrudeau,1263952704507961344,False,,en,May
"COVID-19 remains a serious public health threat, but we’re working with the provinces and territories to keep you safe. Watch live for an update on testing, contact tracing, and more:",207,2020-05-22 14:34:16,Twitter Web App,676,133,JustinTrudeau,1263840607652458498,False,https://t.co/JrPpNAKdnE,en,May
"The news from Pakistan this morning is devastating. To the families and friends of those who lost their lives in the crash of PK 8303, and to everyone affected by this terrible tragedy, our hearts go out to you. Canadians are keeping you in our thoughts today.",260,2020-05-22 14:21:53,Twitter Web App,39360,6909,JustinTrudeau,1263837491183980544,False,,en,May
"To keep you safe and get you the support you need, we’re working closely with the provinces and territories. And on our tenth weekly call with @cafreeland and the premiers, we spoke about testing, contact tracing, and what more we can do together as Team Canada.",262,2020-05-22 01:57:48,Twitter for iPhone,3146,432,JustinTrudeau,1263650234686717953,False,,en,May
"Happy Vyshyvanka Day! Today, we proudly show our support for Ukrainian culture, tradition, and history. And every day, we stand with Ukrainian Canadians who make our communities more vibrant and our country stronger. #VyshyvankaCanada2020",262,2020-05-21 21:19:34,Twitter for iPhone,1039,182,JustinTrudeau,1263580216921915393,False,https://t.co/fcVlJisHsT,en,May
"President Nyusi and I spoke on the phone about the COVID-19 pandemic. We shared the steps we’re taking to keep people safe in our two countries and how, together, we can build a fairer and more inclusive world for all. More on our conversation:",268,2020-05-21 19:20:23,Twitter for iPhone,589,85,JustinTrudeau,1263550222698975233,False,https://t.co/uXMIQwBoh6,en,May
"COVID-19 is having unique impacts on Indigenous peoples across the country, including those living in urban centres or off reserve. So today, we’re increasing funding for Indigenous organizations that are providing the services and support they need.",274,2020-05-21 16:08:55,Twitter Web App,922,191,JustinTrudeau,1263502038052286468,False,https://t.co/dJkAQLwdoR,en,May
I’m giving an update on our government’s response to the COVID-19 pandemic. Tune in now for more on how we’re helping Indigenous peoples and organizations across the country:,198,2020-05-21 15:16:03,Twitter for iPhone,582,102,JustinTrudeau,1263488735762669568,False,https://t.co/anrpxFK3yP,en,May
"Had a different kind of caucus meeting this evening - but it doesn’t matter whether we meet in person or by videoconference, our top priority will always be keeping you safe and getting you the support you need. That’s what we’re focused on every single day.",258,2020-05-21 00:15:58,Twitter for iPhone,6074,596,JustinTrudeau,1263262220198297602,False,,en,May
"I had a good chat with Prime Minister @MiaAmorMottley this morning. We talked about COVID-19 and the need for international cooperation, as well as the challenges small island states are facing and what more we can do together. Thanks for the call, Mia.",277,2020-05-20 20:00:29,Twitter for iPhone,440,77,JustinTrudeau,1263197927859765249,False,https://t.co/8j34OKblJ9,en,May
"If you’re a landlord, and you and your tenant are eligible, you can apply for this benefit starting Monday, May 25th. For more details on the support we’re offering, and to find out what information you’ll need for your application, click here:",268,2020-05-20 18:31:07,Twitter for iPhone,368,93,JustinTrudeau,1263175436642799621,False,https://t.co/sdG8lQbb5x,en,May
"To help small businesses who’ve been hit hard by COVID-19, we created the Canada Emergency Commercial Rent Assistance. Together with the provinces and territories, we’ll provide forgivable loans to landlords so they can reduce rent for small business tenants by 75%.",266,2020-05-20 18:31:07,Twitter for iPhone,1987,374,JustinTrudeau,1263175435212505090,False,,en,May
I’m giving an update on the steps we’re taking to keep more businesses open and more Canadians working. Tune in now for more on what we’re doing to help business owners and workers across the country:,224,2020-05-20 15:02:25,Twitter for iPhone,647,123,JustinTrudeau,1263122917849792514,False,https://t.co/TglP8z0Fzo,en,May
We’re also working to make sure as much of this equipment as possible can be produced right here in Canada. We now have 15 contracts across the country to make hospital gowns - and Montreal’s @Samuelsohn1923 will start making deliveries by the end of the month.,261,2020-05-19 22:35:19,Twitter for iPhone,1664,189,JustinTrudeau,1262874503270596608,False,,en,May
"Update on personal protective equipment: We’ve doubled our inventory of surgical masks and face shields. And hundreds of thousands of hospital gowns, glasses, face shields, and swabs will be delivered to provinces and territories in the coming weeks.",250,2020-05-19 22:35:19,Twitter for iPhone,5522,671,JustinTrudeau,1262874502058463233,False,,en,May
"I spoke on the phone with the Alternate Prime Minister of Israel, @GantzBe, today and congratulated him on the formation of the country’s new government. We also talked about the work our two countries can continue to do together. Get the details here:",276,2020-05-19 20:24:01,Twitter for iPhone,371,49,JustinTrudeau,1262841462720475138,False,https://t.co/lD9eaR4XXp,en,May
"This morning, I spoke with President @KagutaMuseveni of Uganda. We talked about COVID-19 and its economic impacts, as well as the importance of working together to help our economies bounce back while also keeping people safe. More on our call here:",273,2020-05-19 18:37:56,Twitter for iPhone,1521,434,JustinTrudeau,1262814764885049347,False,https://t.co/U3FUJxZXQr,en,May
"That means you’ll be able to apply for interest-free loans of up to $40,000 - and we’ll have more details soon on when you can apply. But know that we’ve heard you, and we’re going to be there for you. For more details on today’s announcement, click here:",279,2020-05-19 16:28:47,Twitter for iPhone,376,82,JustinTrudeau,1262782264070504449,False,https://t.co/UpLttGw0fA,en,May
"We’re expanding the eligibility of the Canada Emergency Business Account. If you are the sole proprietor of a business, if your business relies on contractors, or if you have a family-owned business and you pay employees though dividends, you will now qualify.",260,2020-05-19 16:28:47,Twitter for iPhone,503,100,JustinTrudeau,1262782262531235842,False,,en,May
"We launched the Canada Emergency Business Account to make sure business owners have what they need to cover operating expenses and pay employees. And today, we’re taking another step forward to help even more business owners pull through and protect even more jobs.",265,2020-05-19 16:28:46,Twitter for iPhone,1868,331,JustinTrudeau,1262782260308332544,False,,en,May
"Whether you’re worried about covering your monthly expenses or paying your employees, we’ve got your back. Watch live for an update on how we’re helping business owners across the country get through this difficult time:",244,2020-05-19 15:02:46,Twitter for iPhone,633,120,JustinTrudeau,1262760616625713155,False,https://t.co/iFKZj4KqRb,en,May
"@patterballs I think we’re all wondering the same thing, Scarlett! And I’m hoping @KirstyDuncanMP has an answer for us all - and news that it’ll stay nice and warm for a little bit! #CanadaHomeworkHelp",201,2020-05-18 23:36:21,Twitter for iPhone,121,9,JustinTrudeau,1262527477332742147,False,,en,May
"@allthewayshella Thanks for the question, Shella. I think it’s great your kids are in French immersion, and I’d bet our Official Languages Minister has some tips to help make sure they’re practicing their French while at home. @MelanieJoly, do you have any suggestions? #CanadaHomeworkHelp",289,2020-05-18 23:24:39,Twitter for iPhone,37,8,JustinTrudeau,1262524532100861953,False,,en,May
"@rodrickcastillo That can be tricky, but I know someone who might be able to help out. Our Minister of Innovation, Science and Industry, @NavdeepSBains, used to teach at business school. Nav, can you help Francis with this? #CanadaHomeworkHelp",243,2020-05-18 23:14:33,Twitter for iPhone,47,9,JustinTrudeau,1262521987525677057,False,,en,May
"I spoke on the phone with Queen Elizabeth II today. We talked about the state of the world, COVID-19, and more. I also thanked her for the hopeful messages she has sent during these difficult times, and I wished her the very best this Victoria Day.",296,2020-05-18 21:58:56,Twitter for iPhone,22223,1815,JustinTrudeau,1262502961068085251,False,https://t.co/lLM86KhhkM,en,May
"Prime Minister @Netanyahu and I spoke today, and I congratulated him on the formation of the new Israeli government. We also spoke about COVID-19, the need for continued international coordination, how our two countries can keep working together, and more.",280,2020-05-18 18:28:10,Twitter for iPhone,593,93,JustinTrudeau,1262449918955991041,False,https://t.co/N1Uo3u8kIc,en,May
"On the 11th anniversary of the end of the armed conflict in Sri Lanka, we reflect on the lives lost, and remember all those who were injured, went missing, or were displaced from their homes and communities:",231,2020-05-18 13:54:56,Twitter for iPhone,1106,293,JustinTrudeau,1262381156995084296,False,https://t.co/zx3O4ERMvr,en,May
"Congratulations, Prime Minister @Netanyahu and Alternate Prime Minister @GantzBe, on the formation of Israel’s new government. Our two countries are close partners and I look forward to working with you both on that partnership.",252,2020-05-18 13:07:54,Twitter for iPhone,702,125,JustinTrudeau,1262369322825060352,False,https://t.co/QtQJnI9Qov,en,May
Please read my full statement on today’s tragic aircraft crash:,87,2020-05-18 03:07:42,Twitter Web App,1159,223,JustinTrudeau,1262218275775295488,False,https://t.co/mYQDc9fxFw,en,May
"Tonight, I join all Canadians in mourning the loss of a member of the @CFSnowbirds #OpInspiration team, Captain Jennifer Casey. I’m sending my deepest condolences to her loved ones, and wishing Captain Richard MacDougall a full recovery.",237,2020-05-18 03:07:42,Twitter Web App,8629,1098,JustinTrudeau,1262218274667986944,False,,en,May
I would also like to thank the emergency personnel in Kamloops who responded so quickly to this tragic incident.,112,2020-05-17 23:13:59,Twitter Web App,2222,188,JustinTrudeau,1262159458375012356,False,,en,May
"I have been in touch with @HarjitSajjan about the @CFSnowbirds crash in Kamloops, BC. My thoughts are with the brave members of the @RCAF_ARC. The CAF will provide an update as soon as possible.",194,2020-05-17 23:13:58,Twitter Web App,3825,475,JustinTrudeau,1262159456705658882,False,,en,May
We’ve lost a great Canadian actress. Monique Mercure has had a profound impact on generations of Canadians. She helped promote Quebec cinema beyond our borders and her legacy will live on through her work. My thoughts are with her loved ones today.,248,2020-05-17 17:18:23,Twitter Web App,2285,254,JustinTrudeau,1262069970504212481,False,,en,May
"No matter who you love or how you identify, you should be able to be yourself without fear. So today on #IDAHOTB, and every day, let us keep working together to make that possible. Because even during these uncertain times, we are all in this together.",300,2020-05-17 13:16:26,Twitter for iPhone,8078,1821,JustinTrudeau,1262009080853471233,False,https://t.co/52KaJEVJiE,en,May
"Across the country, @RedCrossCanada is stepping up and playing an important role in our response to COVID-19. And today, to make sure they can continue serving Canadians as the situation evolves and new needs emerge, we’re giving them more support.",272,2020-05-16 17:55:13,Twitter for iPhone,750,150,JustinTrudeau,1261716852230758400,False,https://t.co/GGaIzG47N8,en,May
"You should be able to focus on what matters most right now: raising your kids and keeping your family healthy. And by increasing your monthly CCB payments, we’re making sure that’s exactly what you can do. To learn more about this increase, click here:",276,2020-05-16 15:44:05,Twitter for iPhone,797,152,JustinTrudeau,1261683848691187720,False,https://t.co/tVWe9m4dLU,en,May
"To all the moms and dads out there: This means that your monthly CCB payments will go up this July to help you pay for things like food, clothes, and activities you and your family can do together at home. And next week, you’ll get an extra one-time payment of $300 per child.",276,2020-05-16 15:44:04,Twitter for iPhone,1325,203,JustinTrudeau,1261683846938050563,False,,en,May
"The Canada Child Benefit is helping parents make ends meet, lifting kids out of poverty, and building a better future for our young people. And during this uncertain time, families across the country are counting on this benefit more than ever. So we’re going to increase it.",275,2020-05-16 15:44:04,Twitter for iPhone,3422,529,JustinTrudeau,1261683845243514880,False,,en,May
"I’m announcing more support for you, your family, and @RedCrossCanada so we can get through this difficult time together. Watch my update for more info:",176,2020-05-16 15:16:33,Twitter for iPhone,595,111,JustinTrudeau,1261676923010367493,False,https://t.co/4uldIPxSVs,en,May
"If you’re heading out for groceries this weekend, buy Canadian. Not only will it taste great, but it’ll help all those who are making sure there’s food in our stores and on our plates. And to them - our fishers, our farmers, and everyone else who’s involved - we say thank you.",277,2020-05-16 13:02:57,Twitter for iPhone,32950,5395,JustinTrudeau,1261643299926036481,False,,en,May
"I spoke on the phone with @BorisJohnson again today. We talked about our responses to COVID-19, our careful and gradual approaches to reopening our economies, and the need for coordinated global action to beat this virus. Read a summary of our call here:",278,2020-05-15 21:00:54,Twitter for iPhone,979,186,JustinTrudeau,1261401191503847425,False,https://t.co/yqy05ESjOC,en,May
"If you’re a student or recent graduate who can’t find a job this summer, you can now apply for the Canada Emergency Student Benefit. You’ll get $1,250 a month from May to August - or $2,000 a month if you’re caring for someone or have a disability. Apply:",303,2020-05-15 19:34:07,Twitter for iPhone,1760,477,JustinTrudeau,1261379350429122560,False,https://t.co/pmPscnmaYp,en,May
"To make sure even more business owners get the help they need, and even more workers can keep - or come back to - their jobs, we’re extending the Canada Emergency Wage Subsidy by another three months to the end of August. Click here for all the details:",277,2020-05-15 17:37:25,Twitter for iPhone,1491,267,JustinTrudeau,1261349982893981698,False,https://t.co/JEetBaOu76,en,May
"We’re also going to make sure that universities and health research institutions have what they need to maintain essential research-related activities during the crisis, and that they can ramp back up when it’s safe to do so. Get the details here:",271,2020-05-15 16:32:09,Twitter for iPhone,529,97,JustinTrudeau,1261333559303905280,False,https://t.co/k83xVhvCCT,en,May
"For universities and affiliated research institutions that closed their labs because of this pandemic, we’ll provide temporary support on wages to help keep those who had to put their work on hold.",197,2020-05-15 16:32:09,Twitter for iPhone,580,70,JustinTrudeau,1261333557957603328,False,,en,May
"From cancer treatments that save lives to clean technologies that protect our environment, thousands of researchers are driving discoveries and making innovations that keep us healthy and support our economy. But they’ve been impacted by COVID-19 too, and we’re here to help.",275,2020-05-15 16:32:08,Twitter for iPhone,1698,222,JustinTrudeau,1261333554258157570,False,,en,May
"We’re fortunate to have some of the brightest researchers right here in Canada. Today, we’re announcing new supports for them so they can keep doing their critical work. Tune in now for the details:",222,2020-05-15 15:16:51,Twitter for iPhone,1134,215,JustinTrudeau,1261314609224585216,False,https://t.co/9iYFXR1uVl,en,May
"@GusRitz That’s a great question, Emma, and I can’t think of a better person to answer it than a former astronaut! @MarcGarneau, can you tell us what a sun looks like when it explodes? #CanadaHomeworkHelp",204,2020-05-15 13:13:30,Twitter for iPhone,78,11,JustinTrudeau,1261283564966076416,False,,en,May
"@amberShasan That’s an excellent question, Amber! As a government, we’ve been relying on the advice of our Chief Public Health Officer, Dr. Tam. So, I think we should ask her. @CPHO_Canada, what do you think? #CanadaHomeworkHelp",228,2020-05-15 13:00:54,Twitter for iPhone,174,13,JustinTrudeau,1261280397087903744,False,,en,May
"Every week, @cafreeland and I speak with the premiers about what we’re doing to keep you safe. Today’s call focused on the importance of working together on testing &amp; contact tracing as it relates to reopening our economy, as well as current restrictions at the Canada-US border.",283,2020-05-15 03:16:46,Twitter for iPhone,2948,448,JustinTrudeau,1261133393728847875,False,,en,May
"Thanks for the invitation, and for taking the time to talk about the work nurses are doing and what more we can do to help out. And of course, on behalf of all Canadians, thank you for everything you’re all doing right now.",247,2020-05-15 02:53:10,Twitter for iPhone,1749,240,JustinTrudeau,1261127453071814663,False,https://t.co/xTzp5T5Yen,en,May
"For our economic recovery from COVID-19 to be sustainable, countries around the world must take strong action together. This morning, I spoke about this with the IMF’s Managing Director, @KGeorgieva. More on our conversation here:",254,2020-05-14 20:28:22,Twitter for iPhone,523,115,JustinTrudeau,1261030615421419526,False,https://t.co/kIJRhMPbDy,en,May
"Whether you’re a fisher, a farmer, or a food processor - we know you’re facing challenging times and making difficult decisions. But we’ve got your back. For more on what today’s announcement means for you, click here:",242,2020-05-14 18:46:18,Twitter for iPhone,406,71,JustinTrudeau,1261004932838293504,False,https://t.co/BOOQwYa8Qt,en,May
"In addition to the measures we’ve introduced over the past few weeks, we’re also launching a $100-million Agriculture and Food Business Solutions Fund through Farm Credit Canada. This is another option to help agri-food and aquaculture companies who are facing financial strain.",278,2020-05-14 18:46:18,Twitter for iPhone,480,74,JustinTrudeau,1261004931483435009,False,,en,May
"We’re also introducing non-repayable grants of up to $10,000 if you have your own fish harvesting business and don’t qualify for CEBA or similar measures. And if you’re a worker worried about next year, we’re changing EI rules so you can apply based on previous seasons’ earnings.",280,2020-05-14 18:46:18,Twitter for iPhone,226,39,JustinTrudeau,1261004930313306112,False,,en,May
"If you’re a fish harvester who’s been hit hard by COVID-19, but you don’t qualify for the wage subsidy, we’re creating the Fish Harvesters Benefit for you. If you’re expecting a 25% drop in income this season, you’ll get help to cover 75% of your losses - up to just over $10,000.",280,2020-05-14 18:46:18,Twitter for iPhone,324,57,JustinTrudeau,1261004929059209222,False,,en,May
