Source,Tweets,Date,RTs,Favourites,isRT,id_str,tco,Language,Month,Quarter
Twitter for iPhone,But I love Diamond &amp; Silk and so do millions of people!,2020-04-28 13:57,24769,110265,FALSE,1.26E+18,https://t.co/RBX9bmFIwH,en,April,Q2
Twitter for iPhone,Texas to open businesses in phases beginning Friday. Great job being done by @GregAbbott_TX,2020-04-28 13:42,26155,147285,FALSE,1.26E+18,,en,April,Q2
Twitter for iPhone,Many States moving to SAFELY &amp; QUICKLY reopen!,2020-04-28 13:38,32855,213179,FALSE,1.26E+18,,en,April,Q2
Twitter for iPhone,We are doing far more and better Testing than any other country in the world and yet the media does nothing but complain. No matter how good a job is done the same as with the Ventilators they will never say we are doing a great job they will only viciously gripe!,2020-04-28 12:06,38336,217969,FALSE,1.26E+18,,en,April,Q2
Twitter for iPhone,Because Shifty is a crooked politician!,2020-04-28 2:54,29732,114035,FALSE,1.25E+18,https://t.co/bYkaJmy4Yj,en,April,Q2
Twitter for iPhone,,2020-04-27 22:59,18014,80979,FALSE,1.25E+18,https://t.co/12Lv2yr07h,en,April,Q2
Twitter for iPhone,I will be having a White House Press Conference today at 5:30 P.M. Thank you!,2020-04-27 20:58,16144,126906,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Why should the people and taxpayers of America be bailing out poorly run states (like Illinois as example) and cities in all cases Democrat run and managed when most of the other states are not looking for bailout help? I am open to discussing anything but just asking?,2020-04-27 14:41,46815,216450,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,FAKE NEWS THE ENEMY OF THE PEOPLE!,2020-04-27 13:48,80443,395135,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,There has never been in the history of our Country a more vicious or hostile Lamestream Media than there is right now even in the midst of a National Emergency the Invisible Enemy!,2020-04-27 13:41,47492,216088,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Blame the Democrats for any “lateness” in your Enhanced Unemployment Insurance. I wanted the money to be paid directly they insisted it be paid by states for distribution. I told them this would happen especially with many states which have old computers.,2020-04-27 12:20,43593,176280,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,So true!,2020-04-27 1:42,27199,136021,FALSE,1.25E+18,https://t.co/fyJgDBuKzM,en,April,Q2
Twitter for iPhone,American citizens! We were long ahead of Dems who were all against the BAN.,2020-04-27 1:06,16234,61899,FALSE,1.25E+18,https://t.co/SQOLi46tEf,en,April,Q2
Twitter for iPhone,Great!,2020-04-27 0:59,11937,54471,FALSE,1.25E+18,https://t.co/YxWd5QJpga,en,April,Q2
Twitter for iPhone,They are one of the worst in the “news” business. Total slime balls!,2020-04-27 0:22,14328,56887,FALSE,1.25E+18,https://t.co/puXf1ldMTS,en,April,Q2
Twitter for iPhone,They asked me to be at West Point on June 13th. &amp; I will be there!,2020-04-27 0:19,13486,57825,FALSE,1.25E+18,https://t.co/NFHItMBbKy,en,April,Q2
Twitter for iPhone,Laura just another Fake News Report!,2020-04-27 0:14,10075,44282,FALSE,1.25E+18,https://t.co/Kya7NViNRB,en,April,Q2
Twitter for iPhone,Does anybody get the meaning of what a so-called Noble (not Nobel) Prize is especially as it pertains to Reporters and Journalists? Noble is defined as “having or showing fine personal qualities or high moral principles and ideals.” Does sarcasm ever work?,2020-04-26 22:54,32658,176226,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Reports that H.H.S. Secretary @AlexAzar is going to be “fired” by me are Fake News. The Lamestream Media knows this but they are desperate to create the perception of chaos &amp; havoc in the minds of the public. They never even called to ask. Alex is doing an excellent job!,2020-04-26 21:53,23239,92249,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,....fraud @donnabrazile (and others who are even worse). Chris Wallace is nastier to Republicans than even Deface the Nation or Sleepy Eyes. The people who are watching @FoxNews in record numbers (thank you President Trump) are angry. They want an alternative now. So do I!,2020-04-26 21:21,17502,70084,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,.@FoxNews just doesn’t get what’s happening! They are being fed Democrat talking points and they play them without hesitation or research. They forgot that Fake News @CNN &amp; MSDNC wouldn’t let @FoxNews participate even a little bit in the poor ratings Democrat Debates.....,2020-04-26 21:21,24147,97492,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,....Even the Radical Left Do Nothing Democrats laughed at the Fox suggestion. No respect for the people running @FoxNews. But Fox keeps on plugging to try and become politically correct. They put RINO Paul Ryan on their Board. They hire “debate questions to Crooked Hillary”....,2020-04-26 21:21,13726,56116,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,When will all of the “reporters” who have received Noble Prizes for their work on Russia Russia Russia only to have been proven totally wrong (and in fact it was the other side who committed the crimes) be turning back their cherished “Nobles” so that they can be given....,2020-04-26 18:37,18708,72148,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,....to the REAL REPORTERS &amp; JOURNALISTS who got it right. I can give the Committee a very comprehensive list. When will the Noble Committee DEMAND the Prizes back especially since they were gotten under fraud? The reporters and Lamestream Media knew the truth all along....,2020-04-26 18:37,11143,46238,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,....Lawsuits should be brought against all including the Fake News Organizations to rectify this terrible injustice. For all of the great lawyers out there do we have any takers? When will the Noble Committee Act? Better be fast!,2020-04-26 18:37,12529,49443,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,I work from early in the morning until late at night haven’t left the White House in many months (except to launch Hospital Ship Comfort) in order to take care of Trade Deals Military Rebuilding etc. and then I read a phony story in the failing @nytimes about my work....,2020-04-26 18:28,30230,151639,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,....schedule and eating habits written by a third rate reporter who knows nothing about me. I will often be in the Oval Office late into the night &amp; read &amp; see that I am angrily eating a hamburger &amp; Diet Coke in my bedroom. People with me are always stunned. Anything to demean!,2020-04-26 18:28,19477,98079,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,The people that know me and know the history of our Country say that I am  the hardest working President in history. I don’t know about that but I am a hard worker and have probably gotten more done in the first 3 1/2 years than any President in history. The Fake News hates it!,2020-04-26 18:21,51585,288083,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,I work from early in the morning until late at night haven’t left the White House in many months (except to launch Hospital Ship Comfort) in order to take care of Trade Deals Military Rebuilding etc. and then I read a phony story in the failing @nytimes about my work.....,2020-04-26 18:17,3611,14772,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,....schedule and eating habits written by a third rate reporter who knows nothing about me. I will often be in the Oval Office late into the night &amp; read &amp; see that I am angrily eating a hamberger &amp; Diet Coke in my bedroom. People with me are always stunned. Anything to demean!,2020-04-26 18:17,2686,11701,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,.@CardinalDolan  Thank you for a great call yesterday with Catholic Leaders and a great Service today from @StPatsNYC!,2020-04-26 17:42,9615,54664,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,.@CardinalDolan  Thank you for a great call yesterday with Catholic Leaders and a great Service today from @stpatrickscath!,2020-04-26 16:11,4727,25892,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Happy Birthday to Melania our great First Lady!,2020-04-26 16:06,65227,576937,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Had a great call with Catholic Leaders and Educators earlier today. I will be online tomorrow at 10:15 A.M. (Eastern) for Sunday Mass celebrated by @CardinalDolan at St. Patrick’s Cathedral (@StPatsNYC) in New York City. Join me:,2020-04-26 1:06,17318,82200,FALSE,1.25E+18,https://t.co/pTZMmBF9hb,en,April,Q2
Twitter for iPhone,I never said the pandemic was a Hoax! Who would say such a thing? I said that the Do Nothing Democrats together with their Mainstream Media partners are the Hoax. They have been called out &amp; embarrassed on this even admitting they were wrong but continue to spread the lie!,2020-04-25 22:23,58178,280362,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Remember the Cure can’t be worse than the problem itself. Be careful be safe use common sense!,2020-04-25 22:17,60018,332256,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,What is the purpose of having White House News Conferences when the Lamestream Media asks nothing but hostile questions &amp; then refuses to report the truth or facts accurately. They get record ratings &amp; the American people get nothing but Fake News. Not worth the time &amp; effort!,2020-04-25 22:01,53251,243458,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Was just informed that the Fake News from the Thursday White House Press Conference had me speaking &amp; asking questions of Dr. Deborah Birx. Wrong I was speaking to our Laboratory expert not Deborah about sunlight etc. &amp; the CoronaVirus. The Lamestream Media is corrupt &amp; sick!,2020-04-25 20:30,42177,193205,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,If the Wall Street Journal “Editorial” writers had called as they should have they would have easily found that I was “NOT happy with the Georgia Governor on Tuesday night.” You said the opposite and got it wrong as you often do!,2020-04-25 15:59,23334,111834,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,The Do Nothing Democrats are spending much of their money on Fake Ads. I never said that the CoronaVirus is a “Hoax” I said that the Democrats and the way they lied about it are a Hoax. Also it did start with “one person from China” and then grew &amp; will be a “Miracle” end!,2020-04-25 15:06,33968,143077,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,We have now Tested more than 5 Million People. That is more than any other country in the World and even more than  all major countries combined!,2020-04-25 14:57,28803,166685,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,It is a wonderful feeling to know that our States are loaded up with Ventilators many brand new and high quality just off of our production lines and that we are now in a position to help other countries that so desperately need them. Every person needing a Ventilator got one!,2020-04-25 14:51,23423,125768,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Just spoke to Prime Minister Abiy Ahmed Ali of Ethiopia. His Country needs Ventilators and the U.S. is in good position to help him. We will!,2020-04-25 14:10,27467,183219,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Many testing sites are and have been open &amp; available. Just passed 5 Million Tests far more than any other country in the world. In fact more than all other major countries combined! Don’t believe the Fake News!,2020-04-25 12:59,11337,42170,FALSE,1.25E+18,https://t.co/uTSMAvj7R3,en,April,Q2
Twitter for iPhone,Thank you to the people of Colorado for the warm and gracious notes and letters sent to me for all of the Ventilators we got for you. It was my great honor! @SenCoryGardner,2020-04-25 12:45,17984,112258,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,.@TripleH is a total winner!,2020-04-25 12:20,20663,105183,FALSE,1.25E+18,https://t.co/KsTHMEKeqx,en,April,Q2
Twitter for iPhone,Thank you to William Perry Pendley of the Bureau of Land Management. Great job on @TuckerCarlson describing some of the most beautiful land in the world! @FoxNews,2020-04-25 12:14,11215,57681,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,I will be having a White House Press Conference today at 5:30 P.M. Thank you!,2020-04-24 20:51,13783,107358,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,,2020-04-24 20:13,9256,47551,FALSE,1.25E+18,https://t.co/x8Yguxf4Ks,en,April,Q2
Twitter for iPhone,I will never let our Post Office fail. It has been mismanaged for years especially since the advent of the internet and modern-day technology. The people that work there are great and we’re going to keep them happy healthy and well!,2020-04-24 19:08,31358,179383,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Great conversation with President Lenin Moreno of the Republic of Ecuador. We will be sending them desperately needed Ventilators of which we have recently manufactured many and helping them in other ways. They are fighting hard against CoronaVirus!,2020-04-24 14:59,17025,81935,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Just spoke to President Juan Orlando Hernandez of the Republic of Honduras. We work closely together on the Southern Border. Will be helping him with his request for Ventilators and Testing.,2020-04-24 14:59,14441,75587,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Great conversation with President Lenin Moreno of the Republic of Equador. We will be sending them desperately needed Ventilators of which we have recently manufactured many and helping them in other ways. They are fighting hard against CoronaVirus!,2020-04-24 14:56,170,743,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Great News! Randall Stephenson the CEO of heavily indebted AT&amp;T which owns and presides over Fake News @CNN is leaving or was forced out. Anyone who lets a garbage “network” do and say the things that CNN does should leave ASAP. Hopefully replacement will be much better!,2020-04-24 14:49,34693,133131,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,I (or @VP) never gave Governor Brian Kemp an OK on those few businesses outside of the Guidelines. FAKE NEWS! Spas beauty salons tattoo parlors &amp; barber shops should take a little slower path but I told the Governor to do what is right for the great people of Georgia (&amp; USA)!,2020-04-24 14:40,17211,79538,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Just spoke to President Nayib Bukele of El Salvador. Will be helping them with Ventilators which are desperately needed. They have worked well with us on immigration at the Southern Border!,2020-04-24 14:20,17952,97913,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Just spoke to my friend President Joko Widodo of the Republic of Indonesia. Asking for Ventilators which we will provide. Great cooperation between us!,2020-04-24 14:12,25376,131518,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Great conversation with President Lenin Moreno of the Republic if Equador. We will be sending them desperately needed Ventilators of which we have recently manufactured many and helping them in other ways. They are fighting hard against CoronaVirus!,2020-04-24 13:59,5271,23878,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Our Country wants to move safely forward. There is a tremendous pent up demand. We will open big!,2020-04-24 13:53,28001,167028,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,The Fake and totally corrupt News is after her as a means of getting to me. She’s smart and strong knows the truth. Already a heroine to many!,2020-04-24 13:46,19118,65575,FALSE,1.25E+18,https://t.co/HMpXOEdgSA,en,April,Q2
Twitter for iPhone,Getting VERY good reviews of the job the Federal Government is doing on CoronaVirus. Ventilators building hospitals beds and yes Testing have been handled incredibly well. Testing is getting exponentially better every day. Love seeing our Country safely opening up!,2020-04-24 13:38,21822,112039,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Important news!,2020-04-24 4:29,20581,100327,FALSE,1.25E+18,https://t.co/4dmVvJ4IM6,en,April,Q2
Twitter for iPhone,Disgraceful. Should join the Republican Party!,2020-04-24 4:17,22897,82679,FALSE,1.25E+18,https://t.co/HMpXOEdgSA,en,April,Q2
Twitter for iPhone,Governor @JimJusticeWV is a tremendous fighter for the incredible people of West Virginia. Big Jim is strong on Life the Second Amendment and Building the Wall! With Governors like Jim America will recover and get back to business. Jim has my Complete and Total Endorsement!,2020-04-23 23:54,14451,64747,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Congressman @SteveStivers is doing a terrific job for the People of Ohio! He defends our Borders Supports our Veterans Strong on Crime and the Second Amendment. Steve has my Complete and Total Endorsement!,2020-04-23 23:35,7873,30154,FALSE,1.25E+18,https://t.co/iX0VBJ44sT,en,April,Q2
Twitter for iPhone,Congressman Bill Posey is a tremendous fighter for the Great State of Florida. He is a big supporter of our #MAGA Agenda – Strong on Crime the Second Amendment and Loves our Veterans and Law Enforcement. Bill has my Complete and Total Endorsement!,2020-04-23 23:34,14749,67905,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Congressman @MikeTurnerOH is a strong supporter and fighter for the People of Ohio! He will help us #MAGA! He’s Strong on the Border Tough on Crime will Protect our Vets and our GREAT Second Amendment. Mike has my Complete and Total Endorsement!,2020-04-23 23:32,7335,27208,FALSE,1.25E+18,https://t.co/tIKPOJmZR7,en,April,Q2
Twitter for iPhone,Congressman @Troy_Balderson is doing a GREAT job for the People of Ohio! He will always Protect your #2A Defend our Borders and Support Small Business – a great supporter of the #MAGA Agenda. Troy has my Complete and Total Endorsement!,2020-04-23 23:28,6932,25813,FALSE,1.25E+18,https://t.co/ybcfR5rOOd,en,April,Q2
Twitter for iPhone,Congressman @DaveJoyceOH14 is a tremendous fighter for the Great State of Ohio! He is Tough on Crime our Border Second Amendment and helps us Combat Illegal Drugs! David has my Complete and Total Endorsement!,2020-04-23 23:27,6679,25494,FALSE,1.25E+18,https://t.co/ODAEpPur3W,en,April,Q2
Twitter for iPhone,Congressman @BradWenstrup is doing a tremendous job for the People of Ohio! He’s a proud Veteran and is Strong on the Border Tough on Crime the Second Amendment and Supports Small Business. Brad has my Complete and Total Endorsement!,2020-04-23 23:26,6722,25065,FALSE,1.25E+18,https://t.co/ZyXELSEZeA,en,April,Q2
Twitter for iPhone,....My co-chair in Utah and a really great guy. Sean has my Complete and Total Endorsement!,2020-04-23 23:21,5848,29087,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Utah Attorney General Sean Reyes (@SeanReyesUT) is a fighter and hard worker for the Great State of Utah. He is a big supporter of our #MAGA Agenda – Strong on Crime the Second Amendment and Loves our Law Enforcement....,2020-04-23 23:21,9018,41514,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Congressman John Curtis (@CurtisUT) gets things done for Utah! John fights for Small Businesses will Lower your Taxes and will protect your Second Amendment. He has my Complete and Total Endorsement!,2020-04-23 23:20,8760,38209,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Congressman Chris Stewart (@StewartforUtah) is a tremendous fighter for Utah. He served our Country in the U.S. Air Force and has been a strong supporter of our #MAGA Agenda....,2020-04-23 23:19,7485,32119,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,....He’s 100% pro-life strong on #2A and Loves our Military and Vets. Chris has my Complete and Total Endorsement!,2020-04-23 23:19,5795,23634,FALSE,1.25E+18,https://t.co/7w8Ayt5Bsq,en,April,Q2
Twitter for iPhone,Congressman Warren Davidson (@Vote_Davidson) is working very hard for the people of Ohio! He’s a strong supporter of our Military Vets Second Amendment and #MAGA Agenda. Warren has my Complete and Total Endorsement!,2020-04-23 23:17,6247,23971,FALSE,1.25E+18,https://t.co/HxdSylWL2c,en,April,Q2
Twitter for iPhone,....Bill has my Complete and Total Endorsement!,2020-04-23 23:15,4730,19248,FALSE,1.25E+18,https://t.co/Dmso0XmeYl,en,April,Q2
Twitter for iPhone,Congressman Bill Johnson (@JohnsonLeads) is an incredible fighter for the Great State of Ohio! He’s a proud Veteran and a hard worker who Cares for our Veterans Supports Small Business and is Strong on the Border and Second Amendment....,2020-04-23 23:15,9286,40713,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,I will be having a White House Press Conference today at 5:45 P.M. Thank you!,2020-04-23 20:53,13486,100649,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,,2020-04-23 15:14,9221,36999,FALSE,1.25E+18,https://t.co/iPon70Z1yW,en,April,Q2
Twitter for iPhone,,2020-04-23 15:14,11595,47641,FALSE,1.25E+18,https://t.co/cT7EDnDUYo,en,April,Q2
Twitter for iPhone,,2020-04-23 15:13,19512,89187,FALSE,1.25E+18,https://t.co/R3mSfNIeC6,en,April,Q2
Twitter for iPhone,Fully signed and ready to go!,2020-04-23 12:19,19406,89346,FALSE,1.25E+18,https://t.co/MdpgII3kuq,en,April,Q2
Twitter for iPhone,Please study this closely. We saved many lives with our fast action on CoronaVirus!,2020-04-23 12:16,25454,83766,FALSE,1.25E+18,https://t.co/IKtkciXEEO,en,April,Q2
Twitter for iPhone,We did it once we will quickly do it a second time!,2020-04-23 12:14,25114,129038,FALSE,1.25E+18,https://t.co/iSHk0JIMSV,en,April,Q2
Twitter for iPhone,Thank you to Harvard and all others!,2020-04-23 12:12,8854,46617,FALSE,1.25E+18,https://t.co/UH15FJ5SqV,en,April,Q2
Twitter for iPhone,.@foxandfriends  We now have many Ventilators to spare. Thank you to all!,2020-04-23 12:09,8080,37811,FALSE,1.25E+18,https://t.co/brNmQKZ1FL,en,April,Q2
Twitter for iPhone,I will be having a White House Press Conference today at 5:45 P.M. Thank you!,2020-04-22 20:53,15866,121982,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,CDC Director was totally misquoted by Fake News @CNN on Covid 19. He will be putting out a statement.,2020-04-22 14:17,26206,115897,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Another FALSE ad by the Do Nothing Democrats. Almost all of their ads are False or Misleading and the Fake News loves it!,2020-04-22 14:14,16572,56788,FALSE,1.25E+18,https://t.co/6osAQzyIEF,en,April,Q2
Twitter for iPhone,Sleepy Joe thought this was OK. Not me!,2020-04-22 14:01,25218,88600,FALSE,1.25E+18,https://t.co/VgIlA4fJKF,en,April,Q2
Twitter for iPhone,I have instructed the United States Navy to shoot down and destroy any and all Iranian gunboats if they harass our ships at sea.,2020-04-22 12:08,89024,454446,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,States are safely coming back. Our Country is starting to OPEN FOR BUSINESS again. Special care is and always will be given to our beloved seniors (except me!). Their lives will be better than ever...WE LOVE YOU ALL!,2020-04-22 11:53,45634,267606,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Happy Birthday to the great Cindy Adams of the New York Post. Cindy is 90 but looks 39 to me. She is going strong!,2020-04-22 11:03,13131,96595,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,I will be signing my Executive Order prohibiting immigration into our Country today. In the meantime even without this order our Southern Border aided substantially by the 170 miles of new Border Wall &amp; 27000 Mexican soldiers is very tight - including for human trafficking!,2020-04-22 11:00,36568,175104,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,“Economic impact of Covid-19.” @foxandfriends Very interesting analysis. Light at the end of the tunnel. Thank you!,2020-04-22 10:50,14475,75526,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Harvard should give back the money now. Their whole “endowment” system should be looked at!,2020-04-22 3:36,29394,117940,FALSE,1.25E+18,https://t.co/LcjOcsnCWT,en,April,Q2
Twitter for iPhone,Great new book just out by the Former Director of Ice Tom Homan: “Defend the Border and Save Lives: Solving Our Most Important Humanitarian and Security Crisis.” Great guy get your copy today!,2020-04-21 20:33,14955,59792,FALSE,1.25E+18,https://t.co/zgaQBHoSp9,en,April,Q2
Twitter for iPhone,I will be having a White House Press Conference today at 5:30 P.M. Thank you!,2020-04-21 19:59,18003,126289,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,I urge the Senate and House to pass the Paycheck Protection Program and Health Care Enhancement Act with additional funding for PPP Hospitals and Testing. After I sign this Bill we will begin discussions on the next Legislative Initiative with fiscal relief....,2020-04-21 16:49,25508,116884,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,....to State/Local Governments for lost revenues from COVID 19 much needed Infrastructure Investments for Bridges Tunnels Broadband Tax Incentives for Restaurants Entertainment Sports and Payroll Tax Cuts to increase Economic Growth.,2020-04-21 16:49,13612,61589,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,We will never let the great U.S. Oil &amp; Gas Industry down. I have instructed the Secretary of Energy and Secretary of the Treasury to formulate a plan which will make funds available so that these very important companies and jobs will be secured long into the future!,2020-04-21 13:33,32981,162890,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,96% Approval Rating in the Republican Party. Thank you! This must also mean that most importantly we are doing a good (great) job in the handling of the Pandemic.,2020-04-21 11:15,35623,215711,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,I’ve had great “ratings” my whole life there’s nothing unusual about that for me. The White House News Conference ratings are “through the roof”(Monday Night Football Bachelor Finale  @nytimes) but I don’t care about that. I care about going around the Fake News to the PEOPLE!,2020-04-21 10:57,30137,149421,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,It is amazing that I became President of the United States with such a totally corrupt and dishonest Lamestream Media going after me all day and all night. Either I’m really good far better than the Fake News wants to admit or they don’t have nearly the power as once thought!,2020-04-21 10:40,62830,340067,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Watched the first 5 minutes of poorly rated Morning Psycho on MSDNC just to see if he is as “nuts” as people are saying. He’s worse. Such hatred and contempt! I used to do his show all the time before the 2016 election then cut him off. Wasn’t worth the effort his mind is shot!,2020-04-21 10:19,24175,117811,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,Great Alan. They are Fake News!,2020-04-21 3:18,16617,73213,FALSE,1.25E+18,https://t.co/n7zUY7mzIQ,en,April,Q2
Twitter for iPhone,7 Devastating Revelations About Crossfire Hurricane In New Releases    The greatest political scam in American history!,2020-04-21 3:14,27255,74093,FALSE,1.25E+18,https://t.co/TMxeVDJbIU,en,April,Q2
Twitter for iPhone,In light of the attack from the Invisible Enemy as well as the need to protect the jobs of our GREAT American Citizens I will be signing an Executive Order to temporarily suspend immigration into the United States!,2020-04-21 2:06,92860,410791,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,.@MikeGarcia2020 will be a tremendous fighter for the U.S. and the State of California. An Annapolis graduate he served our Country as a highly decorated Navy Fighter Pilot and will be a great Congressman (#CA25). Loves our Military and Vets...,2020-04-21 2:02,17556,72172,FALSE,1.25E+18,,en,April,Q2
Twitter for iPhone,...He is Strong on Crime the Border and Second Amendment. Mike has my Complete and Total Endorsement! Turn your Ballots in now and track them watching for dishonesty. Report to Law Enforcement.,2020-04-21 2:02,9234,35771,FALSE,1.25E+18,https://t.co/MEnGMv3wTT,en,April,Q2
Twitter for iPhone,....He is Strong on Crime the Border and Second Amendment. Tom has deep roots in Wisconsin is a big Tax Cutter and will help me DRAIN THE SWAMP! Tom has my Complete and Total Endorsement. Vote for Tom Tiffany!,2020-04-21 1:57,9316,37792,FALSE,1.25E+18,https://t.co/5OqIca08Rr,en,April,Q2
Twitter for iPhone,Tom Tiffany (@TomTiffanyWI) is a Great Advocate for the incredible people of Wisconsin (WI07). We need Tom in Congress to help us Make America Great Again! He will Fight for Small Business supports our Incredible Farmers Loves our Military and our Vets....,2020-04-21 1:57,14504,60603,FALSE,1.25E+18,,en,April,Q2
