Tweets,Length,Date,Source,Favourites,RTs,Username,id_str
RT @georgiaemaxwell: listen up boys https://t.co/FD2fbRgzeJ,59,2020-06-05 20:49:30,Twitter for iPhone,0,113479,sallydarr,1269008467857158153
"RT @jasminericegirl: desire to                     desire to 
get off social             stay informed
media for                   about ev…",140,2020-06-05 20:42:40,Twitter for iPhone,0,182003,sallydarr,1269006748305809410
I was unfollowing people too fast on Instagram and Instagram told me I exhausted the feature this is a badge of honor,117,2020-06-05 19:26:45,Twitter for iPhone,108,0,sallydarr,1268987641502011392
RT @kumailn: Re: that awful video. Buffalo PD officially said that the man tripped &amp; fell. If we didn’t have video there would have been no…,144,2020-06-05 17:09:47,Twitter for iPhone,0,151049,sallydarr,1268953174741782529
why is no one filling the comments with the fist let’s go,57,2020-06-05 05:00:19,Twitter for iPhone,10,0,sallydarr,1268769598595366913
@l1ndsayln OMFG,15,2020-06-05 04:22:30,Twitter for iPhone,3,0,sallydarr,1268760081799225344
"RT @taylor_ortega: If you’re not running into people you’ve fucked at these protests, you’re fucking the wrong people.",118,2020-06-05 04:14:49,Twitter for iPhone,0,4836,sallydarr,1268758146530631685
"okay on the topic of defunding the police—these cops riding horses. Horses are NOT cheap. WHERE are the horse girls giving us the numbers on how much buying/owning a horse costs??? We have the Witches, Amish, and K-pop stans. WHERE ARE THE HORSE GIRLS? I need numbers!!!!!!!!",275,2020-06-05 03:49:27,Twitter for iPhone,153,19,sallydarr,1268751766050529280
https://t.co/lxBkz4JMsD,23,2020-06-05 03:08:39,Twitter for iPhone,5,0,sallydarr,1268741498079711236
"some bitches: ⬛️ listening &amp; learning 😌💕✨🧚🏻

bad bitches: LISTEN THE FUCK UP BLACK LIVES MATTER AND IM TIRED OF EXPLAINING WHY YOU NEED TO BE ANGRY",151,2020-06-05 02:55:36,Twitter for iPhone,74,8,sallydarr,1268738211527962624
@WBFO @GenePark @MikeDesmondWBFO this is such a disgusting video FUCK these cops,80,2020-06-05 02:31:22,Twitter for iPhone,1,0,sallydarr,1268732111944548352
@Amandahugankizz drop a fist in the comments let’s go,53,2020-06-05 02:27:17,Twitter for iPhone,1,0,sallydarr,1268731084470210562
@aalllih @aalllih I love you,28,2020-06-05 02:08:14,Twitter for iPhone,2,0,sallydarr,1268726290334527489
I watch this every day https://t.co/5Kx0sHBR78,46,2020-06-05 01:25:35,Twitter for iPhone,44,2,sallydarr,1268715558259888129
if someone yells WHO DAT at you respond with a simple WHO DAT back not a DREW DAT thank you good night I’m sad,110,2020-06-04 04:01:56,Twitter for iPhone,22,0,sallydarr,1268392517478875142
@Lyfeasdani @AVanHeusden15,26,2020-06-04 00:58:20,Twitter for iPhone,2,0,sallydarr,1268346312199733248
@JoeBartDrums 🥺💕,16,2020-06-04 00:45:30,Twitter for iPhone,0,0,sallydarr,1268343082824728576
the saddest thing is that this was authentic,44,2020-06-04 00:42:26,Twitter for iPhone,41,0,sallydarr,1268342311894777857
even when j check for typos I still have typos,46,2020-06-04 00:41:56,Twitter for iPhone,49,0,sallydarr,1268342184643829760
lmao I said do do my Twitter has endless typos,46,2020-06-04 00:41:19,Twitter for iPhone,10,0,sallydarr,1268342031430094848
Drew baby don’t do do this https://t.co/zRpbeimnxz,50,2020-06-03 21:42:11,Twitter for iPhone,42,2,sallydarr,1268296949708578818
has anyone come across materials that could help someone talk to their conservative parents or friends that aren’t getting it? I have a sweet gal I want to help! Giving her my own advice but I’d love something more concrete to send!!!,234,2020-06-03 14:58:33,Twitter for iPhone,38,3,sallydarr,1268195371349676032
@thatbitchtobi @GrayIsMyGurt @JAjueny @Evan_Peters @skaijackson @elijahdaniel @preciousbeyond Ugh I found out from my mom yesterday 🥴,133,2020-06-03 14:55:51,Twitter for iPhone,1,0,sallydarr,1268194693243961347
good morning to all of the protestors who are comedic geniuses https://t.co/J8DoFBomBX,86,2020-06-03 13:13:27,Twitter for iPhone,90,6,sallydarr,1268168923574304769
gotta unfollow some people it seems but I’m so NOSY damn,56,2020-06-03 05:52:32,Twitter for iPhone,52,0,sallydarr,1268057961676578817
@montefisto13 the motto!!! https://t.co/3e4xATwhfs,50,2020-06-03 03:40:42,Twitter for iPhone,11,0,sallydarr,1268024787181371392
@clur_bur Yes the real tea!!!,29,2020-06-03 03:26:49,Twitter for iPhone,1,0,sallydarr,1268021293301010432
@lukemukundan Sargasso Sea here we come!!!,42,2020-06-03 03:22:26,Twitter for iPhone,2,0,sallydarr,1268020191075729408
ah yes. the question of how to deal with a conservative boyfriend. you dump him baby:),86,2020-06-03 03:20:53,Twitter for iPhone,281,35,sallydarr,1268019799961022466
YUHHH GET INTO IT https://t.co/ZYjA5a8ihN,41,2020-06-03 02:01:23,Twitter for iPhone,15,0,sallydarr,1267999794653540357
it’s becoming too obvious that all of my posts are directed towards people in chattanooga isn’t it,98,2020-06-02 21:11:29,Twitter for iPhone,44,1,sallydarr,1267926837411352583
@ayyshelbyyy I hate it here,27,2020-06-02 21:05:56,Twitter for iPhone,4,0,sallydarr,1267925439697301510
RT @sheedemilio: There's nothing wrong with deleting your black square now that you've received more information.,113,2020-06-02 19:40:23,Twitter for iPhone,0,92585,sallydarr,1267903912054587392
@eliannamaarie The balance being happy they finally enter the conversation and wondering if it’s now because it’s easy,118,2020-06-02 18:18:03,Twitter for iPhone,1,0,sallydarr,1267883191504908291
SOMEONE GET THE K-POP FANS ON THIS https://t.co/nnHs4u3ceG,58,2020-06-02 16:07:46,Twitter for iPhone,24,2,sallydarr,1267850405331054592
@jazzylovely714_ this is another great method!,46,2020-06-02 16:06:27,Twitter for iPhone,4,0,sallydarr,1267850071028178949
and now the bare minimum is actually hurtful 😓,46,2020-06-02 15:56:28,Twitter for iPhone,13,1,sallydarr,1267847560057827330
the thing about the squares though is that you can tell who screen shotted a solid black color and who took a photo of the ground in a dark room,144,2020-06-02 15:54:49,Twitter for iPhone,78,1,sallydarr,1267847144058298368
so many chicks who haven’t shared anything on their stories posting black squares—I am feeling a happy that they were pressured into doing the bare minimum and also incredibly annoyed and angry 🥴,195,2020-06-02 15:49:39,Twitter for iPhone,62,4,sallydarr,1267845842842632193
influencers that donate and say that “not everything has to be performative” really forget that their whole life is a performance and yes you should be perform at a time like this,179,2020-06-02 02:10:04,Twitter for iPhone,49,2,sallydarr,1267639590808158208
Trump want to be a war-time president SO BAD the pandemic wasn’t working so he’s choosing us 😌🧚🏻✨💕,98,2020-06-02 00:03:50,Twitter for iPhone,77,7,sallydarr,1267607822927376391
show and tell of my nightmares https://t.co/8dVe6t9ShA,54,2020-06-01 23:36:38,Twitter for iPhone,51,0,sallydarr,1267600977550606342
@chrisfromonline because he’s never held one before maybe 😌💕✨,61,2020-06-01 23:33:26,Twitter for iPhone,1,0,sallydarr,1267600170323189766
peaceful protesters that trump claims he wants to protect with “law and order” were gassed at shot with rubber bullets so he could have a photo-op with a bible in front of a church,180,2020-06-01 23:31:50,Twitter for iPhone,54,6,sallydarr,1267599767598764037
RT @becauseoflwt: this photo better be in my children’s history textbooks. https://t.co/DNQShet8ki,98,2020-06-01 21:02:34,Twitter for iPhone,0,120016,sallydarr,1267562206520127489
lmao I love it when fox is the only channel to show press conferences and of course trump isn’t even at this one,112,2020-06-01 18:28:36,Twitter for iPhone,9,0,sallydarr,1267523456339509249
You are allowed to have a relationship with your only surviving parent. We can understand that. But we don’t understand being influencers and glazing over her actions.,167,2020-06-01 17:11:56,Twitter for iPhone,13,0,sallydarr,1267504162880790530
"It’s not enough to say that you are individuals who form their own opinions. If you have been consuming as much content about George Floyd as you claim, then you would know that it’s not enough to just “not be racist” you need to call out racist family members.",261,2020-06-01 17:08:06,Twitter for iPhone,15,0,sallydarr,1267503200271204352
"@girlwithnojob your fans and subgroups are turning on you because you never say your mother’s name. We appreciate you sharing information and are happy if you truly are growing, but we want you to address the elephant in the room.",230,2020-06-01 17:01:43,Twitter for iPhone,23,0,sallydarr,1267501593072734211
this is not biggest thing rn and is super niche but I just NEED Claudia and Jackie Oshry to SAY THEIR MOMS NAME ON THEIR PODCAST. PAMELA GELLER. SAY IT!!!!,155,2020-06-01 16:49:44,Twitter for iPhone,49,2,sallydarr,1267498578752266251
the ratio of girls I know from my hometown who have spoken out vs. girls I have met elsewhere is wild. but that’s because some girls here would still go home with a trump supporter and that’s the tea,199,2020-06-01 04:56:24,Twitter for iPhone,64,4,sallydarr,1267319063212167170
RT @CH1ONESO: NORMALIZE CHANGING YOUR OPINION ON SOMETHING AFTER LEARNING NEW INFORMATION. ITS OKAY. I PROMISE.,111,2020-06-01 04:35:19,Twitter for iPhone,0,583594,sallydarr,1267313757023281152
"RT @zajmekong: If you’re scared of being political because you don’t want to lose your friends, maybe they shouldn’t be your friends. All m…",140,2020-06-01 04:34:39,Twitter for iPhone,0,129683,sallydarr,1267313586680016897
@carlyincontro post where you have the most followers!!! idk why this is a hard concept for some tiktokers!!! not the most important thing rn but it’s frustrating,162,2020-06-01 02:51:36,Twitter for iPhone,2,0,sallydarr,1267287654892257284
@enews I don’t care if he looted or not he was  getting shit for his vlog. He and his brother capitalize on people hurting. This ain’t the first time.,150,2020-05-31 21:39:05,Twitter for iPhone,38,1,sallydarr,1267209007065894917
@yuhhboybryce Love you Bryce so proud of you working with patients throughout the pandemic and now marching!!! we stan!!!!,122,2020-05-31 21:36:27,Twitter for iPhone,1,1,sallydarr,1267208346081406979
is feeling tired and spicy,26,2020-05-31 20:48:34,Twitter for iPhone,33,0,sallydarr,1267196295988510720
@loversangeIs I STAN MADISON BEER MORE AND MORE EVERY DAY,57,2020-05-31 18:23:15,Twitter Web App,0,0,sallydarr,1267159724790878208
I’ve never trusted bitches who “don’t want to get political” and I especially don’t trust creators that start their videos reminding their viewers that “they never post stuff like this” like okay good to know!!! that means you’ve never taken a stance on anything!!! sick!!!!,274,2020-05-31 14:58:06,Twitter for iPhone,144,13,sallydarr,1267108095655804928
@lizardskizard_ this is kind and touché 🥺💕,42,2020-05-31 07:43:12,Twitter for iPhone,2,0,sallydarr,1266998650795896834
"RT @chrissyteigen: Ooo they might need more money then. Make it $200,000",72,2020-05-30 23:39:53,Twitter for iPhone,0,34471,sallydarr,1266877020170051586
@ceilidh_belnap I love you too 🥺💕,33,2020-05-30 04:30:31,Twitter for iPhone,0,0,sallydarr,1266587770111361024
@SDGFanClub Wild good to know,29,2020-05-30 01:58:04,Twitter for iPhone,8,0,sallydarr,1266549407656394753
@sadmattyh Hey I don’t know anything don’t worry we’re all just pretending out here,83,2020-05-29 19:42:42,Twitter for iPhone,2,0,sallydarr,1266454943327825920
NOT being educated about what’s going on in the news is privilege in itself because it means it does not affect you in the way that it affects others. Educate yourself. Empathize. You may not understand the struggles of others. But that does not mean you cannot stand with them.,278,2020-05-29 19:38:37,Twitter for iPhone,149,19,sallydarr,1266453916566392833
were y’all scared too https://t.co/oqDhCEYYWg,45,2020-05-29 19:21:32,Twitter for iPhone,25,0,sallydarr,1266449613604687872
Also nevermind the fact that it was supposed to start at 2pm. He tweeted about the protests at 2:20. Then he doesn’t address anything about the protests at the podium a few minutes later? lol bye,195,2020-05-29 19:14:38,Twitter for iPhone,20,0,sallydarr,1266447880736382983
Trump talking about Hong Kong and nothing about the protests and taking NO questions. What a great press conference!!!!,119,2020-05-29 19:12:43,Twitter for iPhone,46,1,sallydarr,1266447394809491457
@yuhhboybryce I can taste it through the screen,47,2020-05-27 20:54:51,Twitter for iPhone,1,0,sallydarr,1265748322943406085
RT @SDGFanClub: thinking about kirk the clerk. don’t text.,58,2020-05-27 18:32:35,Twitter for iPhone,0,1,sallydarr,1265712522000285696
youtube video of lore coming soon https://t.co/15SiNAUBwT,57,2020-05-27 18:31:51,Twitter for iPhone,20,1,sallydarr,1265712334544277505
@SDGFanClub SWEETIES what this is insane you have done some digging,67,2020-05-27 18:31:03,Twitter for iPhone,2,0,sallydarr,1265712135914610688
@SDGFanClub OMG THIS IS SOME LORE HAHAHA,40,2020-05-27 18:30:39,Twitter for iPhone,5,0,sallydarr,1265712034336911360
roll wave rush tulane geaux nola https://t.co/qgD4N5fRqA,56,2020-05-27 18:30:05,Twitter for iPhone,21,0,sallydarr,1265711891265064963
@__caseygreen__ Tell him I say hello and spread the word to available men that I am a catch thank you,101,2020-05-27 18:27:47,Twitter for iPhone,0,0,sallydarr,1265711313256398848
@SpencerKimbal12 @jacobtgraf You guys are too kind!!!! I will fedex a vial of my tears!!!!,90,2020-05-27 05:01:21,Twitter for iPhone,2,0,sallydarr,1265508367935684608
@fjord_grub Omg hahahaha I love this,36,2020-05-27 02:28:49,Twitter for iPhone,2,0,sallydarr,1265469981606776837
my new goal on tiktok is confuse as many people as possible when I show up on their fyp and they don’t know the lore of my account,130,2020-05-27 02:18:30,Twitter for iPhone,136,0,sallydarr,1265467384455929863
Chattanooga was number five on a list of places most likely to have the next big outbreak 😌✨,92,2020-05-27 00:14:38,Twitter for iPhone,18,0,sallydarr,1265436211407192064
@unforGRETAble13 Hahahaha ily!!!,32,2020-05-26 14:11:58,Twitter for iPhone,0,0,sallydarr,1265284544971800578
@bfineee I’ve peaked,20,2020-05-26 03:45:30,Twitter for iPhone,0,0,sallydarr,1265126892593721345
@tpwkhoneysugar bae 🥺🥰,22,2020-05-26 03:45:23,Twitter for iPhone,2,0,sallydarr,1265126863686565890
@feistymouse_17 I love you say it back,38,2020-05-25 21:42:37,Twitter for iPhone,1,1,sallydarr,1265035568762834949
@aliciaberri 🥰🥰🥰,16,2020-05-25 04:09:54,Twitter for iPhone,1,0,sallydarr,1264770642815193089
@hautexharry Brilliant idea,27,2020-05-24 17:10:07,Twitter for iPhone,1,0,sallydarr,1264604603104051200
a paper comparing and contrasting Josie and The Pussycats and Zoolander and their use of mind control to increase consumerism,125,2020-05-24 15:25:57,Twitter for iPhone,25,0,sallydarr,1264578391132561408
@legitpat Indeed!!!,19,2020-05-24 03:19:19,Twitter for iPhone,0,0,sallydarr,1264395527531237376
@LegendRising12 Thank you Jared 😌✨,34,2020-05-24 03:19:13,Twitter for iPhone,1,0,sallydarr,1264395499551023107
thank you to the people that sent me this screen recording hahaha,65,2020-05-24 02:03:07,Twitter for iPhone,23,0,sallydarr,1264376349319462912
how do I put this on my resume can  this get me a job https://t.co/PSssmdZ8Ef,77,2020-05-24 02:02:52,Twitter for iPhone,196,2,sallydarr,1264376287625347077
@kenzhahn HAHAHA omg I freaked our for a split second,53,2020-05-24 01:56:34,Twitter for iPhone,1,0,sallydarr,1264374702342131712
amazing how I don’t care if you go to a restaurant and you let us know in the caption that the tables are 6 feet apart 😌✨,121,2020-05-23 16:29:46,Twitter for iPhone,47,0,sallydarr,1264232063206592514
"RT @lisarinna: We Fancy Now...💎💎💎 

#RHOBH https://t.co/H8UG8QVh2b",66,2020-05-22 15:56:05,Twitter for iPhone,0,121,sallydarr,1263861195368534017
@fknlizard omg thank you but not better than anyone!!! just a gal online,72,2020-05-21 23:11:07,Twitter Web App,1,0,sallydarr,1263608291009138688
@aliciaberri omg thank you but dont!!!,38,2020-05-21 23:10:08,Twitter Web App,5,0,sallydarr,1263608043306131456
@hannaloria this is true love,29,2020-05-21 19:40:00,Twitter for iPhone,1,1,sallydarr,1263555157847146500
@nomichaelbrooks hello 😎,24,2020-05-21 18:40:54,Twitter for iPhone,0,0,sallydarr,1263540287537897472
when are they coming out with platform blundstones,50,2020-05-21 17:06:56,Twitter for iPhone,8,1,sallydarr,1263516637925445634
@win_so_low interesting honestly I have some beef with pants,60,2020-05-21 00:12:14,Twitter for iPhone,5,0,sallydarr,1263261281827655683
what’s a topic I can talk about for 10-15 minutes for a youtube video? I’m just going to talk to the camera  again I enjoyed it last time,137,2020-05-21 00:09:34,Twitter for iPhone,23,0,sallydarr,1263260610399264777
@AsmusEmilee Hahaha hi hello,28,2020-05-20 23:12:08,Twitter for iPhone,1,0,sallydarr,1263246157607841792
shots shots shots https://t.co/U5xzz6qxhf,41,2020-05-20 21:49:23,Twitter for iPhone,12,0,sallydarr,1263225331449806848
@_carsy_ Hahahha you’re welcome and thank you 🥺💕,48,2020-05-20 16:52:37,Twitter for iPhone,1,0,sallydarr,1263150648993943559
RT @rubyreacts: JAX CALLING IT HIS SHOW TO LISA #PUMPRULES #VanderpumpRules https://t.co/vsieXXz6Aw,99,2020-05-20 15:56:14,Twitter for iPhone,0,57,sallydarr,1263136457637707778
I would have started crying on demand in front of men years ago if I knew this was a thing https://t.co/t43mHk94CF,114,2020-05-20 06:00:12,Twitter for iPhone,45,0,sallydarr,1262986464406667266
ahhhh yes I’ve done a dangerous thing https://t.co/t0fOQILELw,61,2020-05-20 05:55:45,Twitter for iPhone,38,1,sallydarr,1262985342430392320
@TheGreatFatsby_ this is some deep digging to find out my love for sonic diet cherry limeades,93,2020-05-20 05:54:00,Twitter for iPhone,1,0,sallydarr,1262984902754123776
this is queen shit stream Jojo Siwa My World https://t.co/Ln4qBXEgxB,68,2020-05-20 04:54:14,Twitter for iPhone,44,5,sallydarr,1262969860033839109
@reedkavner omg thank you 💕,27,2020-05-19 16:05:00,Twitter for iPhone,2,0,sallydarr,1262776278538760194
@ceilidh_belnap 🥺 thank you so kind,35,2020-05-19 15:09:56,Twitter for iPhone,1,0,sallydarr,1262762421648834565
@brittriedinger HAHA,20,2020-05-19 04:28:41,Twitter for iPhone,0,0,sallydarr,1262601041876602886
@goinbackto_CALI don’t thank me!!! Thank my parents!!!!,55,2020-05-19 02:04:45,Twitter for iPhone,1,0,sallydarr,1262564820009828352
"new video up!!! go crazy!!!

https://t.co/fdnGHHvoyr",52,2020-05-18 20:33:54,Twitter for iPhone,17,1,sallydarr,1262481559652896769
he has a serious girlfriend I know but the opportunity was there and I took it sorry,84,2020-05-18 18:17:26,Twitter for iPhone,12,0,sallydarr,1262447217211736066
I have an idea it’s called “marriage” https://t.co/PUO76UCybc,61,2020-05-18 18:16:52,Twitter for iPhone,48,1,sallydarr,1262447076924952578
@behrensgracee OMG HAHAHA,25,2020-05-18 03:24:41,Twitter for iPhone,1,0,sallydarr,1262222548789575680
but where’s bae 🥺 https://t.co/M8WZ02CKwJ,41,2020-05-18 03:16:30,Twitter for iPhone,30,1,sallydarr,1262220488656461824
no hominy cereal on the market what’s with that,47,2020-05-18 00:05:27,Twitter for iPhone,4,0,sallydarr,1262172412260626437
@mmg721 Hansen’s is dead last in this sorry not sorry,53,2020-05-17 22:58:17,Twitter for iPhone,1,0,sallydarr,1262155508666023937
@JoeWehnert Nah that part is real,33,2020-05-16 17:00:46,Twitter for iPhone,3,0,sallydarr,1261703148277825538
@montefisto13 HA,16,2020-05-16 17:00:29,Twitter for iPhone,1,0,sallydarr,1261703077230522378
sometimes it concerns me when people don’t realize I’m playing a character in my videos and they comment “is this real????”,123,2020-05-16 16:54:02,Twitter for iPhone,62,0,sallydarr,1261701451782504448
@chrissyteigen can u tell my man that my recipe is still valid no matter the moisture level https://t.co/n7WsJMPpRC,115,2020-05-16 00:32:01,Twitter for iPhone,7,0,sallydarr,1261454321696116736
@LariElizabethh thank you too kind 🥺💕,37,2020-05-15 23:47:24,Twitter for iPhone,1,0,sallydarr,1261443091099156480
@_carsy_ yes I search my name on here what of it,48,2020-05-14 15:16:46,Twitter for iPhone,4,0,sallydarr,1260952198705549318
@EmmaAlaina thank you so kind 😇💕,32,2020-05-14 15:16:00,Twitter for iPhone,1,0,sallydarr,1260952007520784386
@EmmaAlaina omg bae 🥺💕,22,2020-05-14 11:28:00,Twitter for iPhone,1,0,sallydarr,1260894629135888384
@TabileMR @jandressanabria No clue honestly!! but yeah this one did well which is so funny I never expected it to,113,2020-05-14 11:26:45,Twitter for iPhone,1,0,sallydarr,1260894314424602624
$15-20 for these https://t.co/q3rJgKHZIU,40,2020-05-14 00:47:57,Twitter for iPhone,51,8,sallydarr,1260733554016890882
@georgedidnt Omg,16,2020-05-14 00:39:10,Twitter for iPhone,1,0,sallydarr,1260731345732546562
RT @TylerTheBearJew: I’m ready for @sallydarr to make a comedy movie. One with a bit of dark humor but with just enough uplifting/ getting…,139,2020-05-13 01:46:53,Twitter for iPhone,0,2,sallydarr,1260385998976036864
"summer plans: record conversations with my family and turn our dialogue into script pages, become a mumblecore slore",116,2020-05-13 01:32:11,Twitter for iPhone,20,0,sallydarr,1260382298538639363
@thecutelilpups Omg hi!!! Welcome!! thank you 🥺🥰,48,2020-05-12 13:31:14,Twitter for iPhone,1,0,sallydarr,1260200867908792321
RT @IJasonAlexander: Yeah. I adored this man. https://t.co/4YiaTLJh4C,69,2020-05-12 05:51:16,Twitter for iPhone,0,24534,sallydarr,1260085112265412608
RT @JerrySeinfeld: Jerry Stiller's comedy will live forever.,60,2020-05-12 05:48:14,Twitter for iPhone,0,16733,sallydarr,1260084347136344066
@hautexharry plz let me know your review I’ve always wanted to do this,70,2020-05-12 05:41:18,Twitter for iPhone,0,0,sallydarr,1260082603996205056
@AVanHeusden15 Loving the hbo binge content we’re getting,57,2020-05-10 15:16:14,Twitter for iPhone,1,0,sallydarr,1259502514782814209
I love @birbigs https://t.co/WKOpsi37nt,39,2020-05-09 19:37:03,Twitter for iPhone,6,0,sallydarr,1259205763345629186
https://t.co/gmJMyxDPac,23,2020-05-09 17:54:30,Twitter Web App,6,0,sallydarr,1259179957336657921
if you're bored go browse smeg's collaboration with dolce &amp; gabbana https://t.co/C7gElqtAd8,95,2020-05-09 17:52:00,Twitter Web App,24,3,sallydarr,1259179325967958017
i need to finish my exams so i can watch 1000+ episodes of degrassi on their youtube channel truly a gift to have that access,125,2020-05-09 17:07:27,Twitter Web App,20,2,sallydarr,1259168113351892999
@georgedidnt Thank you,22,2020-05-09 15:08:46,Twitter for iPhone,1,0,sallydarr,1259138246866604033
I hate the term over-sharing most things need to be shared step up and reveal your baggage people!!!!,101,2020-05-09 06:32:57,Twitter for iPhone,68,5,sallydarr,1259008435951144966
I am  s t r e s s  eating,25,2020-05-08 20:38:26,Twitter for iPhone,29,1,sallydarr,1258858821012905984
another day just hoping bo burnham is doing well 💫,50,2020-05-08 18:14:44,Twitter for iPhone,47,3,sallydarr,1258822657979621380
@montefisto13 HA,16,2020-05-08 00:15:07,Twitter for iPhone,0,0,sallydarr,1258550966137188352
i mostly hate it,16,2020-05-07 21:06:50,Twitter Web App,8,0,sallydarr,1258503581793234953
