source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,RT @TeamTrump: Tisa Clark CEO Of J.D. Clark Professional Services credits the #PaycheckProtectionProgram for allowing her to keep her wor…,04-29-2020 13:02:09,4766,0,true,1255482503349047298
Twitter for iPhone,RT @EquipoTrump: As Trump campaign senior advisor @mercedesschlapp said today Joe Biden's plan to ease sanctions on the Cuban and Venezuel…,04-29-2020 13:01:54,6896,0,true,1255482443647385602
Twitter for iPhone,RT @TrumpWarRoom: Joe Biden rambles and struggles for words during interview on coronavirus response https://t.co/9vKbLkBSro,04-29-2020 12:58:25,6247,0,true,1255481563195850754
Twitter for iPhone,RT @DailyCaller: Joe Biden’s town hall with Hillary Clinton got off to a fantastic start https://t.co/lZieZVJVbL,04-29-2020 12:58:15,5016,0,true,1255481521152106498
Twitter for iPhone,RT @TrumpWarRoom: A reporter angrily insisted he was right about coronavirus testing data. In fact he was wrong and President Trump was r…,04-29-2020 12:56:54,8454,0,true,1255481185020661764
Twitter for iPhone,RT @TrumpWarRoom: Joe Biden forgot he's supposed to be lying about President Trump's coronavirus response – and he actually told the truth!…,04-29-2020 12:56:25,6348,0,true,1255481062643417090
Twitter for iPhone,RT @TrumpWarRoom: Joe Biden spent 44 years in Washington standing up FOR China.You can't teach an old dog new tricks. https://t.co/vTjhKP…,04-29-2020 12:56:06,10841,0,true,1255480983136198663
Twitter for iPhone,The only reason the U.S. has reported one million cases of CoronaVirus is that our Testing is sooo much better than any other country in the World. Other countries are way behind us in Testing and therefore show far fewer cases!,04-29-2020 04:23:38,42748,255133,false,1255352014042738688
Twitter for iPhone,THANK YOU MICHAEL! @bittyandbeaus https://t.co/KVXVcdO79E,04-29-2020 02:39:07,17368,78378,false,1255325711960768514
Twitter for iPhone,RT @WhiteHouse: We built the greatest economy in the world—and together we will build it again! https://t.co/57gxhVH2k2,04-29-2020 02:37:24,13979,0,true,1255325281344159745
Twitter for iPhone,RT @GLFOP: Thank you President @realDonaldTrump for your steadfast unapologetic support of law enforcement during #COVID19. From DAY ONE…,04-28-2020 23:49:48,8817,0,true,1255283103691661313
Twitter for iPhone,https://t.co/shcVSYZmuY https://t.co/ispKWWF96K,04-28-2020 20:24:20,21136,89184,false,1255231394923646976
Twitter for iPhone,https://t.co/9YNWvhqCk7,04-28-2020 20:14:31,13623,62305,false,1255228926428942339
Twitter for iPhone,RT @WhiteHouse: LIVE: POTUS delivers remarks on supporting small businesses https://t.co/QdwfDq1UOk,04-28-2020 20:13:47,8013,0,true,1255228739027456001
Twitter for iPhone,Thank you @BlueAngels and @AFThunderbirds! #AmericaStrong https://t.co/oZyFJBT90h https://t.co/bq0VOKYsmd,04-28-2020 14:43:53,12823,50261,false,1255145720136359945
Twitter for iPhone,RT @TomFitton: BREAKING: Emails show Obama FBI was out to get @GenFlynn and also knew McCain leaked anti-@realDonaldTrump dossier; @Judicia…,04-28-2020 14:04:50,17407,0,true,1255135893557403648
Twitter for iPhone,RT @nedryun: A fifth to half of all coronavirus deaths have been in nursing homes: https://t.co/s907CLfE4K,04-28-2020 14:04:12,10694,0,true,1255135733922140162
Twitter for iPhone,RT @GreggJarrett: Newly Declassified Documents Show John Kerry’s State Department Spread Russia Collusion Narrative https://t.co/GLRdt2U2f2,04-28-2020 13:58:55,23331,0,true,1255134403254050819
Twitter for iPhone,RT @GreggJarrett: Newly Revealed Docs Support Flynn’s Innocence: Case Against Him Should Be Tossed https://t.co/ZnfzZ91Vuy,04-28-2020 13:58:21,15383,0,true,1255134259083218944
Twitter for iPhone,But I love Diamond &amp; Silk and so do millions of people! https://t.co/RBX9bmFIwH,04-28-2020 13:57:14,24769,110265,false,1255133977360265218
Twitter for iPhone,RT @WhiteHouse: 45 days ago business leaders joined President @realDonaldTrump in the Rose Garden to help launch a new critical partnersh…,04-28-2020 13:53:21,8124,0,true,1255133003493158913
Twitter for iPhone,Texas to open businesses in phases beginning Friday. Great job being done by @GregAbbott_TX,04-28-2020 13:42:38,26155,147285,false,1255130302655148033
Twitter for iPhone,Many States moving to SAFELY &amp; QUICKLY reopen!,04-28-2020 13:38:54,32855,213179,false,1255129366234890240
Twitter for iPhone,We are doing far more and better Testing than any other country in the world and yet the media does nothing but complain. No matter how good a job is done the same as with the Ventilators they will never say we are doing a great job they will only viciously gripe!,04-28-2020 12:06:03,38336,217969,false,1255105998471249923
Twitter for iPhone,RT @TheCounter: First there is no shortage of meat destined for the grocery store shelf. It might take stores longer than usual to resto…,04-28-2020 11:40:23,6991,0,true,1255099538785828865
Twitter for iPhone,RT @realDonaldTrump: https://t.co/12Lv2yr07h,04-28-2020 02:56:09,18041,0,true,1254967613161181184
Twitter for iPhone,RT @Jim_Jordan: Attorney General Barr’s Memo to U.S. Attorneys: “The Constitution is not suspended in times of crisis.” The Attorney Ge…,04-28-2020 02:55:52,21880,0,true,1254967539781828609
Twitter for iPhone,Because Shifty is a crooked politician! https://t.co/bYkaJmy4Yj,04-28-2020 02:54:29,29732,114035,false,1254967193420402696
Twitter for iPhone,RT @realDonaldTrump: FAKE NEWS THE ENEMY OF THE PEOPLE!,04-28-2020 02:50:45,80543,0,true,1254966252562497537
Twitter for iPhone,RT @realDonaldTrump: There has never been in the history of our Country a more vicious or hostile Lamestream Media than there is right no…,04-28-2020 02:50:36,47530,0,true,1254966214272704512
Twitter for iPhone,RT @realDonaldTrump: Blame the Democrats for any “lateness” in your Enhanced Unemployment Insurance. I wanted the money to be paid directly…,04-28-2020 02:50:24,43605,0,true,1254966166319247361
Twitter for iPhone,RT @realDonaldTrump: So true!,04-28-2020 02:50:18,27198,0,true,1254966138527760387
Twitter for iPhone,RT @WhiteHouse: President @realDonaldTrump's plan for Opening Up America Again outlined a three-phased approach based on the advice of publ…,04-27-2020 23:24:56,7084,0,true,1254914458306084871
Twitter for iPhone,https://t.co/12Lv2yr07h,04-27-2020 22:59:34,18014,80979,false,1254908072067313670
Twitter for iPhone,RT @WhiteHouse: "We're doing everything in our power to heal the sick and to gradually reopen our Nation." https://t.co/xEapbkT6hd,04-27-2020 22:59:03,7880,0,true,1254907942832406528
Twitter for iPhone,RT @WhiteHouse: As one American family we grieve with those who have suffered the loss of loved ones. https://t.co/qhoX0OP0Ol,04-27-2020 22:58:57,6910,0,true,1254907918585118720
Twitter for iPhone,RT @WhiteHouse: LIVE: President @realDonaldTrump holds a news conference https://t.co/K1T3F5RpnM,04-27-2020 21:39:16,6972,0,true,1254887866196426754
Twitter for iPhone,I will be having a White House Press Conference today at 5:30 P.M. Thank you!,04-27-2020 20:58:59,16144,126906,false,1254877727804600321
Twitter for iPhone,Why should the people and taxpayers of America be bailing out poorly run states (like Illinois as example) and cities in all cases Democrat run and managed when most of the other states are not looking for bailout help? I am open to discussing anything but just asking?,04-27-2020 14:41:11,46815,216450,false,1254782650679615492
Twitter for iPhone,FAKE NEWS THE ENEMY OF THE PEOPLE!,04-27-2020 13:48:07,80443,395135,false,1254769296280031232
Twitter for iPhone,There has never been in the history of our Country a more vicious or hostile Lamestream Media than there is right now even in the midst of a National Emergency the Invisible Enemy!,04-27-2020 13:41:01,47492,216088,false,1254767509460234243
Twitter for iPhone,Blame the Democrats for any “lateness” in your Enhanced Unemployment Insurance. I wanted the money to be paid directly they insisted it be paid by states for distribution. I told them this would happen especially with many states which have old computers.,04-27-2020 12:20:41,43593,176280,false,1254747293414305792
Twitter for iPhone,So true! https://t.co/fyJgDBuKzM,04-27-2020 01:42:10,27199,136021,false,1254586604360011776
Twitter for iPhone,RT @realDonaldTrump: I never said the pandemic was a Hoax! Who would say such a thing? I said that the Do Nothing Democrats together with…,04-27-2020 01:41:35,58199,0,true,1254586458574401536
Twitter for iPhone,RT @realDonaldTrump: The people that know me and know the history of our Country say that I am  the hardest working President in history. I…,04-27-2020 01:41:07,51594,0,true,1254586342157287424
Twitter for iPhone,RT @SilERabbit: Sloppy Joe is trending. I wonder if it's because of this. You can tell it's a deep fake because Jill Biden isn't covering f…,04-27-2020 01:25:50,14087,0,true,1254582495951101954
Twitter for iPhone,RT @EricTrump: Article should have read: Trump as businessman had a passive non-controlling/managing interest in an office building which…,04-27-2020 01:18:12,21149,0,true,1254580573072392193
Twitter for iPhone,RT @BarbaraRedgate: Devin Nunes-“Why is General Flynn Important? Because He Was Framed By His Own Government!!” #HumanScum @DevinNunes @Gen…,04-27-2020 01:14:51,22884,0,true,1254579729543376897
Twitter for iPhone,RT @JessieJaneDuff: Despite Democrats resistance to help small businesses President @realDonaldTrump will get the economy going and Americ…,04-27-2020 01:13:48,6148,0,true,1254579467076452352
Twitter for iPhone,RT @JessieJaneDuff: Lefty holier than thou Media Matters founder David Brock who spends millions targeting President Trump is accused of…,04-27-2020 01:13:07,9383,0,true,1254579293310595072
Twitter for iPhone,RT @InsurancePlanX: Democrats are not sending us their bestor are they😜,04-27-2020 01:12:00,5990,0,true,1254579013588267008
Twitter for iPhone,RT @dbongino: Here’s what serial fraudster &amp; generational corruptocrat Nancy Pelosi was REALLY up to when the Wuhan Virus was raging &amp; th…,04-27-2020 01:11:14,13194,0,true,1254578821778608128
Twitter for iPhone,RT @seanhannity: Report: FBI Knew McCain Leaked Steele Dossier Now Blames Coronavirus For Not Releasing Documents https://t.co/wtFdcyO8UY,04-27-2020 01:10:44,12618,0,true,1254578694858911744
Twitter for iPhone,RT @dbongino: Former NSC Chief of Staff Says John Brennan Hid Evidence Putin Favored Hillary in 2016 🔥🔥🔥https://t.co/2Ffod309BZ,04-27-2020 01:09:49,13410,0,true,1254578463186575361
Twitter for iPhone,RT @RealCandaceO: You’re a racist radical communist that wants to expand government control and dependency— and you are using the plight o…,04-27-2020 01:08:34,12087,0,true,1254578148857073665
Twitter for iPhone,RT @GOPChairwoman: Once again Nancy Pelosi is lying about her needless delay.She stood in front of her fancy refrigerator and congratula…,04-27-2020 01:06:50,16271,0,true,1254577714813702145
Twitter for iPhone,RT @SecondLady: Wishing you a very special birthday @FLOTUS. Happy Birthday! 🥳🎂,04-27-2020 01:06:38,6786,0,true,1254577664775655425
Twitter for iPhone,American citizens! We were long ahead of Dems who were all against the BAN. https://t.co/SQOLi46tEf,04-27-2020 01:06:17,16234,61899,false,1254577575449497602
Twitter for iPhone,RT @johncardillo: Three failed coup attempts:1 - Russia Collusion hoax during campaign2 - Mueller's sham 3 - Illegitimate impeachment…,04-27-2020 01:03:26,11770,0,true,1254576859980931072
Twitter for iPhone,RT @MariaBartiromo: Breaking News: sources tell me @GenFlynn will be completely exonerated this week.  It was a total fraud.  A Set up.  Mo…,04-27-2020 01:02:13,47119,0,true,1254576551867428865
Twitter for iPhone,Great! https://t.co/YxWd5QJpga,04-27-2020 00:59:33,11937,54471,false,1254575880510287872
Twitter for iPhone,RT @LindaSuhler: Dear GodThank you for answering our prayers.A grateful Nation#GodBlessAmerica🇺🇸 #PresidentTrump #ElectionDay https://…,04-27-2020 00:37:51,67220,0,true,1254570420558270465
Twitter for iPhone,RT @TeamTrump: WATCH: Team Trump Online with @CLewandowski_ Rep. @MattGaetz and Rep. @EliseStefanik! #TeamTrumpText TRUMP to 88022 http…,04-27-2020 00:33:41,4471,0,true,1254569370665222145
Twitter for iPhone,RT @realDonaldTrump: Remember the Cure can’t be worse than the problem itself. Be careful be safe use common sense!,04-27-2020 00:33:17,60064,0,true,1254569270274666496
Twitter for iPhone,RT @GOPChairwoman: From Day 1 Gretchen Whitmer has been too focused on politics.Case in point: She just claimed she is “not getting invo…,04-27-2020 00:32:28,8829,0,true,1254569066645331974
Twitter for iPhone,They are one of the worst in the “news” business. Total slime balls! https://t.co/puXf1ldMTS,04-27-2020 00:22:26,14328,56887,false,1254566538725797888
Twitter for iPhone,They asked me to be at West Point on June 13th. &amp; I will be there! https://t.co/NFHItMBbKy,04-27-2020 00:19:55,13486,57825,false,1254565907399139328
Twitter for iPhone,RT @WhiteHouse: "All of American society is engaged and mobilized in the war against the invisible enemy. While we must remain vigilant it…,04-27-2020 00:15:47,7504,0,true,1254564866259640320
Twitter for iPhone,RT @GOPChairwoman: We’re seeing enthusiasm like this all across the country. Thank you to all the @realDonaldTrump supporters who pitched i…,04-27-2020 00:15:27,6331,0,true,1254564784361660416
Twitter for iPhone,Laura just another Fake News Report! https://t.co/Kya7NViNRB,04-27-2020 00:14:39,10075,44282,false,1254564582020059136
Twitter for iPhone,Does anybody get the meaning of what a so-called Noble (not Nobel) Prize is especially as it pertains to Reporters and Journalists? Noble is defined as “having or showing fine personal qualities or high moral principles and ideals.” Does sarcasm ever work?,04-26-2020 22:54:17,32658,176226,false,1254544354603143168
Twitter for iPhone,Reports that H.H.S. Secretary @AlexAzar is going to be “fired” by me are Fake News. The Lamestream Media knows this but they are desperate to create the perception of chaos &amp; havoc in the minds of the public. They never even called to ask. Alex is doing an excellent job!,04-26-2020 21:53:32,23239,92249,false,1254529069733105665
Twitter for iPhone,....fraud @donnabrazile (and others who are even worse). Chris Wallace is nastier to Republicans than even Deface the Nation or Sleepy Eyes. The people who are watching @FoxNews in record numbers (thank you President Trump) are angry. They want an alternative now. So do I!,04-26-2020 21:21:03,17502,70084,false,1254520891863678977
Twitter for iPhone,.@FoxNews just doesn’t get what’s happening! They are being fed Democrat talking points and they play them without hesitation or research. They forgot that Fake News @CNN &amp; MSDNC wouldn’t let @FoxNews participate even a little bit in the poor ratings Democrat Debates.....,04-26-2020 21:21:02,24147,97492,false,1254520889212837890
Twitter for iPhone,....Even the Radical Left Do Nothing Democrats laughed at the Fox suggestion. No respect for the people running @FoxNews. But Fox keeps on plugging to try and become politically correct. They put RINO Paul Ryan on their Board. They hire “debate questions to Crooked Hillary”....,04-26-2020 21:21:02,13726,56116,false,1254520890991218691
Twitter for iPhone,When will all of the “reporters” who have received Noble Prizes for their work on Russia Russia Russia only to have been proven totally wrong (and in fact it was the other side who committed the crimes) be turning back their cherished “Nobles” so that they can be given....,04-26-2020 18:37:00,18708,72148,false,1254479607627231232
Twitter for iPhone,....to the REAL REPORTERS &amp; JOURNALISTS who got it right. I can give the Committee a very comprehensive list. When will the Noble Committee DEMAND the Prizes back especially since they were gotten under fraud? The reporters and Lamestream Media knew the truth all along....,04-26-2020 18:37:00,11143,46238,false,1254479608617095172
Twitter for iPhone,....Lawsuits should be brought against all including the Fake News Organizations to rectify this terrible injustice. For all of the great lawyers out there do we have any takers? When will the Noble Committee Act? Better be fast!,04-26-2020 18:37:00,12529,49443,false,1254479609472659456
Twitter for iPhone,I work from early in the morning until late at night haven’t left the White House in many months (except to launch Hospital Ship Comfort) in order to take care of Trade Deals Military Rebuilding etc. and then I read a phony story in the failing @nytimes about my work....,04-26-2020 18:28:35,30230,151639,false,1254477490678104064
Twitter for iPhone,....schedule and eating habits written by a third rate reporter who knows nothing about me. I will often be in the Oval Office late into the night &amp; read &amp; see that I am angrily eating a hamburger &amp; Diet Coke in my bedroom. People with me are always stunned. Anything to demean!,04-26-2020 18:28:35,19477,98079,false,1254477491642732552
Twitter for iPhone,The people that know me and know the history of our Country say that I am  the hardest working President in history. I don’t know about that but I am a hard worker and have probably gotten more done in the first 3 1/2 years than any President in history. The Fake News hates it!,04-26-2020 18:21:24,51585,288083,false,1254475682723307520
Twitter for iPhone,I work from early in the morning until late at night haven’t left the White House in many months (except to launch Hospital Ship Comfort) in order to take care of Trade Deals Military Rebuilding etc. and then I read a phony story in the failing @nytimes about my work.....,04-26-2020 18:17:32,3611,14772,false,1254474709674143749
Twitter for iPhone,....schedule and eating habits written by a third rate reporter who knows nothing about me. I will often be in the Oval Office late into the night &amp; read &amp; see that I am angrily eating a hamberger &amp; Diet Coke in my bedroom. People with me are always stunned. Anything to demean!,04-26-2020 18:17:32,2686,11701,false,1254474710429110273
Twitter for iPhone,.@CardinalDolan  Thank you for a great call yesterday with Catholic Leaders and a great Service today from @StPatsNYC!,04-26-2020 17:42:04,9615,54664,false,1254465783821934595
Twitter for iPhone,.@CardinalDolan  Thank you for a great call yesterday with Catholic Leaders and a great Service today from @stpatrickscath!,04-26-2020 16:11:30,4727,25892,false,1254442993446195201
Twitter for iPhone,Happy Birthday to Melania our great First Lady!,04-26-2020 16:06:42,65227,576937,false,1254441783523762182
Twitter for iPhone,Had a great call with Catholic Leaders and Educators earlier today. I will be online tomorrow at 10:15 A.M. (Eastern) for Sunday Mass celebrated by @CardinalDolan at St. Patrick’s Cathedral (@StPatsNYC) in New York City. Join me: https://t.co/pTZMmBF9hb https://t.co/iQy5iH5Lk6,04-26-2020 01:06:20,17318,82200,false,1254215201911644163
Twitter for iPhone,I never said the pandemic was a Hoax! Who would say such a thing? I said that the Do Nothing Democrats together with their Mainstream Media partners are the Hoax. They have been called out &amp; embarrassed on this even admitting they were wrong but continue to spread the lie!,04-25-2020 22:23:30,58178,280362,false,1254174221481246721
Twitter for iPhone,Remember the Cure can’t be worse than the problem itself. Be careful be safe use common sense!,04-25-2020 22:17:13,60018,332256,false,1254172638307586049
Twitter for iPhone,What is the purpose of having White House News Conferences when the Lamestream Media asks nothing but hostile questions &amp; then refuses to report the truth or facts accurately. They get record ratings &amp; the American people get nothing but Fake News. Not worth the time &amp; effort!,04-25-2020 22:01:41,53251,243458,false,1254168730898173953
Twitter for iPhone,Was just informed that the Fake News from the Thursday White House Press Conference had me speaking &amp; asking questions of Dr. Deborah Birx. Wrong I was speaking to our Laboratory expert not Deborah about sunlight etc. &amp; the CoronaVirus. The Lamestream Media is corrupt &amp; sick!,04-25-2020 20:30:42,42177,193205,false,1254145835450933249
Twitter for iPhone,If the Wall Street Journal “Editorial” writers had called as they should have they would have easily found that I was “NOT happy with the Georgia Governor on Tuesday night.” You said the opposite and got it wrong as you often do!,04-25-2020 15:59:22,23334,111834,false,1254077550541844480
Twitter for iPhone,The Do Nothing Democrats are spending much of their money on Fake Ads. I never said that the CoronaVirus is a “Hoax” I said that the Democrats and the way they lied about it are a Hoax. Also it did start with “one person from China” and then grew &amp; will be a “Miracle” end!,04-25-2020 15:06:08,33968,143077,false,1254064154954076163
Twitter for iPhone,We have now Tested more than 5 Million People. That is more than any other country in the World and even more than  all major countries combined!,04-25-2020 14:57:29,28803,166685,false,1254061979607711745
Twitter for iPhone,It is a wonderful feeling to know that our States are loaded up with Ventilators many brand new and high quality just off of our production lines and that we are now in a position to help other countries that so desperately need them. Every person needing a Ventilator got one!,04-25-2020 14:51:54,23423,125768,false,1254060573655998466
Twitter for iPhone,Just spoke to Prime Minister Abiy Ahmed Ali of Ethiopia. His Country needs Ventilators and the U.S. is in good position to help him. We will!,04-25-2020 14:10:21,27467,183219,false,1254050117767880706
Twitter for iPhone,RT @CDCgov: States tribal local &amp; territorial officials: Resources are available to help quickly identify new #COVID19 cases break chai…,04-25-2020 13:08:14,4142,0,true,1254034484460244993
Twitter for iPhone,RT @CDCgov: Tribal leaders: You can help safeguard your communities from #COVID19 during funerals and burials. Actions like social distanci…,04-25-2020 13:07:15,3370,0,true,1254034236778131461
Twitter for iPhone,RT @CDCgov: New COVID-NET data reported more than 6000 #COVID19 hospitalizations. Of these almost 2000 had race/ethnicity info. When com…,04-25-2020 13:05:51,3377,0,true,1254033884137828354
Twitter for iPhone,RT @CDCgov: Adults age 65+ and those with underlying health conditions are at higher risk for severe illness from #COVID19. Learn more in t…,04-25-2020 13:05:26,3760,0,true,1254033779317932032
Twitter for iPhone,RT @CDCgov: Looking for #CDC #COVID19 resources for sharing on social media? CDC’s social media toolkit provides free sample messages and g…,04-25-2020 13:05:16,2767,0,true,1254033739128193024
Twitter for iPhone,RT @HHSGov: As @Surgeon_General explains telemedicine doesn't just help providers deliver care during the #COVID19 outbreak – it can also…,04-25-2020 13:04:56,3969,0,true,1254033652079616003
Twitter for iPhone,RT @NIH: Plasma is the liquid part of blood. Ppl who have recovered from #COVID19 may have antibodies (proteins the immune system makes aft…,04-25-2020 13:04:25,4955,0,true,1254033523121553410
Twitter for iPhone,RT @CDCgov: We’re still learning about how #COVID19 affects animals but it appears that people can spread the virus to animals in some sit…,04-25-2020 13:04:07,4409,0,true,1254033450182610945
Twitter for iPhone,RT @DepSecHargan: ICYMI: Last week @VP announced that the administration is encouraging patients who have fully recovered from #COVID-19 to…,04-25-2020 13:03:08,3491,0,true,1254033202060156928
Twitter for iPhone,RT @CDCgov: The latest #COVIDView report shows that adults 65 and older are experiencing the highest rates of #COVID19-associated hospitali…,04-25-2020 13:02:51,3085,0,true,1254033127405740033
Twitter for iPhone,RT @CDCgov: Feeling sick? Answer a few questions about your symptoms using Clara CDC’s #Coronavirus Self-Checker to help you decide if yo…,04-25-2020 13:02:37,2932,0,true,1254033070078005249
Twitter for iPhone,RT @CDCgov: Household cleaners and disinfectants can cause health problems when not used properly. Follow the instructions on the product l…,04-25-2020 13:01:56,7282,0,true,1254032898291834880
Twitter for iPhone,Many testing sites are and have been open &amp; available. Just passed 5 Million Tests far more than any other country in the world. In fact more than all other major countries combined! Don’t believe the Fake News! https://t.co/uTSMAvj7R3,04-25-2020 12:59:20,11337,42170,false,1254032243770736642
Twitter for iPhone,Thank you to the people of Colorado for the warm and gracious notes and letters sent to me for all of the Ventilators we got for you. It was my great honor! @SenCoryGardner,04-25-2020 12:45:55,17984,112258,false,1254028869859971072
Twitter for iPhone,.@TripleH is a total winner! https://t.co/KsTHMEKeqx,04-25-2020 12:20:16,20663,105183,false,1254022414058631170
Twitter for iPhone,Thank you to William Perry Pendley of the Bureau of Land Management. Great job on @TuckerCarlson describing some of the most beautiful land in the world! @FoxNews,04-25-2020 12:14:56,11215,57681,false,1254021070379769856
Twitter for iPhone,RT @CDCgov: The latest CDC #COVIDView report with new hospitalization data on race/ethnicity by age is now available https://t.co/zP4VYlo0P…,04-25-2020 12:12:52,3409,0,true,1254020552605544448
Twitter for iPhone,RT @CDCgov: If you have diabetes you are at higher risk for getting seriously ill from #coronavirus. Learn how you can take steps to prote…,04-25-2020 12:12:10,3725,0,true,1254020376071454720
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/mLfPSV05Lj,04-24-2020 21:39:42,7484,0,true,1253800812855386113
Twitter for iPhone,I will be having a White House Press Conference today at 5:30 P.M. Thank you!,04-24-2020 20:51:16,13783,107358,false,1253788620642750464
Twitter for iPhone,https://t.co/x8Yguxf4Ks,04-24-2020 20:13:18,9256,47551,false,1253779068560039939
Twitter for iPhone,I will never let our Post Office fail. It has been mismanaged for years especially since the advent of the internet and modern-day technology. The people that work there are great and we’re going to keep them happy healthy and well!,04-24-2020 19:08:09,31358,179383,false,1253762674137149446
Twitter for iPhone,RT @HouseGOP: 🚨 President Trump just signed the Paycheck Protection Program and Health Care Enhancement Act to empower American families w…,04-24-2020 17:02:47,8162,0,true,1253731120811839488
Twitter for iPhone,RT @FinancialCmte: #BREAKING: President @RealDonaldTrump just signed legislation to support America’s #SmallBiz with additional #PPPLoans.…,04-24-2020 17:02:20,6342,0,true,1253731010665230336
Twitter for iPhone,RT @SenateGOP: ✓ SIGNEDPresident @realdonaldtrump just signed Phase 3.5 of coronavirus relief legislation into law!Here's what it inclu…,04-24-2020 17:02:05,5868,0,true,1253730946752413696
Twitter for iPhone,Great conversation with President Lenin Moreno of the Republic of Ecuador. We will be sending them desperately needed Ventilators of which we have recently manufactured many and helping them in other ways. They are fighting hard against CoronaVirus!,04-24-2020 14:59:34,17025,81935,false,1253700113383534598
Twitter for iPhone,RT @realDonaldTrump: Getting VERY good reviews of the job the Federal Government is doing on CoronaVirus. Ventilators building hospitals…,04-24-2020 14:59:24,21821,0,true,1253700072895848449
Twitter for iPhone,Just spoke to President Juan Orlando Hernandez of the Republic of Honduras. We work closely together on the Southern Border. Will be helping him with his request for Ventilators and Testing.,04-24-2020 14:59:05,14441,75587,false,1253699994516946945
Twitter for iPhone,Great conversation with President Lenin Moreno of the Republic of Equador. We will be sending them desperately needed Ventilators of which we have recently manufactured many and helping them in other ways. They are fighting hard against CoronaVirus!,04-24-2020 14:56:51,170,743,false,1253699430819250176
Twitter for iPhone,Great News! Randall Stephenson the CEO of heavily indebted AT&amp;T which owns and presides over Fake News @CNN is leaving or was forced out. Anyone who lets a garbage “network” do and say the things that CNN does should leave ASAP. Hopefully replacement will be much better!,04-24-2020 14:49:41,34693,133131,false,1253697625573990400
