Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,isRT,tco,Language,Month
@__caseygreen__ Tell him I say hello and spread the word to available men that I am a catch thank you,101,2020-05-27 18:27:47,Twitter for iPhone,0,0,sallydarr,1265711313256398848,False,,en,May
@SpencerKimbal12 @jacobtgraf You guys are too kind!!!! I will fedex a vial of my tears!!!!,90,2020-05-27 05:01:21,Twitter for iPhone,2,0,sallydarr,1265508367935684608,False,,en,May
@fjord_grub Omg hahahaha I love this,36,2020-05-27 02:28:49,Twitter for iPhone,2,0,sallydarr,1265469981606776837,False,,en,May
my new goal on tiktok is confuse as many people as possible when I show up on their fyp and they don’t know the lore of my account,130,2020-05-27 02:18:30,Twitter for iPhone,137,0,sallydarr,1265467384455929863,False,,en,May
Chattanooga was number five on a list of places most likely to have the next big outbreak 😌✨,92,2020-05-27 00:14:38,Twitter for iPhone,18,0,sallydarr,1265436211407192064,False,,en,May
@unforGRETAble13 Hahahaha ily!!!,32,2020-05-26 14:11:58,Twitter for iPhone,0,0,sallydarr,1265284544971800578,False,,en,May
@bfineee I’ve peaked,20,2020-05-26 03:45:30,Twitter for iPhone,0,0,sallydarr,1265126892593721345,False,,en,May
@tpwkhoneysugar bae 🥺🥰,22,2020-05-26 03:45:23,Twitter for iPhone,2,0,sallydarr,1265126863686565890,False,,en,May
@feistymouse_17 I love you say it back,38,2020-05-25 21:42:37,Twitter for iPhone,1,1,sallydarr,1265035568762834949,False,,en,May
@aliciaberri 🥰🥰🥰,16,2020-05-25 04:09:54,Twitter for iPhone,1,0,sallydarr,1264770642815193089,False,,en,May
@hautexharry Brilliant idea,27,2020-05-24 17:10:07,Twitter for iPhone,1,0,sallydarr,1264604603104051200,False,,en,May
a paper comparing and contrasting Josie and The Pussycats and Zoolander and their use of mind control to increase consumerism,125,2020-05-24 15:25:57,Twitter for iPhone,25,0,sallydarr,1264578391132561408,False,,en,May
@legitpat Indeed!!!,19,2020-05-24 03:19:19,Twitter for iPhone,0,0,sallydarr,1264395527531237376,False,,en,May
@LegendRising12 Thank you Jared 😌✨,34,2020-05-24 03:19:13,Twitter for iPhone,1,0,sallydarr,1264395499551023107,False,,en,May
thank you to the people that sent me this screen recording hahaha,65,2020-05-24 02:03:07,Twitter for iPhone,23,0,sallydarr,1264376349319462912,False,,en,May
how do I put this on my resume can  this get me a job,77,2020-05-24 02:02:52,Twitter for iPhone,200,2,sallydarr,1264376287625347077,False,https://t.co/PSssmdZ8Ef,en,May
@kenzhahn HAHAHA omg I freaked our for a split second,53,2020-05-24 01:56:34,Twitter for iPhone,1,0,sallydarr,1264374702342131712,False,,en,May
amazing how I don’t care if you go to a restaurant and you let us know in the caption that the tables are 6 feet apart 😌✨,121,2020-05-23 16:29:46,Twitter for iPhone,47,0,sallydarr,1264232063206592514,False,,en,May
@fknlizard omg thank you but not better than anyone!!! just a gal online,72,2020-05-21 23:11:07,Twitter Web App,1,0,sallydarr,1263608291009138688,False,,en,May
@aliciaberri omg thank you but dont!!!,38,2020-05-21 23:10:08,Twitter Web App,5,0,sallydarr,1263608043306131456,False,,en,May
@hannaloria this is true love,29,2020-05-21 19:40:00,Twitter for iPhone,1,1,sallydarr,1263555157847146500,False,,en,May
@nomichaelbrooks hello 😎,24,2020-05-21 18:40:54,Twitter for iPhone,0,0,sallydarr,1263540287537897472,False,,en,May
when are they coming out with platform blundstones,50,2020-05-21 17:06:56,Twitter for iPhone,8,1,sallydarr,1263516637925445634,False,,en,May
@win_so_low interesting honestly I have some beef with pants,60,2020-05-21 00:12:14,Twitter for iPhone,5,0,sallydarr,1263261281827655683,False,,en,May
what’s a topic I can talk about for 10-15 minutes for a youtube video? I’m just going to talk to the camera  again I enjoyed it last time,137,2020-05-21 00:09:34,Twitter for iPhone,23,0,sallydarr,1263260610399264777,False,,en,May
@AsmusEmilee Hahaha hi hello,28,2020-05-20 23:12:08,Twitter for iPhone,1,0,sallydarr,1263246157607841792,False,,en,May
shots shots shots,41,2020-05-20 21:49:23,Twitter for iPhone,12,0,sallydarr,1263225331449806848,False,https://t.co/U5xzz6qxhf,en,May
@_carsy_ Hahahha you’re welcome and thank you 🥺💕,48,2020-05-20 16:52:37,Twitter for iPhone,1,0,sallydarr,1263150648993943559,False,,en,May
I would have started crying on demand in front of men years ago if I knew this was a thing,114,2020-05-20 06:00:12,Twitter for iPhone,45,0,sallydarr,1262986464406667266,False,https://t.co/t43mHk94CF,en,May
ahhhh yes I’ve done a dangerous thing,61,2020-05-20 05:55:45,Twitter for iPhone,38,1,sallydarr,1262985342430392320,False,https://t.co/t0fOQILELw,en,May
@TheGreatFatsby_ this is some deep digging to find out my love for sonic diet cherry limeades,93,2020-05-20 05:54:00,Twitter for iPhone,1,0,sallydarr,1262984902754123776,False,,en,May
this is queen shit stream Jojo Siwa My World,68,2020-05-20 04:54:14,Twitter for iPhone,44,5,sallydarr,1262969860033839109,False,https://t.co/Ln4qBXEgxB,en,May
@reedkavner omg thank you 💕,27,2020-05-19 16:05:00,Twitter for iPhone,2,0,sallydarr,1262776278538760194,False,,en,May
@ceilidh_belnap 🥺 thank you so kind,35,2020-05-19 15:09:56,Twitter for iPhone,1,0,sallydarr,1262762421648834565,False,,en,May
@brittriedinger HAHA,20,2020-05-19 04:28:41,Twitter for iPhone,0,0,sallydarr,1262601041876602886,False,,en,May
@goinbackto_CALI don’t thank me!!! Thank my parents!!!!,55,2020-05-19 02:04:45,Twitter for iPhone,1,0,sallydarr,1262564820009828352,False,,en,May
new video up!!! go crazy!!!,52,2020-05-18 20:33:54,Twitter for iPhone,17,1,sallydarr,1262481559652896769,False,https://t.co/fdnGHHvoyr,en,May
he has a serious girlfriend I know but the opportunity was there and I took it sorry,84,2020-05-18 18:17:26,Twitter for iPhone,12,0,sallydarr,1262447217211736066,False,,en,May
I have an idea it’s called “marriage”,61,2020-05-18 18:16:52,Twitter for iPhone,48,1,sallydarr,1262447076924952578,False,https://t.co/PUO76UCybc,en,May
@behrensgracee OMG HAHAHA,25,2020-05-18 03:24:41,Twitter for iPhone,1,0,sallydarr,1262222548789575680,False,,en,May
but where’s bae 🥺,41,2020-05-18 03:16:30,Twitter for iPhone,30,1,sallydarr,1262220488656461824,False,https://t.co/M8WZ02CKwJ,en,May
no hominy cereal on the market what’s with that,47,2020-05-18 00:05:27,Twitter for iPhone,4,0,sallydarr,1262172412260626437,False,,en,May
@mmg721 Hansen’s is dead last in this sorry not sorry,53,2020-05-17 22:58:17,Twitter for iPhone,1,0,sallydarr,1262155508666023937,False,,en,May
@JoeWehnert Nah that part is real,33,2020-05-16 17:00:46,Twitter for iPhone,3,0,sallydarr,1261703148277825538,False,,en,May
@montefisto13 HA,16,2020-05-16 17:00:29,Twitter for iPhone,1,0,sallydarr,1261703077230522378,False,,en,May
sometimes it concerns me when people don’t realize I’m playing a character in my videos and they comment “is this real????”,123,2020-05-16 16:54:02,Twitter for iPhone,62,0,sallydarr,1261701451782504448,False,,en,May
@chrissyteigen can u tell my man that my recipe is still valid no matter the moisture level,115,2020-05-16 00:32:01,Twitter for iPhone,8,0,sallydarr,1261454321696116736,False,https://t.co/n7WsJMPpRC,en,May
@LariElizabethh thank you too kind 🥺💕,37,2020-05-15 23:47:24,Twitter for iPhone,1,0,sallydarr,1261443091099156480,False,,en,May
@_carsy_ yes I search my name on here what of it,48,2020-05-14 15:16:46,Twitter for iPhone,4,0,sallydarr,1260952198705549318,False,,en,May
@EmmaAlaina thank you so kind 😇💕,32,2020-05-14 15:16:00,Twitter for iPhone,1,0,sallydarr,1260952007520784386,False,,en,May
@EmmaAlaina omg bae 🥺💕,22,2020-05-14 11:28:00,Twitter for iPhone,1,0,sallydarr,1260894629135888384,False,,en,May
@TabileMR @jandressanabria No clue honestly!! but yeah this one did well which is so funny I never expected it to,113,2020-05-14 11:26:45,Twitter for iPhone,1,0,sallydarr,1260894314424602624,False,,en,May
$15-20 for these,40,2020-05-14 00:47:57,Twitter for iPhone,53,9,sallydarr,1260733554016890882,False,https://t.co/q3rJgKHZIU,en,May
@georgedidnt Omg,16,2020-05-14 00:39:10,Twitter for iPhone,1,0,sallydarr,1260731345732546562,False,,en,May
"summer plans: record conversations with my family and turn our dialogue into script pages, become a mumblecore slore",116,2020-05-13 01:32:11,Twitter for iPhone,20,0,sallydarr,1260382298538639363,False,,en,May
@thecutelilpups Omg hi!!! Welcome!! thank you 🥺🥰,48,2020-05-12 13:31:14,Twitter for iPhone,1,0,sallydarr,1260200867908792321,False,,en,May
@hautexharry plz let me know your review I’ve always wanted to do this,70,2020-05-12 05:41:18,Twitter for iPhone,0,0,sallydarr,1260082603996205056,False,,en,May
@AVanHeusden15 Loving the hbo binge content we’re getting,57,2020-05-10 15:16:14,Twitter for iPhone,1,0,sallydarr,1259502514782814209,False,,en,May
I love @birbigs,39,2020-05-09 19:37:03,Twitter for iPhone,6,0,sallydarr,1259205763345629186,False,https://t.co/WKOpsi37nt,en,May
,23,2020-05-09 17:54:30,Twitter Web App,5,0,sallydarr,1259179957336657921,False,https://t.co/gmJMyxDPac,en,May
if you're bored go browse smeg's collaboration with dolce &amp; gabbana,95,2020-05-09 17:52:00,Twitter Web App,23,3,sallydarr,1259179325967958017,False,https://t.co/C7gElqtAd8,en,May
i need to finish my exams so i can watch 1000+ episodes of degrassi on their youtube channel truly a gift to have that access,125,2020-05-09 17:07:27,Twitter Web App,20,2,sallydarr,1259168113351892999,False,,en,May
@georgedidnt Thank you,22,2020-05-09 15:08:46,Twitter for iPhone,1,0,sallydarr,1259138246866604033,False,,en,May
I hate the term over-sharing most things need to be shared step up and reveal your baggage people!!!!,101,2020-05-09 06:32:57,Twitter for iPhone,69,5,sallydarr,1259008435951144966,False,,en,May
I am  s t r e s s  eating,25,2020-05-08 20:38:26,Twitter for iPhone,29,1,sallydarr,1258858821012905984,False,,en,May
another day just hoping bo burnham is doing well 💫,50,2020-05-08 18:14:44,Twitter for iPhone,46,3,sallydarr,1258822657979621380,False,,en,May
@montefisto13 HA,16,2020-05-08 00:15:07,Twitter for iPhone,0,0,sallydarr,1258550966137188352,False,,en,May
i mostly hate it,16,2020-05-07 21:06:50,Twitter Web App,8,0,sallydarr,1258503581793234953,False,,en,May
okay you know what's crazy is that one song can make me think of a certain person and that SAME song can make that person think of a different person like lmao i hate that but also kind of cool,193,2020-05-07 21:00:14,Twitter Web App,26,1,sallydarr,1258501922467778564,False,,en,May
this is my spotify,42,2020-05-07 20:20:12,Twitter Web App,4,0,sallydarr,1258491845543432192,False,https://t.co/sS4SBFjMC7,en,May
@obermydeadbody I need this on a sticker,40,2020-05-07 05:08:27,Twitter for iPhone,2,0,sallydarr,1258262396096917504,False,,en,May
I cry on demand in all of my tiktoks now so in the future y’all won’t know if my tears are real or fake 😎 no one will ever know what’s truly in my heart 🧚‍♀️✨💕🌈🖕🏻,162,2020-05-07 04:51:20,Twitter for iPhone,51,0,sallydarr,1258258088974528513,False,,en,May
@paigemrw Bae 🥰🥰🥰,17,2020-05-06 20:59:26,Twitter for iPhone,1,0,sallydarr,1258139334051536903,False,,en,May
Everyone here is too kind I don’t deserve y’all,47,2020-05-06 20:06:52,Twitter for iPhone,8,0,sallydarr,1258126105229373440,False,,en,May
yes,27,2020-05-06 19:41:22,Twitter for iPhone,57,1,sallydarr,1258119686572650496,False,https://t.co/PAsAzA14L0,en,May
@latinsuperstar @whoweekly Can confirm I’m a wholigan,53,2020-05-06 19:37:34,Twitter for iPhone,2,0,sallydarr,1258118731483447296,False,,en,May
@emmkick @juliannakearn 🥺🥺🥺,27,2020-05-06 19:35:30,Twitter for iPhone,0,0,sallydarr,1258118208957136899,False,,en,May
Vogue I’m waiting by the phone,54,2020-05-06 19:35:10,Twitter for iPhone,10,0,sallydarr,1258118126832701445,False,https://t.co/Qp20a4SLhi,en,May
i often think about how glenn close and i were in the same high school a cappella group bad bitches only,104,2020-05-06 17:13:47,Twitter Web App,11,0,sallydarr,1258082545738092545,False,,en,May
no one cares but I used to be obsessed with going on long walks in the morning and that habit has since died but I have started my morning strolls again and it’s really the best way to start your day go for a morning stroll guys and play some Pokémon Go or Wizards Unite,270,2020-05-06 15:54:46,Twitter for iPhone,32,0,sallydarr,1258062660098306051,False,,en,May
@itsTJD it is a gem!!! shout it from the rooftops!!,51,2020-05-05 20:14:11,Twitter Web App,1,0,sallydarr,1257765557270720519,False,,en,May
@guptaspeaking @chrisfromonline AS SOON AS HE SAID HIS GF WAS FROM SLIGO WE KNEW IT WOULD BE HER I WAS SO EXCITED TO SEE HOW HOT SHE WOULD LOOK,143,2020-05-04 02:03:27,Twitter for iPhone,3,0,sallydarr,1257128677135069185,False,,en,May
girls that find guys who drink spiked seltzer unattractive are cancelled,72,2020-05-03 01:09:48,Twitter for iPhone,19,0,sallydarr,1256752785699332099,False,,en,May
@demiiwhiffin Yes the agreement is that there are worse I could do is #1 and anyone who thinks otherwise needs to listen again,126,2020-05-03 00:18:52,Twitter for iPhone,0,0,sallydarr,1256739970552864768,False,,en,May
@demiiwhiffin forgive me I’m having a heated discussion with my family about the soundtrack,91,2020-05-03 00:12:03,Twitter for iPhone,0,0,sallydarr,1256738254159851520,False,,en,May
locals think beauty school dropout is the best song from grease,63,2020-05-03 00:08:19,Twitter for iPhone,13,1,sallydarr,1256737313138360331,False,,en,May
Uncut Gems (2019),41,2020-05-02 20:24:11,Twitter for iPhone,73,1,sallydarr,1256680910784729088,False,https://t.co/UC1zu6xDBn,en,May
@guptaspeaking Over achiever!!!,31,2020-05-02 01:47:06,Twitter for iPhone,0,0,sallydarr,1256399784275050497,False,,en,May
@guptaspeaking omfg send me pages when you’re done,50,2020-05-02 00:47:47,Twitter for iPhone,2,0,sallydarr,1256384859381141507,False,,en,May
Cat is number 1 on the call sheet,57,2020-05-02 00:16:07,Twitter for iPhone,4,0,sallydarr,1256376890107088897,False,https://t.co/4jYSpBmfUp,en,May
@IkeSpeaks not if you know it's coming from the candle,54,2020-05-01 22:06:14,Twitter Web App,5,0,sallydarr,1256344205082968066,False,,en,May
a candle that smells like gasoline,34,2020-05-01 22:04:15,Twitter Web App,39,1,sallydarr,1256343702726938630,False,,en,May
@jackadraper @SuperYakiStuff omg,32,2020-05-01 21:51:52,Twitter Web App,0,0,sallydarr,1256340585889349634,False,,en,May
@guptaspeaking okay stop bullying me I’ll watch it,50,2020-04-30 21:43:48,Twitter for iPhone,2,0,sallydarr,1255976171348676612,False,,en,April
if your friends text about you while you are in the room with them they are not your friends send tweet,103,2020-04-30 20:51:28,Twitter Web App,9,0,sallydarr,1255962999602515968,False,,en,April
I mean I’d still have one though,32,2020-04-30 20:13:50,Twitter for iPhone,8,0,sallydarr,1255953528285286401,False,,en,April
simply not in impressed by movie theaters in people’s houses because the appeal of theaters is that they are outside of the house,129,2020-04-30 20:13:29,Twitter for iPhone,41,0,sallydarr,1255953439630282753,False,,en,April
do you have people debating rocks and minerals in your comments? didn’t think so 😎,106,2020-04-29 23:00:34,Twitter for iPhone,36,0,sallydarr,1255633100270338048,False,https://t.co/U3Y2zlvNh9,en,April
I used to tell people that I love school but have since realized I hate school I like school when I get to be social but I hate school when it’s me alone in a room doing work I need to bother people I can’t not bother people and enjoy learning they go hand in hand let me poke you,280,2020-04-29 22:27:27,Twitter for iPhone,35,0,sallydarr,1255624769078095872,False,,en,April
is this video a sin,43,2020-04-29 01:59:57,Twitter for iPhone,11,0,sallydarr,1255315856663482368,False,https://t.co/WUZMKO5ko3,en,April
@tereborng damn skinny pop it is for now,40,2020-04-28 23:04:41,Twitter for iPhone,1,0,sallydarr,1255271747185754112,False,,en,April
I get weak when I think of hot movie theater popcorn and m&amp;ms that’s an itch that homemade popcorn can’t scratch,116,2020-04-28 22:37:03,Twitter for iPhone,52,2,sallydarr,1255264794938130433,False,,en,April
@dianamsf @catcmckinney when worlds collide,43,2020-04-28 20:21:20,Twitter Web App,2,0,sallydarr,1255230641899216897,False,,en,April
@catcmckinney i had no clue there was one either until after i posted a tiktok referencing him and i found out from my comments section he is very much real!!,158,2020-04-28 20:03:43,Twitter Web App,1,0,sallydarr,1255226209513938944,False,,en,April
@ChrisKlemens can you put the 3rd property brother in one of these or any photo on my instagram thank you insta is @sallydarrgriffin,156,2020-04-28 19:35:24,Twitter Web App,2,0,sallydarr,1255219082825273345,False,https://t.co/FMpwA2gp6T,en,April
I have to write pages but all I want to do is watch the lil peep documentary for the third time,95,2020-04-27 17:48:32,Twitter for iPhone,5,0,sallydarr,1254829801073979392,False,,en,April
I comment this every single time someone brings it up and I hope one day people will genuinely start to believe it and it gets back to Adam and then we are forced to meet and take a family photo 💕,220,2020-04-27 04:18:30,Twitter for iPhone,37,0,sallydarr,1254625946847653888,False,https://t.co/xiRjJUXM8t,en,April
@sup_marge omg hi I hope I don’t keep you up at night,53,2020-04-27 02:17:29,Twitter for iPhone,0,0,sallydarr,1254595495126761473,False,,en,April
@legitpat i am writing the DDR scene in my feature and the children will be dancing to Long Train Runnin' by the Doobie Brothers,128,2020-04-27 00:09:05,Twitter Web App,1,0,sallydarr,1254563178664599554,False,,en,April
lmao why does chloe tings include so many plank up downs imma file a complaint,78,2020-04-26 23:17:25,Twitter for iPhone,9,0,sallydarr,1254550179094593538,False,,en,April
influencers getting HBOmax PR packages I was made for that shit I’ll be an influencer if it means I get a game of thrones chess board and raisinets just say the magic word “clout”,179,2020-04-26 17:41:41,Twitter for iPhone,24,0,sallydarr,1254465688145625089,False,,en,April
"i needed taylor swift's ""i forgot that you existed' to come out a year earlier than it did",90,2020-04-25 21:16:26,Twitter Web App,20,1,sallydarr,1254157344377901056,False,,en,April
and say THANK YOU when they are a good enough friend to call you out!!!!,96,2020-04-25 19:59:39,Twitter for iPhone,12,0,sallydarr,1254138018782490624,False,https://t.co/GlAWRpoqR7,en,April
@chrisfromonline god idk you’ll feel high anyway save your colorox wipe blunts for later,88,2020-04-25 19:43:10,Twitter for iPhone,2,0,sallydarr,1254133872566177793,False,,en,April
RHONY is quality television this season,39,2020-04-25 17:16:52,Twitter for iPhone,2,0,sallydarr,1254097055611576320,False,,en,April
kind of bitch to unscrew the lid on the parmesan at a pizza place,65,2020-04-25 15:25:37,Twitter for iPhone,16,0,sallydarr,1254069059118866434,False,,en,April
stream The Midnight Gospel on Netflix,37,2020-04-25 15:20:00,Twitter for iPhone,12,1,sallydarr,1254067645776887809,False,,en,April
@AVanHeusden15 this is true friendship 💫,40,2020-04-25 04:08:45,Twitter for iPhone,1,0,sallydarr,1253898719226933248,False,,en,April
@IkeSpeaks I’m a witch,22,2020-04-25 00:52:43,Twitter for iPhone,1,0,sallydarr,1253849386792222721,False,,en,April
@guptaspeaking it’s true she’s my mom,37,2020-04-25 00:50:14,Twitter for iPhone,0,0,sallydarr,1253848758510661642,False,,en,April
@carathegreatt HAHAHA this is my audition tape from now until forever,69,2020-04-24 21:28:04,Twitter Web App,1,0,sallydarr,1253797885344448513,False,,en,April
fine. I’ll open up about my jade roller on Twitter.,75,2020-04-24 21:25:19,Twitter for iPhone,54,6,sallydarr,1253797191271034880,False,https://t.co/U5nCmwls6Q,en,April
@tereborng I can’t say I’m an expert enough to tell you yes or no but I enjoyed it!,83,2020-04-24 20:14:11,Twitter for iPhone,0,0,sallydarr,1253779291424333828,False,,en,April
"okay my mom informed me that she took my older sister to see A Little Princess in theaters, and she cried so hard at the ending. My mom thinks this is why she never showed it to my other sister and me. devastating.",214,2020-04-24 19:59:33,Twitter for iPhone,9,0,sallydarr,1253775607252627456,False,,en,April
@tereborng I LOVED it. It is a quality children’s movie!!!,58,2020-04-24 19:58:04,Twitter for iPhone,0,0,sallydarr,1253775235414925313,False,,en,April
A Little Princess is my favorite childhood movie even though I didn't watch it until I was 23 I feel so sad for baby sally darr you missed out,142,2020-04-24 19:48:09,Twitter Web App,12,0,sallydarr,1253772737316827139,False,,en,April
@ayyshelbyyy He’s so chaotic I kinda love it,44,2020-04-24 12:17:35,Twitter for iPhone,1,0,sallydarr,1253659351610466305,False,,en,April
it’s come to my attention that REAL jade rollers are about 500 dollars and my 20 dollar one from amazon is fake. I’ll be accepting donations on my myspace.,155,2020-04-24 05:44:34,Twitter for iPhone,30,0,sallydarr,1253560444951891969,False,,en,April
in need of another amanda knox documentary i've seen them all even the lifetime movie with hayden panettiere i just want someone to repackage those goods for my entertainment why is this my favorite murder case,210,2020-04-23 15:44:46,Twitter Web App,6,0,sallydarr,1253349099820253184,False,,en,April
about to run out of my trader joe's hand cream and i wake up to an email that glossier came out with some hand cream stop making me want to buy things,150,2020-04-23 15:20:08,Twitter Web App,8,0,sallydarr,1253342901150650371,False,,en,April
@IkeSpeaks u comin with,23,2020-04-23 02:41:14,Twitter Web App,0,0,sallydarr,1253151919121596418,False,,en,April
"before i die i will go to hamelin, germany and be a rat lured by the pied piper",103,2020-04-22 22:38:15,Twitter Web App,29,2,sallydarr,1253090770057379841,False,https://t.co/7o6Si0cWJP,en,April
Minus the Victorian I need a new bar,60,2020-04-22 17:32:55,Twitter for iPhone,2,0,sallydarr,1253013931905384448,False,https://t.co/b37mkKjkN5,en,April
Netflix making Space Force before Trump makes a Space Force,83,2020-04-22 16:04:33,Twitter for iPhone,7,0,sallydarr,1252991692598321153,False,https://t.co/2wG5FbR5WK,en,April
@ayyshelbyyy omg same I was in zoom class and I had to lean out of frame my face was in shock,93,2020-04-22 01:06:29,Twitter for iPhone,1,0,sallydarr,1252765687354982400,False,,en,April
i'm unwell,34,2020-04-21 20:47:32,Twitter Web App,19,0,sallydarr,1252700519619067904,False,https://t.co/yHIQprOZiB,en,April
@chrisfromonline i enjoy it,27,2020-04-21 19:23:55,Twitter Web App,0,0,sallydarr,1252679476674211841,False,,en,April
mr. peanut butter. how perfect. @BoJackHorseman,71,2020-04-21 16:41:20,Twitter Web App,13,0,sallydarr,1252638561469415424,False,https://t.co/uIxPO7mnQM,en,April
@tiaFTW it’s my favorite part of morning routine vlogs it’s so interesting,74,2020-04-20 03:32:49,Twitter for iPhone,1,0,sallydarr,1252077735817641984,False,,en,April
i went with brown do not advise,31,2020-04-20 02:14:05,Twitter Web App,8,0,sallydarr,1252057920633790464,False,,en,April
i'm about to fuck it up and buy some wallabees i miss them but what color plz advise,108,2020-04-20 01:19:31,Twitter Web App,15,0,sallydarr,1252044191988924416,False,https://t.co/1UpsaK5xtr,en,April
i can come back from this i swear,57,2020-04-19 23:22:52,Twitter Web App,8,0,sallydarr,1252014833274425344,False,https://t.co/1x0tEmxCn5,en,April
@natalibanducci @kylemooney HAHA OMG CONGRATS,45,2020-04-19 21:14:53,Twitter for iPhone,1,0,sallydarr,1251982625478193153,False,,en,April
we love you mom,39,2020-04-19 18:30:45,Twitter for iPhone,12,0,sallydarr,1251941320073138177,False,https://t.co/NnRDtDb7mv,en,April
i want it plz a moment of silence for the fact that i'll never have it,94,2020-04-19 04:58:22,Twitter Web App,13,0,sallydarr,1251736878463823873,False,https://t.co/kVAojhXMtZ,en,April
"the cultural relevance of ""wake me up when september ends""",58,2020-04-19 01:34:59,Twitter Web App,26,0,sallydarr,1251685693358845954,False,,en,April
@guptaspeaking oh shit people say i look like franklin,54,2020-04-19 01:23:46,Twitter Web App,1,0,sallydarr,1251682872043474946,False,,en,April
kacey my queen,14,2020-04-19 00:15:36,Twitter Web App,12,3,sallydarr,1251665716576739329,False,,en,April
@alllihoff bae 🥺🥰,17,2020-04-18 15:45:06,Twitter for iPhone,2,0,sallydarr,1251537246752247809,False,,en,April
it seems the tiktok algorithm likes me again knock on wood,58,2020-04-18 15:41:29,Twitter for iPhone,19,0,sallydarr,1251536333702651904,False,,en,April
@yuungpharaoh thank you Bassem,30,2020-04-18 14:39:51,Twitter for iPhone,2,0,sallydarr,1251520826681286656,False,,en,April
new podcast episode out!!! Spend time with @AVanHeusden15 and me as we shoot the shit 😗👏🏻 Club C-47 on iTunes and Spotify!!,147,2020-04-18 03:38:04,Twitter for iPhone,9,1,sallydarr,1251354281678168064,False,https://t.co/cNgwYSmuu5,en,April
@TylerTheBearJew wow amazing that makes me so happy 🥰,53,2020-04-18 03:04:01,Twitter for iPhone,1,0,sallydarr,1251345712610258950,False,,en,April
@hautexharry this is what it looked like from the preview but is it still good??!,81,2020-04-18 02:53:41,Twitter for iPhone,0,0,sallydarr,1251343113995653121,False,,en,April
@TylerTheBearJew thank you 🥺🥰,29,2020-04-18 02:53:41,Twitter for iPhone,1,0,sallydarr,1251343112800272384,False,,en,April
