Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,isRT,tco,Language,Month
2.8million children a week are receiving meals they otherwise wouldn’t have during this lockdown because of YOUR help. I couldn’t have done any of this without the help of you all and @fareshare (2),198,2020-05-25 18:41:10,Twitter for iPhone,2561,199,MarcusRashford,1264989907052826627,False,,en,May
"Wouldn’t normally share these types of things but this certificate is not just for me, it belongs to you all. Each and every one of you that has contributed the few £s you can, you’ve all made a huge difference (1)",238,2020-05-25 18:40:59,Twitter for iPhone,26097,2170,MarcusRashford,1264989857622999043,False,https://t.co/tyTg3hOKze,en,May
@ManUtd 😎🤩,10,2020-05-25 18:03:22,Twitter for iPhone,1741,36,MarcusRashford,1264980394048458759,False,,en,May
♥️,26,2020-05-25 17:57:31,Twitter for iPhone,2397,124,MarcusRashford,1264978921910603778,False,https://t.co/k0lno5JQcz,en,May
One of my first modelling jobs as a kid 🤣 check out the eyebrow 😫😂,90,2020-05-25 12:14:28,Twitter for iPhone,6442,252,MarcusRashford,1264892587309178880,False,https://t.co/YDCzLG0PD9,en,May
"For anyone that watched my @GQMagazine piece, mum just sent me the back of the @KelloggsUKI cereal box 🤣🤩 I was so excited to get this job cos it meant I could take my friends to any swimming bath in Manchester for free 😁",245,2020-05-25 11:58:53,Twitter for iPhone,4581,212,MarcusRashford,1264888667660857344,False,https://t.co/K2ooF8htAJ,en,May
@ManUtd KING,12,2020-05-24 09:56:07,Twitter for iPhone,8557,244,MarcusRashford,1264495385533452288,False,,en,May
@gillymelvinbear @ManUtd Great shirt Mason! Hope you had the best birthday ♥️,77,2020-05-23 20:00:26,Twitter for iPhone,1794,30,MarcusRashford,1264285079611879425,False,,en,May
@ewere247 Happy birthday buddy ♥️,33,2020-05-23 19:59:54,Twitter for iPhone,13,2,MarcusRashford,1264284943515082759,False,,en,May
@EliteLabile Relaxxxx! I appreciate you,39,2020-05-22 19:42:47,Twitter for iPhone,391,15,MarcusRashford,1263918247436574720,False,,en,May
@Chris8698_ @UtdLew Leave him alone Chris. Thanks for the message Lewis 💪🏾,74,2020-05-22 19:36:44,Twitter for iPhone,179,7,MarcusRashford,1263916726703534080,False,,en,May
@ManUtd @vancole9 ❤️,20,2020-05-22 19:27:36,Twitter for iPhone,2944,67,MarcusRashford,1263914427625152513,False,,en,May
@UtdLew Appreciate it!,22,2020-05-22 19:27:00,Twitter for iPhone,579,13,MarcusRashford,1263914277062225920,False,,en,May
@Idowuemmanuel39 @GQMagazine All good mate. You?,48,2020-05-22 19:26:46,Twitter for iPhone,23,2,MarcusRashford,1263914215917658113,False,,en,May
@Amar_B03 ❤️,12,2020-05-22 19:10:52,Twitter for iPhone,258,4,MarcusRashford,1263910215403134978,False,,en,May
@Ralpho97 Thanks Ralph!,23,2020-05-22 19:10:20,Twitter for iPhone,380,3,MarcusRashford,1263910081395150848,False,,en,May
@sirwalexy @ManUtd Thanks mate 👊🏾,33,2020-05-22 19:10:02,Twitter for iPhone,171,3,MarcusRashford,1263910005788549120,False,,en,May
Ready for my 10 essentials with @GQMagazine ? Check it out 👇🏾,110,2020-05-22 18:43:42,Twitter for iPhone,1703,135,MarcusRashford,1263903379694256129,False,https://t.co/7NJejsni5t,en,May
♥️,26,2020-05-22 16:54:27,Twitter for iPhone,16225,867,MarcusRashford,1263875883732959234,False,https://t.co/3T49FrISoI,en,May
♥️ Manchester Together 🐝💙,25,2020-05-22 08:31:02,Twitter for iPhone,56488,4663,MarcusRashford,1263749197578321920,False,,en,May
"@ScottLennon18 @GQMagazine Well done for getting your girlfriend in their mate, bonus points! 👊🏾",96,2020-05-21 18:11:54,Twitter for iPhone,484,4,MarcusRashford,1263532986869432320,False,,en,May
So I was asked by @GQMagazine to do a piece where I select my 10 essential items. Basically 10 things I wouldn’t want to live without 🤔 From 1-10 list yours 👇🏾 Go!,163,2020-05-21 18:06:58,Twitter for iPhone,5917,256,MarcusRashford,1263531748312440832,False,,en,May
@ManUtd 😂🤣 how am I supposed to compete with that pic of Becks 👀,64,2020-05-21 13:43:13,Twitter for iPhone,10247,331,MarcusRashford,1263465371132203010,False,,en,May
@Daz_moon Hmmm does he want to ask me a question and I’ll get it answered? Drop it in my DM,91,2020-05-21 10:52:56,Twitter for iPhone,536,4,MarcusRashford,1263422520637755392,False,,en,May
Take that for a throwback shot 😁♥️,58,2020-05-21 10:42:25,Twitter for iPhone,60014,4274,MarcusRashford,1263419870621904896,False,https://t.co/YVwUbhXAtF,en,May
♥️,26,2020-05-20 14:56:24,Twitter for iPhone,2595,93,MarcusRashford,1263121401600450560,False,https://t.co/qeMTarunPj,en,May
Morning! ☀️,11,2020-05-20 08:57:28,Twitter for iPhone,17958,693,MarcusRashford,1263031073698648066,False,,en,May
♥️,26,2020-05-19 12:42:43,Twitter for iPhone,2658,92,MarcusRashford,1262725369444151296,False,https://t.co/GRPwAZDLGU,en,May
@HayleyArchiMum Happy birthday Ryan!,36,2020-05-19 09:20:52,Twitter for iPhone,172,0,MarcusRashford,1262674574254182409,False,,en,May
If anyone needs a pick me up this morning...,68,2020-05-19 09:15:07,Twitter for iPhone,9429,644,MarcusRashford,1262673126938349568,False,https://t.co/uy6eLadKUl,en,May
@tanishajasmine6 Pasta. You?,28,2020-05-18 20:36:48,Twitter for iPhone,1007,15,MarcusRashford,1262482291726733313,False,,en,May
@ManUtd @luisnani King of the knuckleball 😎,43,2020-05-18 19:39:44,Twitter for iPhone,4894,166,MarcusRashford,1262467928529780741,False,,en,May
@Cally_Davy 😏,13,2020-05-18 19:27:25,Twitter for iPhone,204,2,MarcusRashford,1262464830419722241,False,,en,May
@BillingtonKarl Not quite,25,2020-05-18 19:27:00,Twitter for iPhone,94,1,MarcusRashford,1262464723649540096,False,,en,May
@oe25978 I scrolled down your twitter and still have no clue lol 🤷🏾‍♂️,70,2020-05-18 19:26:53,Twitter for iPhone,382,3,MarcusRashford,1262464694306160640,False,,en,May
"Find out on my Facebook where I chat to @andy_murray about finishing college, debuts, mentality, etc.
Ps, some of you were right 👍🏾♥️",157,2020-05-18 18:10:39,Twitter for iPhone,7026,410,MarcusRashford,1262445510469791754,False,https://t.co/rGOgvW9qGh,en,May
@Tuvicakinde @BigDaveSave I finished of course! Had to finish it up at the training ground but I got it done 💪🏾,111,2020-05-18 17:26:06,Twitter for iPhone,449,9,MarcusRashford,1262434300072517633,False,,en,May
"@BigDaveSave Yep, I only had 2 months left when I got my debut!",63,2020-05-18 17:23:51,Twitter for iPhone,534,12,MarcusRashford,1262433732155150336,False,,en,May
@MUFCZEKI Hi 👋🏾,15,2020-05-18 17:21:41,Twitter for iPhone,603,2,MarcusRashford,1262433188552626176,False,,en,May
@BigDaveSave I know! Auto correct! 😤,36,2020-05-18 17:21:08,Twitter for iPhone,465,4,MarcusRashford,1262433049259769857,False,,en,May
@youngnizzy6 Thank you very much 🤓🤣,35,2020-05-18 17:20:49,Twitter for iPhone,430,5,MarcusRashford,1262432971048574978,False,,en,May
"Bit of trivia this Monday.
What course did I study at college?
Go 👇🏾",68,2020-05-18 17:13:57,Twitter for iPhone,13145,533,MarcusRashford,1262431240273014784,False,,en,May
"@LeeChristian01 Yesss little man, get it!! 💪🏾🤩",46,2020-05-17 13:16:22,Twitter for iPhone,290,3,MarcusRashford,1262009064877428737,False,,en,May
@leocimmino33 Good work bro. Your dad is an absolute vibe 😎🤣,60,2020-05-17 12:15:37,Twitter for iPhone,1015,19,MarcusRashford,1261993776958013446,False,,en,May
Found the video 👍🏾👊🏾,44,2020-05-17 12:13:37,Twitter for iPhone,49516,4666,MarcusRashford,1261993274497208325,False,https://t.co/3j0AO5KJ4g,en,May
@btsportfootball This actually cracked me up 🤣,46,2020-05-17 12:11:03,Twitter for iPhone,1024,17,MarcusRashford,1261992625835474944,False,,en,May
@RepeatCya Yep 😉,16,2020-05-17 11:58:09,Twitter for iPhone,53,3,MarcusRashford,1261989381558149121,False,,en,May
Deserved a retweet 🔥 I used to do the exact same thing on the patch of grass in front of the house when I was the same age. Keep practicing little man ♥️,177,2020-05-17 11:56:10,Twitter for iPhone,4246,293,MarcusRashford,1261988882612092934,False,https://t.co/fuE9xrzndZ,en,May
@Storyte39111719 ♥️,19,2020-05-17 11:51:56,Twitter for iPhone,13,1,MarcusRashford,1261987817154121729,False,,en,May
"@SayNoMore33 @btsport Haha things are looking good mate, just taking each day as it comes. Working hard 💪🏾",106,2020-05-17 11:51:00,Twitter for iPhone,342,6,MarcusRashford,1261987580415000578,False,,en,May
"Logging on to @btsport ... 😬
Hope everyone’s having a great Sunday! ♥️",70,2020-05-17 11:48:39,Twitter for iPhone,5877,203,MarcusRashford,1261986988665614336,False,,en,May
@wjhowe86 I’ll drop you a DM and get you sorted Will 👍🏾,55,2020-05-17 11:46:25,Twitter for iPhone,33,1,MarcusRashford,1261986426687762432,False,,en,May
@danielmc7 Yesss go on little man!! 🔥,37,2020-05-17 11:43:30,Twitter for iPhone,441,9,MarcusRashford,1261985694123274240,False,,en,May
"@ConorGriffin77 Happy birthday Killian, have a great day buddy. Love the shirt 😉♥️",82,2020-05-17 11:37:11,Twitter for iPhone,907,25,MarcusRashford,1261984102892343301,False,,en,May
@LeeRoyFishwick Oh noooo bless her haha 😍,41,2020-05-17 11:36:21,Twitter for iPhone,19,2,MarcusRashford,1261983892506017793,False,,en,May
"@btsportfootball Oh my days, I actually can’t wait 😬",52,2020-05-16 12:02:58,Twitter for iPhone,7345,268,MarcusRashford,1261628206446186498,False,,en,May
@AndyADurrant Happy birthday Artem! Have a great day x,54,2020-05-15 16:13:28,Twitter for iPhone,429,5,MarcusRashford,1261328856704827393,False,,en,May
@shanepostlethw4 Well I’ll wish you one now then. Happy birthday Shane! 👍🏾,74,2020-05-15 15:49:13,Twitter for iPhone,39,2,MarcusRashford,1261322752335716354,False,,en,May
"Sharing this with you because it’s not just for me, it’s for all of you that have got involved. I can’t thank you enough ♥️

For further info, link is in my bio x",186,2020-05-15 12:30:00,Twitter for iPhone,1635,116,MarcusRashford,1261272621712375809,False,https://t.co/oo55AAAuQH,en,May
Thank you all for the support you have given me during this difficult time. I know you all have your own individual struggles and it really means a lot that you have joined me on this journey ♥️ (4),198,2020-05-15 12:28:20,Twitter for iPhone,2105,102,MarcusRashford,1261272198670626816,False,,en,May
We have a big fight on our hands here! We have done an incredible job getting this far but there are still so many more vulnerable children to reach and I won’t stop until we are reaching as many as physically possible. (3),223,2020-05-15 12:27:50,Twitter for iPhone,1643,102,MarcusRashford,1261272075936956417,False,,en,May
"I launched my campaign with @FareShareUK 8 weeks ago. Today, we are supplying 2.8million meals a week for vulnerable people across the UK. Meals they wouldn’t otherwise have. And you all deserve a HUGE thank you! (2)",216,2020-05-15 12:27:23,Twitter for iPhone,1615,168,MarcusRashford,1261271960174104576,False,,en,May
"Guys, according to a report by the Food Foundation, 200,000 children in Britain have missed meals during lockdown because families ‘could not access food’. 500,000 more who rely on free school meals are receiving no substitute at all... how?? (1)",246,2020-05-15 12:26:43,Twitter for iPhone,10218,997,MarcusRashford,1261271793538605057,False,,en,May
@alinanesiuluta I do! 😉,23,2020-05-15 12:04:56,Twitter for iPhone,57,2,MarcusRashford,1261266309947559936,False,,en,May
"Happy birthday @andy_murray 
Have a good day mate 👊🏾",52,2020-05-15 11:26:24,Twitter for iPhone,6305,202,MarcusRashford,1261256613157011458,False,,en,May
I want Round 2 @andy_murray 😤 I’ve underperformed 😂,75,2020-05-14 17:08:26,Twitter for iPhone,2719,201,MarcusRashford,1260980300764581888,False,https://t.co/sFgQagkH4V,en,May
@rktoday123 Keep practicing Evan!,33,2020-05-14 14:14:32,Twitter for iPhone,58,3,MarcusRashford,1260936538063433730,False,,en,May
@isakasprem04 Stay strong pal! ♥️,33,2020-05-14 11:31:41,Twitter for iPhone,1024,23,MarcusRashford,1260895555498147840,False,,en,May
@WiJayWhelan My good friend Travis Johnson unbelievable talent 👍🏾,65,2020-05-14 09:58:10,Twitter for iPhone,482,9,MarcusRashford,1260872021703041025,False,,en,May
@Breezy_Be_Boss About 10 I think 👍🏾,35,2020-05-14 09:52:30,Twitter for iPhone,144,4,MarcusRashford,1260870595119636481,False,,en,May
Blessing the timeline with a little throwback this Thursday ♥️☺️,88,2020-05-14 07:39:34,Twitter for iPhone,49282,3421,MarcusRashford,1260837142902771712,False,https://t.co/5CLEhbd31X,en,May
@FIFAWorldCup @RomeluLukaku9 Hope you had a great day bro!,58,2020-05-14 07:15:21,Twitter for iPhone,509,7,MarcusRashford,1260831047618625542,False,,en,May
@DAVIDLUFC_ Sorry about that...,31,2020-05-13 19:41:45,Twitter for iPhone,44,2,MarcusRashford,1260656496393633792,False,,en,May
@SamMason9 What a cutie! You’re doing a great job mate,54,2020-05-13 18:06:57,Twitter for iPhone,122,1,MarcusRashford,1260632638584508416,False,,en,May
@venga_123 Good luck!,21,2020-05-13 18:05:51,Twitter for iPhone,126,4,MarcusRashford,1260632362246909957,False,,en,May
@jjackson_90 Good man!,22,2020-05-13 18:05:30,Twitter for iPhone,30,1,MarcusRashford,1260632275206713344,False,,en,May
@AJRManUTD @ManUtd Keep practicing little man x,47,2020-05-13 18:04:20,Twitter for iPhone,116,2,MarcusRashford,1260631982171729920,False,,en,May
@CharlotteKnig18 Yep,20,2020-05-13 18:04:07,Twitter for iPhone,63,1,MarcusRashford,1260631928329449472,False,,en,May
@GarethCKelly Thanks mate,25,2020-05-13 18:04:01,Twitter for iPhone,27,1,MarcusRashford,1260631902899310593,False,,en,May
@bobbyegg7 So sorry to hear that mate x,39,2020-05-13 18:03:23,Twitter for iPhone,77,2,MarcusRashford,1260631744358879234,False,,en,May
@Annemariemarsh7 Haha I’m sure you’re doing a great job,55,2020-05-13 18:02:51,Twitter for iPhone,36,1,MarcusRashford,1260631608417280001,False,,en,May
@CharlieMcknig10 Not bad at all mate thank you,46,2020-05-13 18:00:46,Twitter for iPhone,50,2,MarcusRashford,1260631084062191616,False,,en,May
@jazmin_shor Hope it went well!,31,2020-05-13 18:00:22,Twitter for iPhone,355,6,MarcusRashford,1260630982249590794,False,,en,May
@iIIuminatezara Happy belated birthday pal,42,2020-05-13 18:00:10,Twitter for iPhone,201,2,MarcusRashford,1260630931850878977,False,,en,May
@AdrianPal38 💪🏾💪🏾🤩♥️,20,2020-05-13 17:59:28,Twitter for iPhone,96,0,MarcusRashford,1260630755807563778,False,,en,May
@MaugerHeath Best of luck!,26,2020-05-13 17:58:57,Twitter for iPhone,46,1,MarcusRashford,1260630626987913217,False,,en,May
@halls_kitchen Good thanks mate!,32,2020-05-13 17:58:32,Twitter for iPhone,51,1,MarcusRashford,1260630520851030018,False,,en,May
@Maria__Sharo Keep that focus!,30,2020-05-13 17:57:43,Twitter for iPhone,120,3,MarcusRashford,1260630316412219392,False,,en,May
Everyone had a good day?,24,2020-05-13 17:56:05,Twitter for iPhone,23243,1000,MarcusRashford,1260629906163142656,False,,en,May
@BrianBanksFREE 🙌🏾👊🏾,20,2020-05-11 18:57:55,Twitter for iPhone,21,0,MarcusRashford,1259920689789841410,False,,en,May
"Hi everyone, I keep seeing tweets asking me what I’m watching at the mo. You have to watch @brianbanksmovie on @netflix 🙌🏾
Thank me later! @BrianBanksFREE what a story!",168,2020-05-11 17:10:32,Twitter for iPhone,4799,217,MarcusRashford,1259893664874201092,False,,en,May
@ChampionsLeague @ThierryHenry 🤤,32,2020-05-11 11:45:40,Twitter for iPhone,5408,249,MarcusRashford,1259811909332762624,False,,en,May
@SuperNordufus Good luck! You’ll smash it 👊🏾,44,2020-05-11 09:33:22,Twitter for iPhone,69,3,MarcusRashford,1259778616507932672,False,,en,May
@OllyDelderfield Morning 👋🏾,27,2020-05-11 09:33:01,Twitter for iPhone,43,1,MarcusRashford,1259778530101125120,False,,en,May
"@jjkershaw76 I’m good man, hope you are too!",44,2020-05-11 09:23:34,Twitter for iPhone,56,1,MarcusRashford,1259776151821725696,False,,en,May
@rahulshahggmu Good job you got one then 😉,42,2020-05-11 09:23:00,Twitter for iPhone,97,3,MarcusRashford,1259776006837198854,False,,en,May
Let’s make this week a good week. Happy Monday everyone! ♥️,59,2020-05-11 09:21:18,Twitter for iPhone,15477,877,MarcusRashford,1259775578779123713,False,,en,May
@SimeonRiley Thanks bro 👊🏾,26,2020-05-10 17:03:16,Twitter for iPhone,10,1,MarcusRashford,1259529448417824770,False,,en,May
"@iamvictor_7 Good man, hope you are too!",40,2020-05-10 10:33:50,Twitter for iPhone,231,2,MarcusRashford,1259431445778567171,False,,en,May
@gpnightingale Yes buddy 👊🏾,27,2020-05-10 10:27:21,Twitter for iPhone,160,2,MarcusRashford,1259429815633031168,False,,en,May
It’s not Mother’s Day in the UK today but seeing a lot of people celebrating it on my timeline. A big Happy Mother’s Day to all of you!! ♥️,139,2020-05-10 10:21:23,Twitter for iPhone,26872,1836,MarcusRashford,1259428310888656896,False,,en,May
@_hepzibah @MUFC__Eunan Not true is it! 😉,41,2020-05-08 12:55:49,Twitter for iPhone,136,2,MarcusRashford,1258742401058906114,False,,en,May
"Flashback Friday in celebration of Deaf Awareness Week. I’m getting there slowly but surely ♥️

Not sure why this isn’t taught in schools 🤷🏾‍♂️",167,2020-05-08 12:46:39,Twitter for iPhone,5728,399,MarcusRashford,1258740096267886592,False,https://t.co/mji60mxhT9,en,May
Wanted to take a decent pic without the dogs getting involved. This was the best we could do...🧐🥰 Happy Friday everyone!,144,2020-05-08 09:36:58,Twitter for iPhone,32657,1743,MarcusRashford,1258692360382418944,False,https://t.co/XvZI4OMJLn,en,May
@ann_khloe10 @ManUtd Good morning! Have a good day!,51,2020-05-08 08:08:10,Twitter for iPhone,1093,27,MarcusRashford,1258670010026909696,False,,en,May
@ManUtd 🐐♥️,11,2020-05-08 08:02:11,Twitter for iPhone,6458,265,MarcusRashford,1258668505823686656,False,,en,May
@DanWills_7 @PHolmes89 Well next time say hello!,48,2020-05-07 20:33:08,Twitter for iPhone,51,4,MarcusRashford,1258495099811565568,False,,en,May
@harshsxm Keep on it bro 👊🏾,27,2020-05-07 20:29:56,Twitter for iPhone,620,1,MarcusRashford,1258494295998451732,False,,en,May
@vigneshbabuji This show is crazy right!,40,2020-05-07 20:27:27,Twitter for iPhone,310,2,MarcusRashford,1258493672389296130,False,,en,May
@Jeremiahoriola New episodes of The Last Dance 👍🏾,49,2020-05-07 20:23:18,Twitter for iPhone,394,2,MarcusRashford,1258492626271195138,False,,en,May
@meindoshihu Now? 👋🏾,20,2020-05-07 20:22:09,Twitter for iPhone,279,8,MarcusRashford,1258492337904214016,False,,en,May
@amyblonde Happy birthday Sam!! Hope you have a great day! Make sure you give your superstar mum a hug from me. Thank you for all you do Amy ♥️,143,2020-05-07 20:21:08,Twitter for iPhone,536,11,MarcusRashford,1258492082731261952,False,,en,May
@HaarisMal Yep,14,2020-05-07 20:16:00,Twitter for iPhone,1629,8,MarcusRashford,1258490791447744512,False,,en,May
@Jamalimam_ 😂,13,2020-05-07 20:15:23,Twitter for iPhone,513,0,MarcusRashford,1258490632982589440,False,,en,May
@jackhorseyy Me too 👊🏾,22,2020-05-07 20:15:10,Twitter for iPhone,598,6,MarcusRashford,1258490581074038790,False,,en,May
@daniellejmufc Great show 👍🏾,28,2020-05-07 20:14:57,Twitter for iPhone,492,1,MarcusRashford,1258490526514532355,False,,en,May
What’s everyone watching tonight?,33,2020-05-07 20:11:31,Twitter for iPhone,21279,889,MarcusRashford,1258489661527396352,False,,en,May
@nickclarkeIP @ManUtd Nice setup you have there pal,51,2020-05-05 17:56:20,Twitter for iPhone,1758,33,MarcusRashford,1257730865775423501,False,,en,May
"Not quite Oscar worthy but anything I can do to help. Happy to support the @coopuk @FareShareUK campaign.
Click on link to find out more: 

Have a good day everyone!",212,2020-05-05 07:01:45,Twitter for iPhone,9353,887,MarcusRashford,1257566132745224199,False,https://t.co/27ObYIWBR7,en,May
@Luke_cullen2002 No need for Day 43 👍🏾,38,2020-05-03 14:42:22,Twitter for iPhone,6750,177,MarcusRashford,1256957276616876037,False,,en,May
@jibis13 Happy birthday!!,25,2020-05-03 13:39:34,Twitter for iPhone,467,11,MarcusRashford,1256941471137255424,False,,en,May
@thecarlydenton I’ll make sure there is a focus on balance!,59,2020-05-03 13:18:59,Twitter for iPhone,27,2,MarcusRashford,1256936293038198784,False,,en,May
@shwetabhraj Have a good Sunday mate 👊🏾,39,2020-05-03 13:18:17,Twitter for iPhone,536,11,MarcusRashford,1256936114641940480,False,,en,May
Thanks everyone for your help. Filming at home Tuesday. Will let you know how it goes. Enjoy your Sunday ♥️,107,2020-05-03 13:03:49,Twitter for iPhone,1847,45,MarcusRashford,1256932476049645570,False,,en,May
@Sonia767 @cbbc Ah memories!,28,2020-05-03 11:37:55,Twitter for iPhone,231,4,MarcusRashford,1256910857671499776,False,,en,May
@jordanwhitey93 Haha morning mate,33,2020-05-03 10:04:26,Twitter for iPhone,16,1,MarcusRashford,1256887330700492800,False,,en,May
@englandcricket @JofraArcher 🌟✨,31,2020-05-03 10:03:40,Twitter for iPhone,166,5,MarcusRashford,1256887138467155968,False,,en,May
"Ok so far we have:
Get the heart rate going, focus on balance, try not to use equipment and just make it fun.
Am I missing anything?",132,2020-05-03 09:57:39,Twitter for iPhone,2990,76,MarcusRashford,1256885624981852162,False,,en,May
"@Mike_Phelan_1 @mikeclegg_msc Mike, I’m listening 🤓",51,2020-05-03 09:52:21,Twitter for iPhone,205,5,MarcusRashford,1256884289582649346,False,,en,May
@OBU_JoeFoy @cbbc Thanks man!,29,2020-05-03 09:48:59,Twitter for iPhone,91,5,MarcusRashford,1256883445952897031,False,,en,May
@alexjb12345567 @cbbc Thank you!,32,2020-05-03 09:47:49,Twitter for iPhone,54,1,MarcusRashford,1256883150002806784,False,,en,May
@Prem2014 @cbbc Definitely! That’s the plan 👍🏾,46,2020-05-03 09:47:31,Twitter for iPhone,256,4,MarcusRashford,1256883074052362242,False,,en,May
@Deancunny @cbbc @MonkeyKello Any advice Mike?,46,2020-05-03 09:46:47,Twitter for iPhone,135,5,MarcusRashford,1256882892355108865,False,,en,May
@Mike_Phelan_1 you must have some advice 🙏🏾,43,2020-05-03 09:45:35,Twitter for iPhone,2391,50,MarcusRashford,1256882590285529089,False,,en,May
"Good morning!!

I have some homework and I need help from any PE teachers following me. @cbbc have asked me to pull together a PE session. I obviously know how to warm up but what else do I need? Is it all about cardio? 

Help please 🙏🏾 I want to get this right.",262,2020-05-03 09:43:52,Twitter for iPhone,10731,518,MarcusRashford,1256882155415842816,False,,en,May
@MUFCPereira @xrMount No longer my friend 😏,43,2020-05-02 16:30:58,Twitter for iPhone,257,3,MarcusRashford,1256622218987085825,False,,en,May
@tfosumensah @vomaronline Yes Tim 👊🏾,36,2020-05-02 16:14:20,Twitter for iPhone,1780,30,MarcusRashford,1256618032107065344,False,,en,May
To the Academy Players 🗣,48,2020-05-02 16:04:43,Twitter for iPhone,28548,2447,MarcusRashford,1256615612748566529,False,https://t.co/PgszKFuatu,en,May
Happy birthday Becks ♥️🐐,48,2020-05-02 08:45:59,Twitter for iPhone,77725,5457,MarcusRashford,1256505202590527489,False,https://t.co/llZqzRggqM,en,May
