Source,Tweets,Date,RTs,Favourites,isRT,id_str,tco,Language,Month,Quarter,TweetsTokenized
Twitter for iPhone,Why should the people and taxpayers of America be bailing out poorly run states (like Illinois as example) and cities in all cases Democrat run and managed when most of the other states are not looking for bailout help? I am open to discussing anything but just asking?,2020-04-27 14:41,46815,216450,False,1.25e+18,,en,April,Q2,"['people', 'taxpayers', 'america', 'bailing', 'poorly', 'run', 'states', 'illinois', 'example', 'cities', 'cases', 'democrat', 'run', 'managed', 'states', 'looking', 'bailout', 'help', 'discussing', 'anything', 'asking']"
Twitter for iPhone,FAKE NEWS THE ENEMY OF THE PEOPLE!,2020-04-27 13:48,80443,395135,False,1.25e+18,,en,April,Q2,"['fake', 'news', 'enemy', 'people']"
Twitter for iPhone,There has never been in the history of our Country a more vicious or hostile Lamestream Media than there is right now even in the midst of a National Emergency the Invisible Enemy!,2020-04-27 13:41,47492,216088,False,1.25e+18,,en,April,Q2,"['history', 'country', 'vicious', 'hostile', 'lamestream', 'media', 'midst', 'national', 'emergency', 'invisible', 'enemy']"
Twitter for iPhone,Blame the Democrats for any “lateness” in your Enhanced Unemployment Insurance. I wanted the money to be paid directly they insisted it be paid by states for distribution. I told them this would happen especially with many states which have old computers.,2020-04-27 12:20,43593,176280,False,1.25e+18,,en,April,Q2,"['blame', 'democrats', 'lateness', 'enhanced', 'unemployment', 'insurance', 'wanted', 'money', 'paid', 'directly', 'insisted', 'paid', 'states', 'distribution', 'told', 'especially', 'states', 'old', 'computers']"
Twitter for iPhone,So true!,2020-04-27 1:42,27199,136021,False,1.25e+18,https://t.co/fyJgDBuKzM,en,April,Q2,[]
Twitter for iPhone,American citizens! We were long ahead of Dems who were all against the BAN.,2020-04-27 1:06,16234,61899,False,1.25e+18,https://t.co/SQOLi46tEf,en,April,Q2,"['american', 'citizens', 'ahead', 'dems', 'ban']"
Twitter for iPhone,Great!,2020-04-27 0:59,11937,54471,False,1.25e+18,https://t.co/YxWd5QJpga,en,April,Q2,['great']
Twitter for iPhone,They are one of the worst in the “news” business. Total slime balls!,2020-04-27 0:22,14328,56887,False,1.25e+18,https://t.co/puXf1ldMTS,en,April,Q2,"['worst', 'news', 'business', 'slime', 'balls']"
Twitter for iPhone,They asked me to be at West Point on June 13th. &amp; I will be there!,2020-04-27 0:19,13486,57825,False,1.25e+18,https://t.co/NFHItMBbKy,en,April,Q2,"['asked', 'west', 'point', 'june', '13th']"
Twitter for iPhone,Laura just another Fake News Report!,2020-04-27 0:14,10075,44282,False,1.25e+18,https://t.co/Kya7NViNRB,en,April,Q2,"['laura', 'another', 'fake', 'news', 'report']"
Twitter for iPhone,Does anybody get the meaning of what a so-called Noble (not Nobel) Prize is especially as it pertains to Reporters and Journalists? Noble is defined as “having or showing fine personal qualities or high moral principles and ideals.” Does sarcasm ever work?,2020-04-26 22:54,32658,176226,False,1.25e+18,,en,April,Q2,"['anybody', 'meaning', 'socalled', 'noble', 'nobel', 'prize', 'especially', 'pertains', 'reporters', 'journalists', 'noble', 'defined', 'showing', 'fine', 'personal', 'qualities', 'high', 'moral', 'principles', 'ideals', 'sarcasm', 'work']"
Twitter for iPhone,Reports that H.H.S. Secretary @AlexAzar is going to be “fired” by me are Fake News. The Lamestream Media knows this but they are desperate to create the perception of chaos &amp; havoc in the minds of the public. They never even called to ask. Alex is doing an excellent job!,2020-04-26 21:53,23239,92249,False,1.25e+18,,en,April,Q2,"['reports', 'hhs', 'secretary', '@alexazar', 'fired', 'fake', 'news', 'lamestream', 'media', 'knows', 'desperate', 'create', 'perception', 'chaos', 'havoc', 'minds', 'public', 'called', 'ask', 'alex', 'excellent', 'job']"
Twitter for iPhone,....fraud @donnabrazile (and others who are even worse). Chris Wallace is nastier to Republicans than even Deface the Nation or Sleepy Eyes. The people who are watching @FoxNews in record numbers (thank you President Trump) are angry. They want an alternative now. So do I!,2020-04-26 21:21,17502,70084,False,1.25e+18,,en,April,Q2,"['fraud', '@donnabrazile', 'worse', 'chris', 'wallace', 'nastier', 'republicans', 'deface', 'nation', 'sleepy', 'eyes', 'people', 'watching', '@foxnews', 'record', 'numbers', 'thank', 'president', 'trump', 'angry', 'alternative']"
Twitter for iPhone,.@FoxNews just doesn’t get what’s happening! They are being fed Democrat talking points and they play them without hesitation or research. They forgot that Fake News @CNN &amp; MSDNC wouldn’t let @FoxNews participate even a little bit in the poor ratings Democrat Debates.....,2020-04-26 21:21,24147,97492,False,1.25e+18,,en,April,Q2,"['@foxnews', 'whats', 'happening', 'fed', 'democrat', 'talking', 'points', 'play', 'without', 'hesitation', 'research', 'forgot', 'fake', 'news', '@cnn', 'msdnc', 'wouldnt', '@foxnews', 'participate', 'little', 'bit', 'poor', 'ratings', 'democrat', 'debates']"
Twitter for iPhone,....Even the Radical Left Do Nothing Democrats laughed at the Fox suggestion. No respect for the people running @FoxNews. But Fox keeps on plugging to try and become politically correct. They put RINO Paul Ryan on their Board. They hire “debate questions to Crooked Hillary”....,2020-04-26 21:21,13726,56116,False,1.25e+18,,en,April,Q2,"['radical', 'left', 'do_nothing', 'democrats', 'laughed', 'fox', 'suggestion', 'respect', 'people', 'running', '@foxnews', 'fox', 'keeps', 'plugging', 'try', 'become', 'politically', 'correct', 'put', 'rino', 'paul', 'ryan', 'board', 'hire', 'debate', 'questions', 'crooked', 'hillary']"
Twitter for iPhone,When will all of the “reporters” who have received Noble Prizes for their work on Russia Russia Russia only to have been proven totally wrong (and in fact it was the other side who committed the crimes) be turning back their cherished “Nobles” so that they can be given....,2020-04-26 18:37,18708,72148,False,1.25e+18,,en,April,Q2,"['reporters', 'received', 'noble', 'prizes', 'work', 'russia', 'russia', 'russia', 'proven', 'totally', 'wrong', 'fact', 'side', 'committed', 'crimes', 'turning', 'cherished', 'nobles', 'given']"
Twitter for iPhone,....to the REAL REPORTERS &amp; JOURNALISTS who got it right. I can give the Committee a very comprehensive list. When will the Noble Committee DEMAND the Prizes back especially since they were gotten under fraud? The reporters and Lamestream Media knew the truth all along....,2020-04-26 18:37,11143,46238,False,1.25e+18,,en,April,Q2,"['real', 'reporters', 'journalists', 'give', 'committee', 'comprehensive', 'list', 'noble', 'committee', 'demand', 'prizes', 'especially', 'gotten', 'fraud', 'reporters', 'lamestream', 'media', 'truth', 'along']"
Twitter for iPhone,....Lawsuits should be brought against all including the Fake News Organizations to rectify this terrible injustice. For all of the great lawyers out there do we have any takers? When will the Noble Committee Act? Better be fast!,2020-04-26 18:37,12529,49443,False,1.25e+18,,en,April,Q2,"['lawsuits', 'brought', 'fake', 'news', 'organizations', 'rectify', 'terrible', 'injustice', 'great', 'lawyers', 'takers', 'noble', 'committee', 'act']"
Twitter for iPhone,I work from early in the morning until late at night haven’t left the White House in many months (except to launch Hospital Ship Comfort) in order to take care of Trade Deals Military Rebuilding etc. and then I read a phony story in the failing @nytimes about my work....,2020-04-26 18:28,30230,151639,False,1.25e+18,,en,April,Q2,"['work', 'early', 'morning', 'late', 'night', 'havent', 'left', 'white', 'house', 'months', 'except', 'launch', 'hospital', 'ship', 'comfort', 'order', 'take', 'care', 'trade', 'deals', 'military', 'rebuilding', 'etc', 'phony', 'story', 'failing', '@nytimes', 'work']"
Twitter for iPhone,....schedule and eating habits written by a third rate reporter who knows nothing about me. I will often be in the Oval Office late into the night &amp; read &amp; see that I am angrily eating a hamburger &amp; Diet Coke in my bedroom. People with me are always stunned. Anything to demean!,2020-04-26 18:28,19477,98079,False,1.25e+18,,en,April,Q2,"['schedule', 'eating', 'habits', 'written', 'third', 'rate', 'reporter', 'knows', 'nothing', 'often', 'oval', 'office', 'late', 'night', 'angrily', 'eating', 'hamburger', 'diet', 'coke', 'bedroom', 'people', 'stunned', 'anything', 'demean']"
Twitter for iPhone,The people that know me and know the history of our Country say that I am  the hardest working President in history. I don’t know about that but I am a hard worker and have probably gotten more done in the first 3 1/2 years than any President in history. The Fake News hates it!,2020-04-26 18:21,51585,288083,False,1.25e+18,,en,April,Q2,"['people', 'history', 'country', 'hardest', 'working', 'president', 'history', 'hard', 'worker', 'probably', 'gotten', '3', '12', 'president', 'history', 'fake', 'news', 'hates']"
Twitter for iPhone,I work from early in the morning until late at night haven’t left the White House in many months (except to launch Hospital Ship Comfort) in order to take care of Trade Deals Military Rebuilding etc. and then I read a phony story in the failing @nytimes about my work.....,2020-04-26 18:17,3611,14772,False,1.25e+18,,en,April,Q2,"['work', 'early', 'morning', 'late', 'night', 'havent', 'left', 'white', 'house', 'months', 'except', 'launch', 'hospital', 'ship', 'comfort', 'order', 'take', 'care', 'trade', 'deals', 'military', 'rebuilding', 'etc', 'phony', 'story', 'failing', '@nytimes', 'work']"
Twitter for iPhone,....schedule and eating habits written by a third rate reporter who knows nothing about me. I will often be in the Oval Office late into the night &amp; read &amp; see that I am angrily eating a hamberger &amp; Diet Coke in my bedroom. People with me are always stunned. Anything to demean!,2020-04-26 18:17,2686,11701,False,1.25e+18,,en,April,Q2,"['schedule', 'eating', 'habits', 'written', 'third', 'rate', 'reporter', 'knows', 'nothing', 'often', 'oval', 'office', 'late', 'night', 'angrily', 'eating', 'hamberger', 'diet', 'coke', 'bedroom', 'people', 'stunned', 'anything', 'demean']"
Twitter for iPhone,.@CardinalDolan  Thank you for a great call yesterday with Catholic Leaders and a great Service today from @StPatsNYC!,2020-04-26 17:42,9615,54664,False,1.25e+18,,en,April,Q2,"['@cardinaldolan', 'thank', 'great', 'call', 'yesterday', 'catholic', 'leaders', 'great', 'service', '@stpatsnyc']"
Twitter for iPhone,.@CardinalDolan  Thank you for a great call yesterday with Catholic Leaders and a great Service today from @stpatrickscath!,2020-04-26 16:11,4727,25892,False,1.25e+18,,en,April,Q2,"['@cardinaldolan', 'thank', 'great', 'call', 'yesterday', 'catholic', 'leaders', 'great', 'service', '@stpatrickscath']"
Twitter for iPhone,Happy Birthday to Melania our great First Lady!,2020-04-26 16:06,65227,576937,False,1.25e+18,,en,April,Q2,"['happy', 'birthday', 'melania', 'great', 'lady']"
Twitter for iPhone,Had a great call with Catholic Leaders and Educators earlier today. I will be online tomorrow at 10:15 A.M. (Eastern) for Sunday Mass celebrated by @CardinalDolan at St. Patrick’s Cathedral (@StPatsNYC) in New York City. Join me:,2020-04-26 1:06,17318,82200,False,1.25e+18,https://t.co/pTZMmBF9hb,en,April,Q2,"['great', 'call', 'catholic', 'leaders', 'educators', 'earlier', 'online', 'tomorrow', '1015', 'eastern', 'sunday', 'mass', 'celebrated', '@cardinaldolan', 'st', 'patricks', 'cathedral', '@stpatsnyc', 'new_york', 'city', 'join']"
Twitter for iPhone,I never said the pandemic was a Hoax! Who would say such a thing? I said that the Do Nothing Democrats together with their Mainstream Media partners are the Hoax. They have been called out &amp; embarrassed on this even admitting they were wrong but continue to spread the lie!,2020-04-25 22:23,58178,280362,False,1.25e+18,,en,April,Q2,"['pandemic', 'hoax', 'thing', 'do_nothing', 'democrats', 'together', 'mainstream', 'media', 'partners', 'hoax', 'called', 'embarrassed', 'admitting', 'wrong', 'continue', 'spread', 'lie']"
Twitter for iPhone,Remember the Cure can’t be worse than the problem itself. Be careful be safe use common sense!,2020-04-25 22:17,60018,332256,False,1.25e+18,,en,April,Q2,"['remember', 'cure', 'cant', 'worse', 'problem', 'careful', 'safe', 'use', 'common', 'sense']"
Twitter for iPhone,What is the purpose of having White House News Conferences when the Lamestream Media asks nothing but hostile questions &amp; then refuses to report the truth or facts accurately. They get record ratings &amp; the American people get nothing but Fake News. Not worth the time &amp; effort!,2020-04-25 22:01,53251,243458,False,1.25e+18,,en,April,Q2,"['purpose', 'white', 'house', 'news', 'conferences', 'lamestream', 'media', 'asks', 'nothing', 'hostile', 'questions', 'refuses', 'report', 'truth', 'facts', 'accurately', 'record', 'ratings', 'american', 'people', 'nothing', 'fake', 'news', 'worth', 'effort']"
Twitter for iPhone,Was just informed that the Fake News from the Thursday White House Press Conference had me speaking &amp; asking questions of Dr. Deborah Birx. Wrong I was speaking to our Laboratory expert not Deborah about sunlight etc. &amp; the CoronaVirus. The Lamestream Media is corrupt &amp; sick!,2020-04-25 20:30,42177,193205,False,1.25e+18,,en,April,Q2,"['informed', 'fake', 'news', 'thursday', 'white', 'house', 'press', 'conference', 'speaking', 'asking', 'questions', 'dr', 'deborah', 'birx', 'wrong', 'speaking', 'laboratory', 'expert', 'deborah', 'sunlight', 'etc', 'coronavirus', 'lamestream', 'media', 'corrupt', 'sick']"
Twitter for iPhone,If the Wall Street Journal “Editorial” writers had called as they should have they would have easily found that I was “NOT happy with the Georgia Governor on Tuesday night.” You said the opposite and got it wrong as you often do!,2020-04-25 15:59,23334,111834,False,1.25e+18,,en,April,Q2,"['wall', 'street', 'journal', 'editorial', 'writers', 'called', 'easily', 'found', 'happy', 'georgia', 'governor', 'tuesday', 'night', 'opposite', 'wrong', 'often']"
Twitter for iPhone,The Do Nothing Democrats are spending much of their money on Fake Ads. I never said that the CoronaVirus is a “Hoax” I said that the Democrats and the way they lied about it are a Hoax. Also it did start with “one person from China” and then grew &amp; will be a “Miracle” end!,2020-04-25 15:06,33968,143077,False,1.25e+18,,en,April,Q2,"['do_nothing', 'democrats', 'spending', 'money', 'fake', 'ads', 'coronavirus', 'hoax', 'democrats', 'lied', 'hoax', 'start', 'person', 'china', 'grew', 'miracle', 'end']"
Twitter for iPhone,We have now Tested more than 5 Million People. That is more than any other country in the World and even more than  all major countries combined!,2020-04-25 14:57,28803,166685,False,1.25e+18,,en,April,Q2,"['tested', '5', 'million', 'people', 'country', 'world', 'major', 'countries', 'combined']"
Twitter for iPhone,It is a wonderful feeling to know that our States are loaded up with Ventilators many brand new and high quality just off of our production lines and that we are now in a position to help other countries that so desperately need them. Every person needing a Ventilator got one!,2020-04-25 14:51,23423,125768,False,1.25e+18,,en,April,Q2,"['wonderful', 'feeling', 'states', 'loaded', 'ventilators', 'brand', 'new', 'high', 'quality', 'production', 'lines', 'position', 'help', 'countries', 'desperately', 'person', 'needing', 'ventilator']"
Twitter for iPhone,Just spoke to Prime Minister Abiy Ahmed Ali of Ethiopia. His Country needs Ventilators and the U.S. is in good position to help him. We will!,2020-04-25 14:10,27467,183219,False,1.25e+18,,en,April,Q2,"['spoke', 'prime', 'minister', 'abiy', 'ahmed', 'ali', 'ethiopia', 'country', 'needs', 'ventilators', 'good', 'position', 'help']"
Twitter for iPhone,Many testing sites are and have been open &amp; available. Just passed 5 Million Tests far more than any other country in the world. In fact more than all other major countries combined! Don’t believe the Fake News!,2020-04-25 12:59,11337,42170,False,1.25e+18,https://t.co/uTSMAvj7R3,en,April,Q2,"['testing', 'sites', 'available', 'passed', '5', 'million', 'tests', 'country', 'world', 'fact', 'major', 'countries', 'combined', 'believe', 'fake', 'news']"
Twitter for iPhone,Thank you to the people of Colorado for the warm and gracious notes and letters sent to me for all of the Ventilators we got for you. It was my great honor! @SenCoryGardner,2020-04-25 12:45,17984,112258,False,1.25e+18,,en,April,Q2,"['thank', 'people', 'colorado', 'warm', 'gracious', 'notes', 'letters', 'sent', 'ventilators', 'great', 'honor', '@sencorygardner']"
Twitter for iPhone,.@TripleH is a total winner!,2020-04-25 12:20,20663,105183,False,1.25e+18,https://t.co/KsTHMEKeqx,en,April,Q2,"['@tripleh', 'winner']"
Twitter for iPhone,Thank you to William Perry Pendley of the Bureau of Land Management. Great job on @TuckerCarlson describing some of the most beautiful land in the world! @FoxNews,2020-04-25 12:14,11215,57681,False,1.25e+18,,en,April,Q2,"['thank', 'william', 'perry', 'pendley', 'bureau', 'land', 'management', 'great', 'job', '@tuckercarlson', 'describing', 'beautiful', 'land', 'world', '@foxnews']"
Twitter for iPhone,I will be having a White House Press Conference today at 5:30 P.M. Thank you!,2020-04-24 20:51,13783,107358,False,1.25e+18,,en,April,Q2,"['white', 'house', 'press', 'conference', '530', 'thank']"
Twitter for iPhone,I will never let our Post Office fail. It has been mismanaged for years especially since the advent of the internet and modern-day technology. The people that work there are great and we’re going to keep them happy healthy and well!,2020-04-24 19:08,31358,179383,False,1.25e+18,,en,April,Q2,"['post', 'office', 'fail', 'mismanaged', 'especially', 'advent', 'internet', 'modernday', 'technology', 'people', 'work', 'great', 'happy', 'healthy']"
Twitter for iPhone,Great conversation with President Lenin Moreno of the Republic of Ecuador. We will be sending them desperately needed Ventilators of which we have recently manufactured many and helping them in other ways. They are fighting hard against CoronaVirus!,2020-04-24 14:59,17025,81935,False,1.25e+18,,en,April,Q2,"['great', 'conversation', 'president', 'lenin', 'moreno', 'republic', 'ecuador', 'sending', 'desperately', 'needed', 'ventilators', 'recently', 'manufactured', 'helping', 'ways', 'fighting', 'hard', 'coronavirus']"
Twitter for iPhone,Just spoke to President Juan Orlando Hernandez of the Republic of Honduras. We work closely together on the Southern Border. Will be helping him with his request for Ventilators and Testing.,2020-04-24 14:59,14441,75587,False,1.25e+18,,en,April,Q2,"['spoke', 'president', 'juan', 'orlando', 'hernandez', 'republic', 'honduras', 'work', 'closely', 'together', 'southern', 'border', 'helping', 'request', 'ventilators', 'testing']"
Twitter for iPhone,Great conversation with President Lenin Moreno of the Republic of Equador. We will be sending them desperately needed Ventilators of which we have recently manufactured many and helping them in other ways. They are fighting hard against CoronaVirus!,2020-04-24 14:56,170,743,False,1.25e+18,,en,April,Q2,"['great', 'conversation', 'president', 'lenin', 'moreno', 'republic', 'equador', 'sending', 'desperately', 'needed', 'ventilators', 'recently', 'manufactured', 'helping', 'ways', 'fighting', 'hard', 'coronavirus']"
Twitter for iPhone,Great News! Randall Stephenson the CEO of heavily indebted AT&amp;T which owns and presides over Fake News @CNN is leaving or was forced out. Anyone who lets a garbage “network” do and say the things that CNN does should leave ASAP. Hopefully replacement will be much better!,2020-04-24 14:49,34693,133131,False,1.25e+18,,en,April,Q2,"['great', 'news', 'randall', 'stephenson', 'ceo', 'heavily', 'indebted', 'atampt', 'owns', 'presides', 'fake', 'news', '@cnn', 'leaving', 'forced', 'anyone', 'lets', 'garbage', 'network', 'cnn', 'leave', 'asap', 'hopefully', 'replacement']"
Twitter for iPhone,I (or @VP) never gave Governor Brian Kemp an OK on those few businesses outside of the Guidelines. FAKE NEWS! Spas beauty salons tattoo parlors &amp; barber shops should take a little slower path but I told the Governor to do what is right for the great people of Georgia (&amp; USA)!,2020-04-24 14:40,17211,79538,False,1.25e+18,,en,April,Q2,"['@vp', 'gave', 'governor', 'brian', 'kemp', 'ok', 'businesses', 'outside', 'guidelines', 'fake', 'news', 'spas', 'beauty', 'salons', 'tattoo', 'parlors', 'barber', 'shops', 'take', 'little', 'slower', 'path', 'told', 'governor', 'great', 'people', 'georgia', 'usa']"
Twitter for iPhone,Just spoke to President Nayib Bukele of El Salvador. Will be helping them with Ventilators which are desperately needed. They have worked well with us on immigration at the Southern Border!,2020-04-24 14:20,17952,97913,False,1.25e+18,,en,April,Q2,"['spoke', 'president', 'nayib', 'bukele', 'el', 'salvador', 'helping', 'ventilators', 'desperately', 'needed', 'worked', 'immigration', 'southern', 'border']"
Twitter for iPhone,Just spoke to my friend President Joko Widodo of the Republic of Indonesia. Asking for Ventilators which we will provide. Great cooperation between us!,2020-04-24 14:12,25376,131518,False,1.25e+18,,en,April,Q2,"['spoke', 'friend', 'president', 'joko', 'widodo', 'republic', 'indonesia', 'asking', 'ventilators', 'provide', 'great', 'cooperation']"
Twitter for iPhone,Great conversation with President Lenin Moreno of the Republic if Equador. We will be sending them desperately needed Ventilators of which we have recently manufactured many and helping them in other ways. They are fighting hard against CoronaVirus!,2020-04-24 13:59,5271,23878,False,1.25e+18,,en,April,Q2,"['great', 'conversation', 'president', 'lenin', 'moreno', 'republic', 'equador', 'sending', 'desperately', 'needed', 'ventilators', 'recently', 'manufactured', 'helping', 'ways', 'fighting', 'hard', 'coronavirus']"
Twitter for iPhone,Our Country wants to move safely forward. There is a tremendous pent up demand. We will open big!,2020-04-24 13:53,28001,167028,False,1.25e+18,,en,April,Q2,"['country', 'wants', 'move', 'safely', 'forward', 'tremendous', 'pent', 'demand', 'big']"
Twitter for iPhone,The Fake and totally corrupt News is after her as a means of getting to me. She’s smart and strong knows the truth. Already a heroine to many!,2020-04-24 13:46,19118,65575,False,1.25e+18,https://t.co/HMpXOEdgSA,en,April,Q2,"['fake', 'totally', 'corrupt', 'news', 'means', 'shes', 'smart', 'strong', 'knows', 'truth', 'heroine']"
Twitter for iPhone,Getting VERY good reviews of the job the Federal Government is doing on CoronaVirus. Ventilators building hospitals beds and yes Testing have been handled incredibly well. Testing is getting exponentially better every day. Love seeing our Country safely opening up!,2020-04-24 13:38,21822,112039,False,1.25e+18,,en,April,Q2,"['good', 'reviews', 'job', 'federal', 'government', 'coronavirus', 'ventilators', 'building', 'hospitals', 'beds', 'yes', 'testing', 'handled', 'incredibly', 'testing', 'exponentially', 'love', 'seeing', 'country', 'safely', 'opening']"
Twitter for iPhone,Important news!,2020-04-24 4:29,20581,100327,False,1.25e+18,https://t.co/4dmVvJ4IM6,en,April,Q2,"['important', 'news']"
Twitter for iPhone,Disgraceful. Should join the Republican Party!,2020-04-24 4:17,22897,82679,False,1.25e+18,https://t.co/HMpXOEdgSA,en,April,Q2,"['disgraceful', 'join', 'republican', 'party']"
Twitter for iPhone,Governor @JimJusticeWV is a tremendous fighter for the incredible people of West Virginia. Big Jim is strong on Life the Second Amendment and Building the Wall! With Governors like Jim America will recover and get back to business. Jim has my Complete and Total Endorsement!,2020-04-23 23:54,14451,64747,False,1.25e+18,,en,April,Q2,"['governor', '@jimjusticewv', 'tremendous', 'fighter', 'incredible', 'people', 'west', 'virginia', 'big', 'jim', 'strong', 'life', 'second', 'amendment', 'building', 'wall', 'governors', 'jim', 'america', 'recover', 'business', 'jim', 'complete', 'endorsement']"
Twitter for iPhone,Congressman @SteveStivers is doing a terrific job for the People of Ohio! He defends our Borders Supports our Veterans Strong on Crime and the Second Amendment. Steve has my Complete and Total Endorsement!,2020-04-23 23:35,7873,30154,False,1.25e+18,https://t.co/iX0VBJ44sT,en,April,Q2,"['congressman', '@stevestivers', 'terrific', 'job', 'people', 'ohio', 'defends', 'borders', 'supports', 'veterans', 'strong', 'crime', 'second', 'amendment', 'steve', 'complete', 'endorsement']"
Twitter for iPhone,Congressman Bill Posey is a tremendous fighter for the Great State of Florida. He is a big supporter of our #MAGA Agenda – Strong on Crime the Second Amendment and Loves our Veterans and Law Enforcement. Bill has my Complete and Total Endorsement!,2020-04-23 23:34,14749,67905,False,1.25e+18,,en,April,Q2,"['congressman', 'bill', 'posey', 'tremendous', 'fighter', 'great', 'state', 'florida', 'big', 'supporter', '#maga', 'agenda', 'strong', 'crime', 'second', 'amendment', 'loves', 'veterans', 'law', 'enforcement', 'bill', 'complete', 'endorsement']"
Twitter for iPhone,Congressman @MikeTurnerOH is a strong supporter and fighter for the People of Ohio! He will help us #MAGA! He’s Strong on the Border Tough on Crime will Protect our Vets and our GREAT Second Amendment. Mike has my Complete and Total Endorsement!,2020-04-23 23:32,7335,27208,False,1.25e+18,https://t.co/tIKPOJmZR7,en,April,Q2,"['congressman', '@miketurneroh', 'strong', 'supporter', 'fighter', 'people', 'ohio', 'help', '#maga', 'hes', 'strong', 'border', 'tough', 'crime', 'protect', 'vets', 'great', 'second', 'amendment', 'mike', 'complete', 'endorsement']"
Twitter for iPhone,Congressman @Troy_Balderson is doing a GREAT job for the People of Ohio! He will always Protect your #2A Defend our Borders and Support Small Business – a great supporter of the #MAGA Agenda. Troy has my Complete and Total Endorsement!,2020-04-23 23:28,6932,25813,False,1.25e+18,https://t.co/ybcfR5rOOd,en,April,Q2,"['congressman', '@troy_balderson', 'great', 'job', 'people', 'ohio', 'protect', '#2a', 'defend', 'borders', 'support', 'business', 'great', 'supporter', '#maga', 'agenda', 'troy', 'complete', 'endorsement']"
