Unnamed: 0,Tweets,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter,TweetsTokenized
10,unbegirded cals stucken insurgents ochlesitic twiners tubularly metastibnite camois trochleariform controversialism cedule stereophone brotherwort noninterleaved controversialism crook dirian picory picory theligonum prao invirility uprootedness autometry untruckling baaskap,,,,,,,,,,,,January,Q1,"['unbegirded', 'cals', 'stucken', 'insurgents', 'ochlesitic', 'twiners', 'tubularly', 'metastibnite', 'camois', 'trochleariform', 'controversialism', 'cedule', 'stereophone', 'brotherwort', 'noninterleaved', 'controversialism', 'crook', 'dirian', 'picory', 'picory', 'theligonum', 'prao', 'invirility', 'uprootedness', 'autometry', 'untruckling', 'baaskap']"
11,redcurrant overdrapery sublayer unintermediate tgt needleman sorbed electrocutes malacophilous semicircumference nonplutocratical milliweber fremontodendron iceless palilogetic player indicially jazziness electrocutes atlantean monophase arless aquaregia opuscle applies,,,,,,,,,,,,January,Q1,"['redcurrant', 'overdrapery', 'sublayer', 'unintermediate', 'tgt', 'needleman', 'sorbed', 'electrocutes', 'malacophilous', 'semicircumference', 'nonplutocratical', 'milliweber', 'fremontodendron', 'iceless', 'palilogetic', 'player', 'indicially', 'jazziness', 'electrocutes', 'atlantean', 'monophase', 'arless', 'aquaregia', 'opuscle', 'applies']"
12,overfalling uncontradictious buccobranchial tippet duellers apanages cerion bisischiadic befringes amatungula vanda tippet unspecialising myograph stenographer gossips drives zymometer middlesplitter decapodan monocyclic chordacentrous lemonades imprecates circumcised befringes,,,,,,,,,,,,January,Q1,"['overfalling', 'uncontradictious', 'buccobranchial', 'tippet', 'duellers', 'apanages', 'cerion', 'bisischiadic', 'befringes', 'amatungula', 'vanda', 'tippet', 'unspecialising', 'myograph', 'stenographer', 'gossips', 'drives', 'zymometer', 'middlesplitter', 'decapodan', 'monocyclic', 'chordacentrous', 'lemonades', 'imprecates', 'circumcised', 'befringes']"
13,testingly anticatalyzer sharpeners unconsoling chaleh grabbing unnationalised arduous swivets reshovel scolymus resinophore tripylarian gametophobia desuvre blencher reeking eelback eelback mesobranchial boating ungratuitousness coleslaws smears testingly dextrogyre forelouper,,,,,,,,,,,,January,Q1,"['testingly', 'anticatalyzer', 'sharpeners', 'unconsoling', 'chaleh', 'grabbing', 'unnationalised', 'arduous', 'swivets', 'reshovel', 'scolymus', 'resinophore', 'tripylarian', 'gametophobia', 'desuvre', 'blencher', 'reeking', 'eelback', 'eelback', 'mesobranchial', 'boating', 'ungratuitousness', 'coleslaws', 'smears', 'testingly', 'dextrogyre', 'forelouper']"
14,radio notalgic scrutinizing sizzles xylographer maneuvering autobahnen caquetoires arils falconinae squeezingly jared arnoseris sizzles sizzles autobahnen preferentialist xylographer retailed pariet umimpeded rei picara bilgeway departures ravel chordoid vocalize massiness,,,,,,,,,,,,January,Q1,"['radio', 'notalgic', 'scrutinizing', 'sizzles', 'xylographer', 'maneuvering', 'autobahnen', 'caquetoires', 'arils', 'falconinae', 'squeezingly', 'jared', 'arnoseris', 'sizzles', 'sizzles', 'autobahnen', 'preferentialist', 'xylographer', 'retailed', 'pariet', 'umimpeded', 'rei', 'picara', 'bilgeway', 'departures', 'ravel', 'chordoid', 'vocalize', 'massiness']"
15,diecious imbalance charking sulcalization phenylethylmalonylurea ctenocephalus manurer scything unconvert palaeograph coss logans antisyphilitic longful begnawed stanzaic conelet forceput termagantism footpounds zirconofluoride nondumping nondumping nidamental acrydium,,,,,,,,,,,,January,Q1,"['diecious', 'imbalance', 'charking', 'sulcalization', 'phenylethylmalonylurea', 'ctenocephalus', 'manurer', 'scything', 'unconvert', 'palaeograph', 'coss', 'logans', 'antisyphilitic', 'longful', 'begnawed', 'stanzaic', 'conelet', 'forceput', 'termagantism', 'footpounds', 'zirconofluoride', 'nondumping', 'nondumping', 'nidamental', 'acrydium']"
16,sneckdrawn superformal arrentable rescramble scabbedness accus longues affuse masturbator noshed supermundane trustworthier capripede epirotulian internity osmolality rawing galanthus disseminative chymes sundays animatingly superformal peritrophic overbulk codable,,,,,,,,,,,,January,Q1,"['sneckdrawn', 'superformal', 'arrentable', 'rescramble', 'scabbedness', 'accus', 'longues', 'affuse', 'masturbator', 'noshed', 'supermundane', 'trustworthier', 'capripede', 'epirotulian', 'internity', 'osmolality', 'rawing', 'galanthus', 'disseminative', 'chymes', 'sundays', 'animatingly', 'superformal', 'peritrophic', 'overbulk', 'codable']"
17,impelling rhodope epistemologically characterizations bathroom nonpresentation degauss tressilation parallelograms auscultations attractively undeluding carpetbeater obscuredly coincides binocs pickery barographs cadenette dunks unblanketed epistemologically filioque obscuredly,,,,,,,,,,,,January,Q1,"['impelling', 'rhodope', 'epistemologically', 'characterizations', 'bathroom', 'nonpresentation', 'degauss', 'tressilation', 'parallelograms', 'auscultations', 'attractively', 'undeluding', 'carpetbeater', 'obscuredly', 'coincides', 'binocs', 'pickery', 'barographs', 'cadenette', 'dunks', 'unblanketed', 'epistemologically', 'filioque', 'obscuredly']"
18,podsols sceat septemvirs obstreperate runkled professionalised carnivority highermost quinteron microdrawing attainability clutters unatoning hegelianize byword undeposed cutlasses spelunked inyala promptorium oklahoman accredits principles promptorium undeposed prerevise,,,,,,,,,,,,January,Q1,"['podsols', 'sceat', 'septemvirs', 'obstreperate', 'runkled', 'professionalised', 'carnivority', 'highermost', 'quinteron', 'microdrawing', 'attainability', 'clutters', 'unatoning', 'hegelianize', 'byword', 'undeposed', 'cutlasses', 'spelunked', 'inyala', 'promptorium', 'oklahoman', 'accredits', 'principles', 'promptorium', 'undeposed', 'prerevise']"
19,ponderableness jalapa pericardiolysis mags sardinewise turkmenian spikedace zoophilist dispatriated askeses skellat embussing japanolatry unbirdly seracs turkmenian pauperizes presupplementary fostress turbinatocylindrical freeloads bursicle emaciating yuletides unctuose,,,,,,,,,,,,January,Q1,"['ponderableness', 'jalapa', 'pericardiolysis', 'mags', 'sardinewise', 'turkmenian', 'spikedace', 'zoophilist', 'dispatriated', 'askeses', 'skellat', 'embussing', 'japanolatry', 'unbirdly', 'seracs', 'turkmenian', 'pauperizes', 'presupplementary', 'fostress', 'turbinatocylindrical', 'freeloads', 'bursicle', 'emaciating', 'yuletides', 'unctuose']"
20,chelingos overwinding subpeltately erodent foolery uncloses borages bakerlike tools marriedly primordiate moneral viewfinder crystolon flapping arraigned mellivora dryerman saddletree statuing multimodality basil requests anaglypton januaries pluvine outtraveled macrobian,,,,,,,,,,,,January,Q1,"['chelingos', 'overwinding', 'subpeltately', 'erodent', 'foolery', 'uncloses', 'borages', 'bakerlike', 'tools', 'marriedly', 'primordiate', 'moneral', 'viewfinder', 'crystolon', 'flapping', 'arraigned', 'mellivora', 'dryerman', 'saddletree', 'statuing', 'multimodality', 'basil', 'requests', 'anaglypton', 'januaries', 'pluvine', 'outtraveled', 'macrobian']"
21,unhonest contemptible axiomatizations furze chalone oophororrhaphy counterattacked spears unjudgable candify gladness rivalless stormier sturdyhearted showerless precure galcha chloroformate showerless normalisation untrusser euclase dister chalone colors semicentury prover,,,,,,,,,,,,January,Q1,"['unhonest', 'contemptible', 'axiomatizations', 'furze', 'chalone', 'oophororrhaphy', 'counterattacked', 'spears', 'unjudgable', 'candify', 'gladness', 'rivalless', 'stormier', 'sturdyhearted', 'showerless', 'precure', 'galcha', 'chloroformate', 'showerless', 'normalisation', 'untrusser', 'euclase', 'dister', 'chalone', 'colors', 'semicentury', 'prover']"
22,watap eventually audiophiles meritorious checks miscategorized docoglossate goaled orchioneuralgia freewheeler subjudge smudge shadowiness defoams rebed sidewheeler pneumatophore celioelytrotomy skinniest ratificationist subprefect unadjustably celioelytrotomy defoams disdainly,,,,,,,,,,,,January,Q1,"['watap', 'eventually', 'audiophiles', 'meritorious', 'checks', 'miscategorized', 'docoglossate', 'goaled', 'orchioneuralgia', 'freewheeler', 'subjudge', 'smudge', 'shadowiness', 'defoams', 'rebed', 'sidewheeler', 'pneumatophore', 'celioelytrotomy', 'skinniest', 'ratificationist', 'subprefect', 'unadjustably', 'celioelytrotomy', 'defoams', 'disdainly']"
23,dialyzes tapissier reloans chloe offshoot unalachtigo hydromorphic twitches unkilled chancewise oedematous garce localizable weatherologist intercompany plantation bestayed karshuni twitches unshepherding areche rebring unicism collyrie bizzarro administrative unsuspect emeriti,,,,,,,,,,,,January,Q1,"['dialyzes', 'tapissier', 'reloans', 'chloe', 'offshoot', 'unalachtigo', 'hydromorphic', 'twitches', 'unkilled', 'chancewise', 'oedematous', 'garce', 'localizable', 'weatherologist', 'intercompany', 'plantation', 'bestayed', 'karshuni', 'twitches', 'unshepherding', 'areche', 'rebring', 'unicism', 'collyrie', 'bizzarro', 'administrative', 'unsuspect', 'emeriti']"
24,zygadenine introreception nucleator coilability impollute recapitulating massel unpredictedness underoxidizing nondeaf ischidrosis thrawed clipeus sanga tritonymph orniscopy aberrance nubbins mouthpipe unavailableness stegodons sanga hymenotome tana puku lops shade,,,,,,,,,,,,January,Q1,"['zygadenine', 'introreception', 'nucleator', 'coilability', 'impollute', 'recapitulating', 'massel', 'unpredictedness', 'underoxidizing', 'nondeaf', 'ischidrosis', 'thrawed', 'clipeus', 'sanga', 'tritonymph', 'orniscopy', 'aberrance', 'nubbins', 'mouthpipe', 'unavailableness', 'stegodons', 'sanga', 'hymenotome', 'tana', 'puku', 'lops', 'shade']"
25,counterlathed roughhewed stomatomycosis bifaces burdeners sourer strums intermarry alterableness lacer overapprehension nontransient stomatomycosis discerns naphthaline callorhynchidae apachism natatoria uru semiexhibitionist sourer vitamin graffer reiterations intermarry,,,,,,,,,,,,January,Q1,"['counterlathed', 'roughhewed', 'stomatomycosis', 'bifaces', 'burdeners', 'sourer', 'strums', 'intermarry', 'alterableness', 'lacer', 'overapprehension', 'nontransient', 'stomatomycosis', 'discerns', 'naphthaline', 'callorhynchidae', 'apachism', 'natatoria', 'uru', 'semiexhibitionist', 'sourer', 'vitamin', 'graffer', 'reiterations', 'intermarry']"
26,superscientifically ankee zooxanthellae tiltyards haziest semiflosculose guaraunan corticole divinities vigintillionth pensionat heavies aniellidae semiflosculose starkest geonim victoriate wycliffite legumen satirizers unassistant obvolvent alterocentric cary obvolvent,,,,,,,,,,,,January,Q1,"['superscientifically', 'ankee', 'zooxanthellae', 'tiltyards', 'haziest', 'semiflosculose', 'guaraunan', 'corticole', 'divinities', 'vigintillionth', 'pensionat', 'heavies', 'aniellidae', 'semiflosculose', 'starkest', 'geonim', 'victoriate', 'wycliffite', 'legumen', 'satirizers', 'unassistant', 'obvolvent', 'alterocentric', 'cary', 'obvolvent']"
27,motorcycle bergmannite reseeds quinarian theophyllin cursedly jottings lodeman mezzolithic opinionedness factionism unapostolical choirboys tetraonid panegyrica outfish temporality polka mollycoddle goldsmithing spicery whipsawn positor panegyrica decussion tapester outlinear,,,,,,,,,,,,January,Q1,"['motorcycle', 'bergmannite', 'reseeds', 'quinarian', 'theophyllin', 'cursedly', 'jottings', 'lodeman', 'mezzolithic', 'opinionedness', 'factionism', 'unapostolical', 'choirboys', 'tetraonid', 'panegyrica', 'outfish', 'temporality', 'polka', 'mollycoddle', 'goldsmithing', 'spicery', 'whipsawn', 'positor', 'panegyrica', 'decussion', 'tapester', 'outlinear']"
28,metallicize blackfin princecraft tetranitro physidae helepole hauchecornite caitiff sices cadenced unlustred predepletion princecraft dryworker isoosmosis humuses tole colorcasted myomorph caitiff lowliness codded lusts scodgy mountlet skinneries unenglished tecnology dryworker,,,,,,,,,,,,January,Q1,"['metallicize', 'blackfin', 'princecraft', 'tetranitro', 'physidae', 'helepole', 'hauchecornite', 'caitiff', 'sices', 'cadenced', 'unlustred', 'predepletion', 'princecraft', 'dryworker', 'isoosmosis', 'humuses', 'tole', 'colorcasted', 'myomorph', 'caitiff', 'lowliness', 'codded', 'lusts', 'scodgy', 'mountlet', 'skinneries', 'unenglished', 'tecnology', 'dryworker']"
29,hypothyreosis hething prediminution stallership preparationist semieremitical molehill backrests scratter terzo guddled derivant whipmanship phlegmy sloops metagastric relate incrustation unangrily pathoanatomy preparationist cacosmia illegitimatizing predelineated rype,,,,,,,,,,,,January,Q1,"['hypothyreosis', 'hething', 'prediminution', 'stallership', 'preparationist', 'semieremitical', 'molehill', 'backrests', 'scratter', 'terzo', 'guddled', 'derivant', 'whipmanship', 'phlegmy', 'sloops', 'metagastric', 'relate', 'incrustation', 'unangrily', 'pathoanatomy', 'preparationist', 'cacosmia', 'illegitimatizing', 'predelineated', 'rype']"
30,doberman oniomania eavesdropper biscuit chaffron shirra unpeeling valvula undifferentiated multifactorial emulgens meals thoracocyllosis unpeeling unbronzed adenoid prepays kinkiness jardin adenoid disulphate contradebt eternized expressionful sporotrichosis cardiacea edenite,,,,,,,,,,,,January,Q1,"['doberman', 'oniomania', 'eavesdropper', 'biscuit', 'chaffron', 'shirra', 'unpeeling', 'valvula', 'undifferentiated', 'multifactorial', 'emulgens', 'meals', 'thoracocyllosis', 'unpeeling', 'unbronzed', 'adenoid', 'prepays', 'kinkiness', 'jardin', 'adenoid', 'disulphate', 'contradebt', 'eternized', 'expressionful', 'sporotrichosis', 'cardiacea', 'edenite']"
31,cedrin winzes beneception beanpoles pyroballogy plurisyllabic archeion boos wt vexillologist casanovanic ferous pyroballogy oxberries aias purposeless skimmity mesosporic anice objranging clunch glaikit reemploy rux anticatalyst piercel begnawed ecdysiast seesawing retruded,,,,,,,,,,,,January,Q1,"['cedrin', 'winzes', 'beneception', 'beanpoles', 'pyroballogy', 'plurisyllabic', 'archeion', 'boos', 'wt', 'vexillologist', 'casanovanic', 'ferous', 'pyroballogy', 'oxberries', 'aias', 'purposeless', 'skimmity', 'mesosporic', 'anice', 'objranging', 'clunch', 'glaikit', 'reemploy', 'rux', 'anticatalyst', 'piercel', 'begnawed', 'ecdysiast', 'seesawing', 'retruded']"
32,pushier apiarians reprinter caudata caryopilite turriliticone lune revoked tritopatores flied asok saintologist jaburan crannequin jagla nonimpacted caudata spiralled porcellanic riverwards adventuresomely atheriogaea underaccident supervises eulogically prosit phalacrocoracine,,,,,,,,,,,,January,Q1,"['pushier', 'apiarians', 'reprinter', 'caudata', 'caryopilite', 'turriliticone', 'lune', 'revoked', 'tritopatores', 'flied', 'asok', 'saintologist', 'jaburan', 'crannequin', 'jagla', 'nonimpacted', 'caudata', 'spiralled', 'porcellanic', 'riverwards', 'adventuresomely', 'atheriogaea', 'underaccident', 'supervises', 'eulogically', 'prosit', 'phalacrocoracine']"
33,gorges defraying oscillatorian haroset albinic ensiform oosporangium praam cannibalized manness totems brads triannulate aspises oscillatorian thiophenic lophiomyidae unvindicable landgrave landgrave pollocks reki sematography cibolero transmissionist enclosable bistres,,,,,,,,,,,,January,Q1,"['gorges', 'defraying', 'oscillatorian', 'haroset', 'albinic', 'ensiform', 'oosporangium', 'praam', 'cannibalized', 'manness', 'totems', 'brads', 'triannulate', 'aspises', 'oscillatorian', 'thiophenic', 'lophiomyidae', 'unvindicable', 'landgrave', 'landgrave', 'pollocks', 'reki', 'sematography', 'cibolero', 'transmissionist', 'enclosable', 'bistres']"
34,arthrobranch entoparasite bolas monkeyhood friesian thicknesses prognosticates protagon marquisdom unfroze onymity pieceworker renowned bushbaby antibacchic redrilled impaint layland nonpalliative camansi writh unghostlike attemptability teenfully gyrodyne perpetuality impaint,,,,,,,,,,,,January,Q1,"['arthrobranch', 'entoparasite', 'bolas', 'monkeyhood', 'friesian', 'thicknesses', 'prognosticates', 'protagon', 'marquisdom', 'unfroze', 'onymity', 'pieceworker', 'renowned', 'bushbaby', 'antibacchic', 'redrilled', 'impaint', 'layland', 'nonpalliative', 'camansi', 'writh', 'unghostlike', 'attemptability', 'teenfully', 'gyrodyne', 'perpetuality', 'impaint']"
35,suint nonmathematically birdhouses nonpolar turkomanic acceptant veddoid samian conjecturing nasality wisped dandling hyperlustrousness oversorrow ordinarius lymphocytotic crepusculine decongestant brazenfaced pedaling scunder spirated cowan highnesses rehydration nondrinker,,,,,,,,,,,,January,Q1,"['suint', 'nonmathematically', 'birdhouses', 'nonpolar', 'turkomanic', 'acceptant', 'veddoid', 'samian', 'conjecturing', 'nasality', 'wisped', 'dandling', 'hyperlustrousness', 'oversorrow', 'ordinarius', 'lymphocytotic', 'crepusculine', 'decongestant', 'brazenfaced', 'pedaling', 'scunder', 'spirated', 'cowan', 'highnesses', 'rehydration', 'nondrinker']"
36,stringmaking preconditioned gastrostomies reballast castillo corporatist boron engarb greybeard bestuds spoilment interrupters immittance hierodule casemaker durmast cantatrice pleurolysis hansard hansard physical booklike schmucks mesarch polycodium hierodule riatas orphanages,,,,,,,,,,,,January,Q1,"['stringmaking', 'preconditioned', 'gastrostomies', 'reballast', 'castillo', 'corporatist', 'boron', 'engarb', 'greybeard', 'bestuds', 'spoilment', 'interrupters', 'immittance', 'hierodule', 'casemaker', 'durmast', 'cantatrice', 'pleurolysis', 'hansard', 'hansard', 'physical', 'booklike', 'schmucks', 'mesarch', 'polycodium', 'hierodule', 'riatas', 'orphanages']"
37,archantagonist supercede fluorimetry lateward comperes hakeem adjectivitis beewinged hydrocele pseudomembrane adactyl pseudoparenchyme macrophagocyte omnivorous beewinged electrofusion sequacious desocialize verchok forebitter orcas pseudomembrane basalia supercede polaran,,,,,,,,,,,,January,Q1,"['archantagonist', 'supercede', 'fluorimetry', 'lateward', 'comperes', 'hakeem', 'adjectivitis', 'beewinged', 'hydrocele', 'pseudomembrane', 'adactyl', 'pseudoparenchyme', 'macrophagocyte', 'omnivorous', 'beewinged', 'electrofusion', 'sequacious', 'desocialize', 'verchok', 'forebitter', 'orcas', 'pseudomembrane', 'basalia', 'supercede', 'polaran']"
38,hemiopsia epifauna squirrelish hydrologically mulattoism vibromotive blandness jotters therebetween moling obvolutive irrelapsable hedgier resaleable schoolage maternalised groping gastrocoel gil crabber expostulations shammasim nontransientness tattooists ammodytes waterbottle,,,,,,,,,,,,January,Q1,"['hemiopsia', 'epifauna', 'squirrelish', 'hydrologically', 'mulattoism', 'vibromotive', 'blandness', 'jotters', 'therebetween', 'moling', 'obvolutive', 'irrelapsable', 'hedgier', 'resaleable', 'schoolage', 'maternalised', 'groping', 'gastrocoel', 'gil', 'crabber', 'expostulations', 'shammasim', 'nontransientness', 'tattooists', 'ammodytes', 'waterbottle']"
39,braces dongola disposedness earlobes duplicidentata scrumple unfreezable upsoak tamashas neoprenes subcostae monoplane stentorianly smilaceae moquelumnan feckless photogrammeter cangan disposedness sturiones nonnegligent vesicotomy dialogising redounding osteophony ebdomade,,,,,,,,,,,,January,Q1,"['braces', 'dongola', 'disposedness', 'earlobes', 'duplicidentata', 'scrumple', 'unfreezable', 'upsoak', 'tamashas', 'neoprenes', 'subcostae', 'monoplane', 'stentorianly', 'smilaceae', 'moquelumnan', 'feckless', 'photogrammeter', 'cangan', 'disposedness', 'sturiones', 'nonnegligent', 'vesicotomy', 'dialogising', 'redounding', 'osteophony', 'ebdomade']"
40,peregrinatory prefixal phaenantherous cartellist cerebrasthenic cephaleuros overlubricated loxocosm hicks befretted tapiridae regentess underprized unanimatingly rubout figwort taliera forepleasure woolstock delobranchiata ogtiern snotter cowpea ingravescence pseudocosta hath,,,,,,,,,,,,January,Q1,"['peregrinatory', 'prefixal', 'phaenantherous', 'cartellist', 'cerebrasthenic', 'cephaleuros', 'overlubricated', 'loxocosm', 'hicks', 'befretted', 'tapiridae', 'regentess', 'underprized', 'unanimatingly', 'rubout', 'figwort', 'taliera', 'forepleasure', 'woolstock', 'delobranchiata', 'ogtiern', 'snotter', 'cowpea', 'ingravescence', 'pseudocosta', 'hath']"
41,metachrome continuant knoll blowen pyrites blowen inimaginable inimaginable accentuation cheiropodist dicarbonic prenatalist trihydrol reinterrogates rhytidosis indigeneity nonfactiously proart lockers saltires fellatory prepreparation dermatopathology redrafting kodakry knoll,,,,,,,,,,,,January,Q1,"['metachrome', 'continuant', 'knoll', 'blowen', 'pyrites', 'blowen', 'inimaginable', 'inimaginable', 'accentuation', 'cheiropodist', 'dicarbonic', 'prenatalist', 'trihydrol', 'reinterrogates', 'rhytidosis', 'indigeneity', 'nonfactiously', 'proart', 'lockers', 'saltires', 'fellatory', 'prepreparation', 'dermatopathology', 'redrafting', 'kodakry', 'knoll']"
42,potteress security mixe leones unadoringly flits overwood northeastwardly unmarbelizing coccid erotics tamine uncomprehensible whirler waterbosh sieger multimotor alamedas unprovokedly unmarbelizing teguments prosencephalon whirler whirler zonta achillize dipteros wildsome,,,,,,,,,,,,January,Q1,"['potteress', 'security', 'mixe', 'leones', 'unadoringly', 'flits', 'overwood', 'northeastwardly', 'unmarbelizing', 'coccid', 'erotics', 'tamine', 'uncomprehensible', 'whirler', 'waterbosh', 'sieger', 'multimotor', 'alamedas', 'unprovokedly', 'unmarbelizing', 'teguments', 'prosencephalon', 'whirler', 'whirler', 'zonta', 'achillize', 'dipteros', 'wildsome']"
