Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,isRT,tco,Language,Month,TweetsTokenized
Are you watching #DemocracySummer2020? I’ll be on at 6:45p PT. Join us as we kick off our movement to the polls this November. Go to  to both watch AND to register to vote 🇺🇸,221,2020-06-19 00:36:26,Twitter for iPhone,15024,2163,katyperry,1273776620021547008,False,https://t.co/DrCl53CIyq,en,June,"['watching', '#democracysummer2020', '645p', 'pt', 'join', 'kick', 'movement', 'polls', 'november', 'watch', 'register', 'vote']"
"i’ve got to shed all this skin
if I want the distance
let the sun in
pull out the weeds
and focus my vision",131,2020-06-17 04:04:04,Instagram,11971,1625,katyperry,1273104098049642501,False,https://t.co/a4LMQ32lqk,en,June,"['ive', 'shed', 'skinif', 'distancelet', 'sun', 'inpull', 'weedsand', 'focus', 'vision']"
Sending love and light this #ShoesdayTuesday ❤️✨ I will be donating 10% from the sale of every shoe and handbag from  in June and July to @PointFoundation to support their efforts in empowering more BIPOC LGBTQ+ students @kpcollections,282,2020-06-17 00:22:52,Twitter for iPhone,7301,846,katyperry,1273048430139469824,False,https://t.co/F1qKGOllSl,en,June,"['sending', 'love', 'light', '#shoesdaytuesday', 'donating', '10', 'sale', 'shoe', 'handbag', 'june', 'july', '@pointfoundation', 'support', 'efforts', 'empowering', 'bipoc', 'lgbtq', 'students', '@kpcollections']"
"Very proud to be able to lift up my LGBTQ+ brothers and sisters this Pride month with @iHeartRadio’s Can’t Cancel Pride: Helping LGBTQ+ People in Need. Be sure to save the date, June 25th. #CantCancelPride 🌈",231,2020-06-16 18:11:23,Twitter for iPhone,10290,1580,katyperry,1272954943758983168,False,https://t.co/EieiyrjOs5,en,June,"['proud', 'able', 'lift', 'lgbtq', 'brothers', 'sisters', 'pride', 'month', '@iheartradios', 'cant', 'cancel', 'pride', 'helping', 'lgbtq', 'people', 'save', 'date', 'june', '25th', '#cantcancelpride']"
"I was like, not today Satan 🙏🏻❤️🧡💛💚💙💜",61,2020-06-15 19:34:43,Twitter for iPhone,21672,2558,katyperry,1272613528113803264,False,https://t.co/YaUvbpWTK1,en,June,['satan']
"I'm excited to be a part of this kickoff to Democracy Summer 2020 with so many amazing talents, activists and speakers. The young people of America are speaking loud and clear on the streets and online, and come…",236,2020-06-15 16:38:01,Instagram,8995,1178,katyperry,1272569059712708623,False,https://t.co/jdpL2IOhqX,en,June,"['excited', 'part', 'kickoff', 'democracy', 'summer', '2020', 'amazing', 'talents', 'activists', 'speakers', 'young', 'people', 'america', 'speaking', 'loud', 'clear', 'streets', 'online']"
"#DearClassof2020, I hope in the midst of all that is happening in the world, you can take a moment to celebrate the accomplishment of graduating. You are the future, and I know you will take everything you’ve learned…",241,2020-06-07 17:56:29,Instagram,16778,2063,katyperry,1269689702610808838,False,https://t.co/OpdAoyS82A,en,June,"['#dearclassof2020', 'hope', 'midst', 'happening', 'world', 'take', 'moment', 'celebrate', 'accomplishment', 'graduating', 'future', 'take', 'youve', 'learned']"
dear full moon tonight: please... be... gentle...,49,2020-06-05 22:56:07,Twitter for iPhone,90352,10893,katyperry,1269040332945022976,False,,en,June,"['dear', 'full', 'moon', 'tonight', 'please', 'gentle']"
I signed and it took 2 minutes! Katycats go! #JusticeForBreonna #HappyBirthdayBreonna,109,2020-06-05 18:57:49,Twitter for iPhone,16567,3045,katyperry,1268980363260424193,False,https://t.co/coo2sSuOuq,en,June,"['signed', 'took', '2', 'minutes', 'katycats', '#justiceforbreonna', '#happybirthdaybreonna']"
"There are a lot of ways to help the movement towards justice and equality and I believe this is where we could make the most change RIGHT NOW! Yesterday, campaignzero launched #8CantWait, a list of policies…",231,2020-06-04 18:04:35,Instagram,10558,1474,katyperry,1268604579291136001,False,https://t.co/znvkEXPB9E,en,June,"['lot', 'ways', 'help', 'movement', 'towards', 'justice', 'equality', 'believe', 'could', 'change', 'yesterday', 'campaignzero', 'launched', '#8cantwait', 'list', 'policies']"
"I try to live my life to answer the question, “How can I be of service?” I have spent the last few days watching, listening and reflecting about how to utilize my privilege and platform. I hope that #BlackoutTuesday…",240,2020-06-02 07:04:03,Instagram,18382,2364,katyperry,1267713574371295232,False,https://t.co/VRfirvDVCU,en,June,"['try', 'live', 'life', 'answer', 'question', 'service', 'spent', 'days', 'watching', 'listening', 'reflecting', 'utilize', 'privilege', 'platform', 'hope', '#blackouttuesday']"
“I guess you’re outta your mind till it actually happens...” incredible congrats to spacex @nasa astro_bobbehnken @Astro_Doug and Elon on a successful launch after so many years of hard work 🚀,216,2020-05-31 00:51:53,Instagram,10111,1009,katyperry,1266895137327779846,False,https://t.co/YeQX0k9oS7,en,May,"['guess', 'outta', 'mind', 'till', 'actually', 'happens', 'incredible', 'congrats', 'spacex', '@nasa', 'astro_bobbehnken', '@astro_doug', 'elon', 'successful', 'launch', 'hard', 'work']"
powerful,32,2020-05-30 20:33:58,Instagram,9422,1096,katyperry,1266830232310464516,False,https://t.co/aBCUDO0YFn,en,May,['powerful']
@AstroBehnken @Astro_Doug take me with you,42,2020-05-30 19:58:00,Twitter for iPhone,1832,442,katyperry,1266821180456988672,False,,en,May,"['@astrobehnken', '@astro_doug', 'take']"
Some of u with sharp ears caught a glimpse of this remix earlier this week 👏🏼 Major thanks to @MarcKinchen for kicking off the first #Daisies dance party of the summer... we will dance even if it’s at home!  🎶🕺💃☀️🌼🎶,263,2020-05-29 16:03:42,Twitter for iPhone,11109,1675,katyperry,1266399827966844933,False,https://t.co/8A7MT0lieN,en,May,"['u', 'sharp', 'ears', 'caught', 'glimpse', 'remix', 'earlier', 'week', 'major', 'thanks', '@marckinchen', 'kicking', '#daisies', 'dance', 'party', 'summer', 'dance', 'home']"
#BLACKLIVESMATTER,41,2020-05-29 07:23:19,Instagram,16193,2000,katyperry,1266268868466507778,False,https://t.co/DJ6FDwWtgZ,en,May,['#blacklivesmatter']
"Welp. Today’s #SpaceLaunchLive was BUMPED due to weather, but what’s two days when spacex has been waiting for 18 years... Let’s pray it’s in the cards for Saturday! Set your alarm for the 3:22pm EDT launch, and…",236,2020-05-27 22:24:06,Instagram,9345,999,katyperry,1265770784267567106,False,https://t.co/K311tyNpKE,en,May,"['welp', 'todays', '#spacelaunchlive', 'bumped', 'due', 'weather', 'whats', 'days', 'spacex', 'waiting', '18', 'lets', 'pray', 'cards', 'saturday', 'set', 'alarm', '322pm', 'edt', 'launch']"
Going live from the 🌙 on @Discovery and @ScienceChannel right now! #SpaceLaunchLIVE,107,2020-05-27 18:10:11,Twitter for iPhone,18192,2680,katyperry,1265706884071223297,False,https://t.co/6Scp6XVhn3,en,May,"['live', '@discovery', '@sciencechannel', '#spacelaunchlive']"
12 yrs ago when I wrote a new song I’d go to @thehotelcafe to work it out for an audience that wasnt Kitty Purry😸 When @iheartradio invited me to do their Living Room Concert Series I took it back to where it all started🤗 Watch at 4p PT @,286,2020-05-27 17:27:00,Twitter for iPhone,12592,2580,katyperry,1265696017774567424,False,https://t.co/lu6mCqSXEK,en,May,"['12', 'yrs', 'wrote', 'new', 'song', 'id', '@thehotelcafe', 'work', 'audience', 'wasnt', 'kitty', 'purry', '@iheartradio', 'invited', 'living', 'room', 'concert', 'series', 'took', 'started', 'watch', '4p', 'pt', '@']"
"Over the moon 🌙 to be able to participate in the @SpaceX launch 🚀 in my own, 1 in 7 billion small way. Tune in to @Discovery or @ScienceChannel at 11am PT to see this historic moment GO OFF  💫 #SpaceLaunchLIVE",233,2020-05-27 14:32:32,Twitter for iPhone,11470,1926,katyperry,1265652111485747205,False,https://t.co/bArftJCDFk,en,May,"['moon', 'able', 'participate', '@spacex', 'launch', '1', '7', 'billion', 'tune', '@discovery', '@sciencechannel', '11am', 'pt', 'historic', 'moment', '#spacelaunchlive']"
I’m starting to look like shrek now just forewarning u,54,2020-05-27 06:07:32,Twitter for iPhone,56587,4763,katyperry,1265525022015315968,False,,en,May,"['starting', 'shrek', 'forewarning', 'u']"
same,28,2020-05-27 05:58:26,Twitter for iPhone,22480,3048,katyperry,1265522734957813760,False,https://t.co/GI4edDDArF,en,May,[]
"Gather your (shoe) friends around and tune in to @QVC at 9:00pm ET tonight! And see a sneak preview of the special set we built because when you can’t go to the Q, ya build it urself 💁🏼‍♀️ #ShoesdayTuesday @kpcollections",268,2020-05-26 22:28:27,Twitter for iPhone,8030,895,katyperry,1265409491345928193,False,https://t.co/wKYWxfbqSp,en,May,"['gather', 'shoe', 'friends', 'tune', '@qvc', '900pm', 'et', 'tonight', 'sneak', 'preview', 'special', 'set', 'built', 'cant', 'q', 'ya', 'build', 'urself', '#shoesdaytuesday', '@kpcollections']"
"Last week I was in a live action version of this animation created by @valleeduhamel, and I’m happy to reveal the next dimension of #Daisies with this lyric video 🌼💛",213,2020-05-26 04:09:26,Twitter for iPhone,15690,3056,katyperry,1265132914217414657,False,https://t.co/us6p3MbbNz,en,May,"['week', 'live', 'action', 'version', 'animation', 'created', '@valleeduhamel', 'happy', 'reveal', 'next', 'dimension', '#daisies', 'lyric', 'video']"
A picture is worth a thousand words... or maybe a few lyrics. Stay tuned tomorrow for it all to make even more sense 🌼,142,2020-05-25 16:37:56,Twitter for iPhone,24550,4426,katyperry,1264958890845671425,False,https://t.co/UCDXJLMn08,en,May,"['picture', 'worth', 'thousand', 'words', 'maybe', 'lyrics', 'stay', 'tuned', 'tomorrow', 'sense']"
It’s been 1 week since my first TV performance of #Daisies🌼 and I know a lot of y’all have been curious about how we did it... here’s a look at how XR studios transported me to that animated 🌎 (that u may or may not see again soon 👀),257,2020-05-24 20:32:30,Twitter for iPhone,15411,2466,katyperry,1264655534394765312,False,https://t.co/GUVtxgfCl6,en,May,"['1', 'week', 'tv', 'performance', '#daisies', 'lot', 'yall', 'curious', 'heres', 'xr', 'studios', 'transported', 'animated', 'u', 'may', 'may', 'soon']"
"ICYMI: I had the honor of kicking off the @GMA ☀️Summer Concert Series☀️ this morning from my favorite tree in my backyard! For all the sleepyheads who hit snooze too many times, watch my performance of #Daisies here:  (&amp; check out NRO while ur at it 💁🏼‍♀️)",308,2020-05-22 23:41:53,Twitter for iPhone,17781,2925,katyperry,1263978420624474112,False,https://t.co/99lQD2CBXz,en,May,"['icymi', 'honor', 'kicking', '@gma', 'summer', 'concert', 'series', 'morning', 'favorite', 'tree', 'backyard', 'sleepyheads', 'hit', 'snooze', 'times', 'watch', 'performance', '#daisies', 'check', 'nro', 'ur']"
🧡,25,2020-05-22 14:23:24,Twitter for iPhone,16314,1991,katyperry,1263837873339379712,False,https://t.co/Dwfqf8iW8c,en,May,[]
💛🌼,26,2020-05-22 14:23:09,Twitter for iPhone,16661,2085,katyperry,1263837808013094912,False,https://t.co/j5rQOTAg90,en,May,[]
The show should be renamed: “We Have Much More Sex Than NORMAL PEOPLE”,70,2020-05-22 00:48:57,Twitter for iPhone,39650,2880,katyperry,1263632908188712960,False,,en,May,"['show', 'renamed', 'sex', 'normal', 'people']"
". @DirectRelief is a Santa Barbara based org coordinating with public health authorities, nonprofit organizations and businesses throughout the U.S. and globally to provide personal protective equipment and essential medical items to health workers responding to COVID-19 👍🏼",274,2020-05-21 21:37:58,Twitter for iPhone,3671,492,katyperry,1263584847206834179,False,,en,May,"['@directrelief', 'santa', 'barbara', 'based', 'org', 'coordinating', 'public', 'health', 'authorities', 'nonprofit', 'organizations', 'businesses', 'throughout', 'globally', 'provide', 'personal', 'protective', 'equipment', 'essential', 'medical', 'items', 'health', 'workers', 'responding', 'covid19']"
"Are you into:
following the rules ✅
#Daisies 🌼 promo ✅
supporting a worthy charity ✅
Check out  🤗 for Daisies merch, including this face mask, whose proceeds all go to @DirectRelief 🙏🏼",231,2020-05-21 21:36:39,Twitter for iPhone,17365,2432,katyperry,1263584516980924418,False,https://t.co/h6XKs67FYc,en,May,"['intofollowing', 'rules', '#daisies', 'promo', 'supporting', 'worthy', 'charity', 'check', 'daisies', 'merch', 'face', 'mask', 'whose', 'proceeds', '@directrelief']"
🌼🎤,26,2020-05-21 19:15:40,Twitter for iPhone,9180,1038,katyperry,1263549035270467584,False,https://t.co/ov0JOri4KJ,en,May,[]
🌼,25,2020-05-21 01:07:28,Twitter for iPhone,11438,1322,katyperry,1263275183814569984,False,https://t.co/Eu7GKK7UFH,en,May,[]
When life hands you canyon sunflowers 🌻 you make #daisies 🌼 because you still believe in magic 💁🏼‍♀️😏✨ BTS from the #Daisies music video shot by globaliza,178,2020-05-20 20:34:03,Instagram,10402,1294,katyperry,1263206372696522752,False,https://t.co/qcyzvUC9GK,en,May,"['life', 'hands', 'canyon', 'sunflowers', '#daisies', 'still', 'believe', 'magic', 'bts', '#daisies', 'music', 'video', 'shot', 'globaliza']"
I know we’re all sheltering in place but if u really wanna go on a trip why don’t u BAG a 🍄mushroom🍄 purse? 😜😂 + 10% of every purchase will be donated to @baby2baby to assist their efforts in providing essential items to those impacted by COVID-19 #KatyPursey @kpcollections,298,2020-05-20 03:07:57,Twitter for iPhone,12017,1237,katyperry,1262943115029037056,False,https://t.co/boK2G8LGAJ,en,May,"['sheltering', 'place', 'u', 'wanna', 'trip', 'u', 'bag', 'mushroom', 'purse', '10', 'purchase', 'donated', '@baby2baby', 'assist', 'efforts', 'providing', 'essential', 'items', 'impacted', 'covid19', '#katypursey', '@kpcollections']"
What lyric from #Daisies embodies you? Let my new Instagram filter decide for you 🌼🔮✨,133,2020-05-19 17:00:35,Twitter for iPhone,22538,2552,katyperry,1262790266450149376,False,https://t.co/INYQzJbeho,en,May,"['lyric', '#daisies', 'embodies', 'new', 'instagram', 'filter', 'decide']"
🌼,25,2020-05-18 19:28:12,Twitter for iPhone,21801,1910,katyperry,1262465028080328704,False,https://t.co/t1ZvVNcmjM,en,May,[]
🌼💛,26,2020-05-18 17:42:24,Twitter for iPhone,13027,1569,katyperry,1262438402026135552,False,https://t.co/ZKusBNsBKd,en,May,[]
"I told @CoJustsam to sing to where she wanted to go, and looks like she sang it into existence! Congratulations on being this season’s #AmericanIdol and a HUGE virtual hug and thank you to the entire AI crew for getting us through this crazy season 🙃🌟",275,2020-05-18 05:02:06,Twitter for iPhone,10739,1100,katyperry,1262247065859444736,False,https://t.co/vcLifGLSSS,en,May,"['told', '@cojustsam', 'sing', 'wanted', 'looks', 'sang', 'existence', 'congratulations', 'seasons', '#americanidol', 'huge', 'virtual', 'hug', 'thank', 'entire', 'ai', 'crew', 'crazy', 'season']"
ICYMI 👀: My first TV performance of #Daisies🌼 on the #AmericanIdol finale is now on YouTube! Hope it transported you out of your living room as much as it transported me into this one 🤗 Watch it at,245,2020-05-18 02:07:59,Twitter for iPhone,26626,5136,katyperry,1262203246090702848,False,https://t.co/brLed7cNKm,en,May,"['icymi', 'tv', 'performance', '#daisies', '#americanidol', 'finale', 'youtube', 'hope', 'transported', 'living', 'room', 'transported', 'watch']"
"and don’t forget to VOTE! Voting for all time zones will begin near the start of #AmericanIdol, and ends after the second round of performances 🎤⤵️",171,2020-05-18 00:06:56,Twitter for iPhone,3689,364,katyperry,1262172785696112640,False,https://t.co/CYhqp8PFaL,en,May,"['forget', 'vote', 'voting', 'zones', 'begin', 'near', 'start', '#americanidol', 'ends', 'second', 'round', 'performances']"
"Start on the #AmericanIdol stage, end up in a whole new 🌎, thanks to brand new technology that’s never been seen before on TV 🤯❗️Tune in NOW for the grand finale AND my first television performance of #Daisies! 🌼",236,2020-05-18 00:06:04,Twitter for iPhone,47637,7367,katyperry,1262172567659372544,False,https://t.co/XgIUvqj7Uw,en,May,"['start', '#americanidol', 'stage', 'end', 'whole', 'new', 'thanks', 'brand', 'new', 'technology', 'seen', 'tv', 'tune', 'grand', 'finale', 'television', 'performance', '#daisies']"
"Tune in TONIGHT for the #AmericanIdol grand finale AND my first television performance of #Daisies! 🌼 It all starts at 8/7c on @abcnetwork, and I’ll see you at 4pm PT / 7pm ET on Facebook Live to talk about everything!",242,2020-05-17 21:15:46,Twitter for iPhone,20368,2341,katyperry,1262129709137063937,False,https://t.co/dzoVQWkjA6,en,May,"['tune', 'tonight', '#americanidol', 'grand', 'finale', 'television', 'performance', '#daisies', 'starts', '87c', '@abcnetwork', '4pm', 'pt', '7pm', 'et', 'facebook', 'live', 'talk']"
sometimes self care is an everything bagel,42,2020-05-16 23:33:35,Twitter for iPhone,99382,17637,katyperry,1261802002926800897,False,,en,May,"['sometimes', 'self', 'care', 'bagel']"
"Took those sticks and stones, showed ‘em I could build a house 🌼 
#Daisies is out now, watch the full video at",158,2020-05-16 20:39:58,Twitter for iPhone,19022,3471,katyperry,1261758313735176193,False,https://t.co/Tiil6MBijD,en,May,"['took', 'sticks', 'stones', 'showed', 'em', 'could', 'build', 'house', '#daisies', 'watch', 'full', 'video']"
💐,25,2020-05-16 18:52:30,Twitter for iPhone,24476,2467,katyperry,1261731265247457282,False,https://t.co/y0X5MWF1kB,en,May,[]
💛,25,2020-05-16 18:49:16,Twitter for iPhone,28113,2530,katyperry,1261730454664654848,False,https://t.co/KldENoFFfi,en,May,[]
🌼,25,2020-05-16 18:43:30,Twitter for iPhone,10165,1308,katyperry,1261729001061486592,False,https://t.co/rF4xd0PbC4,en,May,[]
🌼 + 🎸= 🤷🏼‍♀️ @houseparty tonight at 7:30p ET #HousepartyHost,109,2020-05-15 23:01:23,Twitter for iPhone,20980,3279,katyperry,1261431514195095553,False,https://t.co/xtbwEWIzSD,en,May,"['@houseparty', 'tonight', '730p', 'et', '#housepartyhost']"
". @AppleMusic 
#NewMusicDaily
#Daisies",86,2020-05-15 20:43:16,Twitter for iPhone,11597,2265,katyperry,1261396752474632192,False,https://t.co/TnTHX9IFJ6,en,May,"['@applemusic', '#newmusicdaily#daisies']"
"Cover yourself in #Daisies...merch! 😜 Get your 🌼-themed bundles 🎶 at . 100% of my proceeds from the face mask sales will go to one of my favorite Santa Barbara based charities, @DirectRelief to support their national Covid-19 efforts",280,2020-05-15 19:06:22,Twitter for iPhone,14804,2630,katyperry,1261372369148342272,False,https://t.co/PNC1XWsKmS,en,May,"['cover', '#daisiesmerch', 'themed', 'bundles', '100', 'proceeds', 'face', 'mask', 'sales', 'favorite', 'santa', 'barbara', 'based', 'charities', '@directrelief', 'support', 'national', 'covid19', 'efforts']"
"I wrote this song a couple months ago as a call to remain true to the course you’ve set for yourself, regardless of what others may think. Recently, it has taken a new meaning for me, in light of what the whole world is experiencing. #Daisies 💛🌼",245,2020-05-15 04:07:50,Twitter for iPhone,26006,5976,katyperry,1261146243419406338,False,,en,May,"['wrote', 'song', 'couple', 'months', 'call', 'remain', 'course', 'youve', 'set', 'regardless', 'may', 'think', 'recently', 'taken', 'new', 'meaning', 'light', 'whole', 'world', 'experiencing', '#daisies']"
"Each of us is one in more than seven billion, with our own story of strength and resilience to tell.
🌼DAISIES🌼 is out now. I hope it will be the soundtrack to going for your dreams now... especially the ones we left behind 💛",272,2020-05-15 04:06:50,Twitter for iPhone,70597,16795,katyperry,1261145993002680322,False,https://t.co/ySw2E8TY9Z,en,May,"['seven', 'billion', 'story', 'strength', 'resilience', 'telldaisies', 'hope', 'soundtrack', 'dreams', 'especially', 'ones', 'left', 'behind']"
🌼 so soooooooooon #DaisiesTonight,33,2020-05-15 03:16:12,Twitter for iPhone,46510,6628,katyperry,1261133252418387974,False,,en,May,"['soooooooooon', '#daisiestonight']"
12 hours until #DAISIES 🌼 is out! The music video premiere page is now LIVE at . Hope it’s ok if I zoom bomb your party tonight 😬💁🏼‍♀️🎉,182,2020-05-14 16:08:29,Twitter for iPhone,56625,8396,katyperry,1260965214557630464,False,https://t.co/Tiil6MBijD,en,May,"['12', 'hours', '#daisies', 'music', 'video', 'premiere', 'page', 'live', 'hope', 'ok', 'zoom', 'bomb', 'party', 'tonight']"
"IN 24 HOURS, I want to be crashing your #Daisies Zoom watch parties 🌼🎉 Download some backgrounds and send me your party info at  and I’ll try to buzz through 🐝 ♥️",209,2020-05-14 04:04:48,Twitter for iPhone,32709,4921,katyperry,1260783092479868928,False,https://t.co/ah3nEkoQZj,en,May,"['24', 'hours', 'crashing', '#daisies', 'zoom', 'watch', 'parties', 'download', 'backgrounds', 'send', 'party', 'info', 'try', 'buzz']"
"jtfirstman is the only person that has been making me consistently laugh during quarantina follow him for whiter teeth, stronger nail beds, good grades and to end Covid. @ Live, Love, Laugh, Believe",222,2020-05-13 19:54:21,Instagram,8706,930,katyperry,1260659667908222976,False,https://t.co/CEixqU6KJk,en,May,"['jtfirstman', 'person', 'making', 'consistently', 'laugh', 'quarantina', 'follow', 'whiter', 'teeth', 'stronger', 'nail', 'beds', 'good', 'grades', 'end', 'covid', '@', 'live', 'love', 'laugh', 'believe']"
Join me for a live Q&amp;A and performance with @AmazonMusic this Friday! I’ll be performing 🌼Daisies🌼 for the very first time! Drop your questions here and tune in on #AmazonLive Friday at 10:00a PT on,250,2020-05-13 14:08:55,Twitter for iPhone,26444,4155,katyperry,1260572735799021568,False,https://t.co/WAiufPadAy,en,May,"['join', 'live', 'qampa', 'performance', '@amazonmusic', 'friday', 'performing', 'daisies', 'drop', 'questions', 'tune', '#amazonlive', 'friday', '1000a', 'pt']"
"When did we all stop believing in MAGIC? 

#DAISIES 🎥: 3 days away 
Pre-save at  🌼",129,2020-05-12 20:47:59,Twitter for iPhone,28503,5812,katyperry,1260310776193052672,False,https://t.co/lI71mjIm0J,en,May,"['stop', 'believing', 'magic', '#daisies', '3', 'days', 'away', 'presave']"
sometimes i don’t know what’s worse trying to avoid the virus or the waves of depression that come with this new norm,117,2020-05-12 19:40:05,Twitter for iPhone,110916,19046,katyperry,1260293690766942208,False,,en,May,"['sometimes', 'whats', 'worse', 'trying', 'avoid', 'virus', 'waves', 'depression', 'new', 'norm']"
"I’ll never let ‘em change me til they cover me in... #daisies🌼

FRIDAY @ Daisies",104,2020-05-11 23:18:48,Instagram,16162,2003,katyperry,1259986342441676800,False,https://t.co/ZURcU85ylE,en,May,"['em', 'change', 'til', 'cover', '#daisiesfriday', '@', 'daisies']"
when your unborn daughter gives you a middle finger from the womb you know you’re in for it #happymothersdaytome😳 @ Middle Finger Up,156,2020-05-11 08:31:02,Instagram,16945,1649,katyperry,1259762931111063552,False,https://t.co/gVGGOIcRYm,en,May,"['unborn', 'daughter', 'gives', 'middle', 'finger', 'womb', '#happymothersdaytome', '@', 'middle', 'finger']"
it helped me get my smile back 🌼,56,2020-05-11 07:05:36,Twitter for iPhone,12776,1303,katyperry,1259741428831272964,False,https://t.co/RNFX5hfoTI,en,May,"['helped', 'smile']"
🥺♥️ilysm #DisneySingalong,49,2020-05-11 07:00:05,Twitter for iPhone,9079,1199,katyperry,1259740041196101632,False,https://t.co/jpExleFzCi,en,May,"['ilysm', '#disneysingalong']"
honestly we both look dumb...o 🙃😜 #AmericanIdol,71,2020-05-11 06:54:39,Twitter for iPhone,9447,906,katyperry,1259738675400732673,False,https://t.co/dOkbKbEBoh,en,May,"['honestly', 'dumbo', '#americanidol']"
"2 sets of performances = 2 lewks tonight 💁🏼‍♀️ West coast, have your favorites made the top 7? Then vote for who you want in your #AmericanIdol 🌟 GRAND FINALE 🌟 next week! (❗️PS: 4th slide spoiler for tonight’s…",235,2020-05-11 03:52:03,Instagram,6148,705,katyperry,1259692720588820480,False,https://t.co/LceHFzs24S,en,May,"['2', 'sets', 'performances', '2', 'lewks', 'tonight', 'west', 'coast', 'favorites', 'top', '7', 'vote', '#americanidol', 'grand', 'finale', 'next', 'week', 'ps', '4th', 'slide', 'spoiler', 'tonights']"
